GEOID,Name,Short Name,Primary County GEOID,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
09217,"Borger, TX Urban Area","Borger, TX",48233,13085,6369,9.417,0.02,35.666797,-101.399608
09271,"Boston, MA--NH Urban Area","Boston, MA",25017,4355159,1806643,1655.887,71.69,42.378999,-71.142344
09298,"Boulder, CO Urban Area","Boulder, CO",08013,119355,52846,25.449,0.253,40.023878,-105.243811
09325,"Boulder City, NV Urban Area","Boulder City, NV",32003,13953,7034,5.724,0.0,35.973364,-114.840711
09352,"Bowie, TX Urban Area","Bowie, TX",48337,5433,2542,4.315,0.018,33.560626,-97.84825
09379,"Bowling Green, KY Urban Area","Bowling Green, KY",21227,101122,43402,52.176,0.293,36.963135,-86.440824
09433,"Bowling Green, OH Urban Area","Bowling Green, OH",39173,30311,12821,11.338,0.064,41.374021,-83.65123
09460,"Box Elder, SD Urban Area","Box Elder, SD",46103,12388,4424,6.083,0.0,44.147281,-103.065446
09487,"Boyne City, MI Urban Area","Boyne City, MI",26029,4133,2708,5.316,0.066,45.206022,-85.000772
09514,"Bozeman, MT Urban Area","Bozeman, MT",30031,61676,27575,21.393,0.053,45.677082,-111.055647
09536,"Bradenton--Sarasota--Venice, FL Urban Area","Bradenton, FL",12115,804106,461128,404.282,39.55,27.28683,-82.457015
09541,"Bradford, PA--NY Urban Area","Bradford, PA",42083,11069,4723,5.743,0.112,41.963843,-78.641214
09568,"Brady, TX Urban Area","Brady, TX",48307,4835,2350,2.926,0.008,31.129823,-99.337175
09622,"Brainerd, MN Urban Area","Brainerd, MN",27035,20957,9653,16.139,1.006,46.361308,-94.214063
09649,"Brandon, SD Urban Area","Brandon, SD",46099,11031,4229,4.682,0.003,43.593329,-96.580853
09676,"Branson, MO Urban Area","Branson, MO",29213,28661,16251,34.834,0.443,36.64692,-93.247916
09703,"Brattleboro, VT Urban Area","Brattleboro, VT",50025,10487,5252,5.727,0.039,42.858719,-72.574444
09730,"Brawley, CA Urban Area","Brawley, CA",06025,26845,8546,4.763,0.0,32.977834,-115.535864
09757,"Brazil, IN Urban Area","Brazil, IN",18021,10631,4963,6.603,0.019,39.523118,-87.117042
09801,"Breaux Bridge, LA Urban Area","Breaux Bridge, LA",22099,17288,7281,21.265,0.308,30.28917,-91.874349
09811,"Breckenridge, CO Urban Area","Breckenridge, CO",08117,8869,10522,11.15,0.0,39.48617,-106.03932
09838,"Breckenridge, TX Urban Area","Breckenridge, TX",48429,5381,2658,4.847,0.004,32.756761,-98.905695
09865,"Breese, IL Urban Area","Breese, IL",17027,4373,1920,2.343,0.0,38.615243,-89.524393
09892,"Bremen, GA Urban Area","Bremen, GA",13143,7795,3111,7.376,0.008,33.715927,-85.142396
09946,"Bremerton, WA Urban Area","Bremerton, WA",53035,227309,94294,146.91,31.859,47.61591,-122.62618
09973,"Brenham, TX Urban Area","Brenham, TX",48477,17631,7820,10.264,0.031,30.164008,-96.398815
10027,"Brevard, NC Urban Area","Brevard, NC",37175,12988,6840,13.821,0.004,35.236962,-82.722868
10081,"Brewton, AL Urban Area","Brewton, AL",01053,7179,3127,6.258,0.02,31.105736,-87.069116
10162,"Bridgeport--Stamford, CT--NY Urban Area","Bridgeport, CT",09001,915887,366596,397.292,10.881,41.210462,-73.312649
10189,"Bridgeton, NJ Urban Area","Bridgeton, NJ",34011,35491,11272,12.164,0.186,39.438984,-75.229576
10243,"Brigham City, UT Urban Area","Brigham City, UT",49003,26444,9158,10.136,0.002,41.48781,-112.022274
10351,"Bristol, TN--VA Urban Area","Bristol, TN",47163,71042,33916,68.687,0.178,36.607403,-82.1467
10405,"Broadway--Timberville, VA Urban Area","Broadway, VA",51165,7280,3165,3.599,0.029,38.615845,-78.789572
10418,"Brockport, NY Urban Area","Brockport, NY",36055,12456,5167,6.424,0.054,43.21835,-77.935981
10567,"Brookfield, MO Urban Area","Brookfield, MO",29115,3869,2113,3.213,0.009,39.783508,-93.076913
10594,"Brookhaven, MS Urban Area","Brookhaven, MS",28085,10404,5046,10.035,0.023,31.586126,-90.445631
10621,"Brookings, OR Urban Area","Brookings, OR",41015,11707,5956,7.15,0.127,42.053122,-124.273328
10648,"Brookings, SD Urban Area","Brookings, SD",46011,23983,9972,11.098,0.0,44.301369,-96.786554
10729,"Brooksville, FL Urban Area","Brooksville, FL",12053,12449,6879,8.351,0.099,28.554493,-82.389931
10783,"Brookville, OH Urban Area","Brookville, OH",39113,6379,2741,4.076,0.0,39.840459,-84.413995
10810,"Brookville, PA Urban Area","Brookville, PA",42065,4380,2117,3.64,0.082,41.16113,-79.078754
10837,"Brownfield, TX Urban Area","Brownfield, TX",48445,8084,3585,4.357,0.012,33.177597,-102.272499
10891,"Browns Mills, NJ Urban Area","Browns Mills, NJ",34005,28636,9399,17.328,0.569,40.029203,-74.615661
10945,"Brownsville, TN Urban Area","Brownsville, TN",47075,9357,4261,7.387,0.0,35.595303,-89.257588
10972,"Brownsville, TX Urban Area","Brownsville, TX",48061,220273,73810,62.102,2.418,25.955911,-97.476682
10999,"Brownwood, TX Urban Area","Brownwood, TX",48049,21494,9586,13.539,0.0,31.706538,-98.974376
11026,"Brunswick--St. Simons, GA Urban Area","Brunswick, GA",13127,71623,35188,59.007,1.335,31.202499,-81.494876
11040,"Brunswick, ME Urban Area","Brunswick, ME",23005,32461,15071,26.757,1.548,43.915736,-69.91062
11053,"Brunswick, MD Urban Area","Brunswick, MD",24021,8434,3482,3.64,0.002,39.320089,-77.622161
11080,"Brush, CO Urban Area","Brush, CO",08087,5595,2201,2.52,0.0,40.257329,-103.63035
11107,"Bryan, OH Urban Area","Bryan, OH",39171,9193,4490,5.076,0.007,41.470289,-84.547443
11127,"Buchanan, MI Urban Area","Buchanan, MI",26021,5514,2594,4.151,0.053,41.828632,-86.35307
11134,"Buckeye, AZ Urban Area","Buckeye, AZ",04013,23994,7788,7.782,0.0,33.385281,-112.582651
11139,"Buckeye North, AZ Urban Area","Buckeye North, AZ",04013,8416,4259,2.81,0.0,33.671695,-112.623036
11161,"Buckhannon, WV Urban Area","Buckhannon, WV",54097,8168,3525,6.511,0.0,38.981818,-80.228055
11215,"Bucyrus, OH Urban Area","Bucyrus, OH",39033,11784,5590,6.856,0.0,40.803787,-82.97168
11235,"Buellton, CA Urban Area","Buellton, CA",06083,5090,2230,1.593,0.001,34.615497,-120.194237
11242,"Buena Vista, CO Urban Area","Buena Vista, CO",08015,5016,1916,5.138,0.034,38.831576,-106.132975
11269,"Buena Vista, VA Urban Area","Buena Vista, VA",51530,6515,2863,4.046,0.001,37.736015,-79.352678
11296,"Buffalo, MN Urban Area","Buffalo, MN",27171,16668,6589,8.181,1.21,45.183812,-93.8544
11350,"Buffalo, NY Urban Area","Buffalo, NY",36029,945285,443690,340.502,3.067,42.931099,-78.81206
11377,"Buffalo, WY Urban Area","Buffalo, WY",56019,4921,2490,3.283,0.0,44.352445,-106.699723
11420,"Buies Creek--Lillington, NC Urban Area","Buies Creek, NC",37085,7499,2742,7.141,0.043,35.398037,-78.815763
11431,"Bullhead City, AZ--NV Urban Area","Bullhead City, AZ",04015,54271,30074,35.394,0.559,35.134325,-114.533998
11593,"Burkburnett, TX Urban Area","Burkburnett, TX",48485,10865,4822,6.482,0.0,34.083138,-98.568509
11620,"Burley, ID Urban Area","Burley, ID",16031,18224,6575,9.546,0.695,42.549818,-113.779147
11674,"Burlington, IA--IL Urban Area","Burlington, IA",19057,27959,14416,21.116,0.087,40.80986,-91.153426
11728,"Burlington, NC Urban Area","Burlington, NC",37001,149283,64203,92.018,0.792,36.076328,-79.418004
11755,"Burlington, VT Urban Area","Burlington, VT",50007,119429,52716,62.014,0.996,44.470147,-73.152262
11782,"Burlington, WI Urban Area","Burlington, WI",55101,23445,10590,12.709,1.233,42.704405,-88.251596
11809,"Burnet, TX Urban Area","Burnet, TX",48053,5486,2272,3.571,0.021,30.763227,-98.22729
11863,"Burns, OR Urban Area","Burns, OR",41025,4168,2041,3.019,0.0,43.588459,-119.053909
11872,"Burnt Store Marina, FL Urban Area","Burnt Store Marina, FL",12015,4279,3352,4.265,0.319,26.778028,-82.041061
11890,"Bushnell, FL Urban Area","Bushnell, FL",12119,4463,2128,2.823,0.0,28.667913,-82.116845
11998,"Butler, PA Urban Area","Butler, PA",42019,38512,19142,28.463,0.147,40.863328,-79.924443
12052,"Butte-Silver Bow, MT Urban Area","Butte, MT",30093,30559,15172,15.287,0.0,45.983808,-112.517161
12079,"Byron, IL Urban Area","Byron, IL",17141,5461,2230,3.323,0.26,42.129933,-89.26148
12106,"Byron, MN Urban Area","Byron, MN",27109,6548,2478,3.087,0.0,44.037088,-92.640263
12160,"Cadillac, MI Urban Area","Cadillac, MI",26165,12953,6480,10.862,1.945,44.251175,-85.419953
12241,"Cairo, GA Urban Area","Cairo, GA",13131,10287,4283,8.013,0.089,30.876065,-84.204737
12430,"Calexico, CA Urban Area","Calexico, CA",06025,38032,11660,5.41,0.0,32.680886,-115.493918
12457,"Calhoun, GA Urban Area","Calhoun, GA",13129,23564,9368,20.391,0.055,34.496892,-84.936553
12538,"California--Brownsville, PA Urban Area","California, PA",42125,10537,4663,6.05,0.492,40.023431,-79.89826
12646,"Calistoga, CA Urban Area","Calistoga, CA",06055,5159,2275,2.287,0.018,38.582774,-122.583825
12655,"Calumet, MI Urban Area","Calumet, MI",26061,4761,2923,2.484,0.014,47.241358,-88.449228
12754,"Camarillo, CA Urban Area","Camarillo, CA",06111,76140,29874,22.479,0.017,34.22539,-119.037376
12781,"Cambria, CA Urban Area","Cambria, CA",06079,5842,4034,2.735,0.0,35.558909,-121.090462
12808,"Cambridge, MD Urban Area","Cambridge, MD",24019,14852,7404,8.651,0.14,38.559952,-76.066543
12835,"Cambridge, MN Urban Area","Cambridge, MN",27059,10510,4586,5.941,0.228,45.561011,-93.220892
12862,"Cambridge, OH Urban Area","Cambridge, OH",39059,14254,7323,10.976,0.05,40.004374,-81.580224
12916,"Camden, AR Urban Area","Camden, AR",05103,9473,5077,11.05,0.0,33.585707,-92.856741
12943,"Camden, ME Urban Area","Camden, ME",23013,4697,2886,4.067,0.119,44.208087,-69.076502
13010,"Camden--Lugoff, SC Urban Area","Camden, SC",45055,31941,13870,34.638,0.257,34.223534,-80.684964
13024,"Camdenton, MO Urban Area","Camdenton, MO",29029,5456,3273,8.87,0.0,38.004673,-92.775267
13051,"Cameron, MO Urban Area","Cameron, MO",29049,8692,3188,4.507,0.033,39.743908,-94.237341
13078,"Cameron, TX Urban Area","Cameron, TX",48331,5184,1841,3.502,0.0,30.858984,-96.976909
13132,"Camilla, GA Urban Area","Camilla, GA",13205,5209,2445,4.744,0.013,31.227906,-84.207175
13159,"Campbellsville, KY Urban Area","Campbellsville, KY",21217,12986,5812,8.491,0.119,37.352554,-85.346495
13170,"Camp Verde, AZ Urban Area","Camp Verde, AZ",04025,5853,2513,5.202,0.0,34.606694,-111.887004
13186,"Canajoharie--Fort Plain, NY Urban Area","Canajoharie, NY",36057,5414,2851,4.019,0.145,42.89908,-74.567869
13213,"Canandaigua, NY Urban Area","Canandaigua, NY",36069,18455,9854,13.071,0.041,42.871921,-77.286733
13217,"Canastota, NY Urban Area","Canastota, NY",36053,5661,2708,3.766,0.005,43.076486,-75.741235
13221,"Canby, OR Urban Area","Canby, OR",41005,18601,7224,5.898,0.002,45.268531,-122.686316
13267,"Cañon City, CO Urban Area","Cañon City, CO",08043,24566,11418,15.919,0.012,38.441886,-105.220899
13294,"Canton, IL Urban Area","Canton, IL",17057,13047,6019,5.423,0.0,40.562606,-90.033003
13321,"Canton, MS Urban Area","Canton, MS",28089,25467,11194,23.707,1.547,32.538591,-90.12816
13348,"Canton, NY Urban Area","Canton, NY",36089,6809,2098,2.218,0.092,44.596942,-75.167841
13361,"Canton, NC Urban Area","Canton, NC",37087,9211,4221,8.872,0.006,35.53074,-82.846398
13375,"Canton, OH Urban Area","Canton, OH",39151,294453,133857,180.194,1.251,40.844054,-81.42373
13456,"Canyon, TX Urban Area","Canyon, TX",48381,17064,6614,7.324,0.026,34.993015,-101.923302
13483,"Canyon Lake, TX Urban Area","Canyon Lake, TX",48091,8215,4427,9.235,0.015,29.864483,-98.277394
13510,"Cape Coral, FL Urban Area","Cape Coral, FL",12071,628103,328809,331.801,39.273,26.607991,-81.853564
13537,"Cape Girardeau, MO--IL Urban Area","Cape Girardeau, MO",29031,56340,25193,31.217,0.047,37.337865,-89.58556
13564,"Carbondale, CO Urban Area","Carbondale, CO",08045,8214,3595,2.638,0.0,39.400993,-107.220099
13591,"Carbondale, IL Urban Area","Carbondale, IL",17077,31082,17733,21.665,0.496,37.743258,-89.256334
13699,"Carlinville, IL Urban Area","Carlinville, IL",17117,5662,2418,2.987,0.0,39.279489,-89.880348
13807,"Carlsbad, NM Urban Area","Carlsbad, NM",35015,33241,15273,19.475,0.254,32.40079,-104.241012
13861,"Carmi, IL Urban Area","Carmi, IL",17193,5158,2609,2.647,0.02,38.086462,-88.17157
13915,"Caro, MI Urban Area","Caro, MI",26157,5438,2642,4.543,0.0,43.495467,-83.390196
13969,"Carrizo Springs, TX Urban Area","Carrizo Springs, TX",48127,6404,2742,4.237,0.013,28.525366,-99.85476
13996,"Carroll, IA Urban Area","Carroll, IA",19027,10156,4761,4.967,0.0,42.068219,-94.865401
14023,"Carrollton, GA Urban Area","Carrollton, GA",13045,38288,14720,34.417,0.623,33.5888,-85.063237
14050,"Carrollton, KY Urban Area","Carrollton, KY",21041,5596,2316,3.516,0.024,38.679621,-85.165764
14158,"Carson City, NV Urban Area","Carson City, NV",32510,60931,26886,26.185,0.065,39.15537,-119.754
14185,"Cartersville, GA Urban Area","Cartersville, GA",13015,52844,21845,44.422,0.035,34.202636,-84.817404
14266,"Carthage, MO Urban Area","Carthage, MO",29097,16245,6488,8.584,0.0,37.166033,-94.320261
14293,"Carthage, NY Urban Area","Carthage, NY",36045,5448,2712,2.479,0.001,43.982927,-75.617382
14347,"Carthage, TX Urban Area","Carthage, TX",48365,6430,3100,7.46,0.006,32.157382,-94.344165
14374,"Caruthersville, MO Urban Area","Caruthersville, MO",29155,5130,2523,3.25,0.001,36.184098,-89.665647
14401,"Casa Grande, AZ Urban Area","Casa Grande, AZ",04021,53442,23143,21.465,0.0,32.901888,-111.738048
14482,"Casper, WY Urban Area","Casper, WY",56025,67353,31438,27.878,0.331,42.839148,-106.336707
14563,"Castle Rock, CO Urban Area","Castle Rock, CO",08035,89887,33060,35.706,0.006,39.39969,-104.865046
14600,"Castroville--Prunedale, CA Urban Area","Castroville, CA",06053,12265,3052,3.38,0.086,36.77401,-121.734989
14644,"Catskill, NY Urban Area","Catskill, NY",36039,6961,3616,6.422,0.087,42.212825,-73.869612
14698,"Cedar City, UT Urban Area","Cedar City, UT",49021,42302,14645,18.298,0.0,37.702494,-113.071088
14752,"Cedar Rapids, IA Urban Area","Cedar Rapids, IA",19113,193245,87281,86.03,0.941,41.989546,-91.666429
14806,"Cedartown, GA Urban Area","Cedartown, GA",13233,12624,4967,9.57,0.029,34.016565,-85.249558
14860,"Celina, OH Urban Area","Celina, OH",39107,12334,5638,6.087,0.07,40.553346,-84.557344
14887,"Center, TX Urban Area","Center, TX",48419,4963,2124,6.782,0.007,31.790405,-94.175234
14914,"Centerville, IA Urban Area","Centerville, IA",19007,5319,2896,3.48,0.027,40.729839,-92.872033
14960,"Central City, KY Urban Area","Central City, KY",21177,5513,2111,4.279,0.003,37.292742,-87.123554
15022,"Centralia, IL Urban Area","Centralia, IL",17121,15120,7348,9.813,0.023,38.526066,-89.129354
15076,"Centralia, WA Urban Area","Centralia, WA",53041,42842,17078,30.389,0.313,46.727959,-122.980673
15130,"Chadron, NE Urban Area","Chadron, NE",31045,5051,2336,2.305,0.0,42.827686,-103.00432
15184,"Chambersburg, PA Urban Area","Chambersburg, PA",42055,51609,22603,34.675,0.009,39.942614,-77.631496
15211,"Champaign, IL Urban Area","Champaign, IL",17019,147544,69951,46.524,0.377,40.106338,-88.247566
15265,"Chanute, KS Urban Area","Chanute, KS",20133,8586,4079,5.798,0.011,37.674203,-95.462214
15300,"Chapin, SC Urban Area","Chapin, SC",45063,5351,1961,6.323,0.01,34.148431,-81.33806
15319,"Chardon, OH Urban Area","Chardon, OH",39055,6679,2739,5.224,0.019,41.579289,-81.20906
15373,"Charles City, IA Urban Area","Charles City, IA",19067,7378,3638,4.083,0.069,43.062058,-92.671271
15400,"Charleston, IL Urban Area","Charleston, IL",17029,17209,8388,7.753,0.0,39.484983,-88.176072
15481,"Charleston, WV Urban Area","Charleston, WV",54039,139049,71000,92.922,7.965,38.355031,-81.665738
15508,"Charleston, SC Urban Area","Charleston, SC",45019,696066,312690,339.063,6.96,32.915567,-80.023707
15535,"Charlestown, IN Urban Area","Charlestown, IN",18019,6064,2706,4.026,0.014,38.445253,-85.665576
15589,"Charlestown, RI Urban Area","Charlestown, RI",44009,4104,3434,6.321,1.27,41.383205,-71.623481
15616,"Charlevoix, MI Urban Area","Charlevoix, MI",26029,3994,3044,4.046,0.123,45.319086,-85.252013
15643,"Charlotte, MI Urban Area","Charlotte, MI",26045,12825,5413,8.439,0.171,42.581265,-84.80822
15670,"Charlotte, NC--SC Urban Area","Charlotte, NC",37119,1402072,591559,657.614,10.298,35.227536,-80.806559
15724,"Charlottesville, VA Urban Area","Charlottesville, VA",51003,105440,46781,36.873,0.296,38.046619,-78.473218
15778,"Chatsworth, GA Urban Area","Chatsworth, GA",13213,12435,5027,16.113,0.009,34.77473,-84.793341
15832,"Chattanooga, TN--GA Urban Area","Chattanooga, TN",47065,400841,180299,291.703,2.254,35.051719,-85.20525
15859,"Cheboygan, MI Urban Area","Cheboygan, MI",26031,5006,3055,6.028,0.075,45.650289,-84.486032
15913,"Chelan, WA Urban Area","Chelan, WA",53007,6402,5095,7.542,0.044,47.859489,-120.052972
15940,"Chelsea, MI Urban Area","Chelsea, MI",26161,5682,2928,3.547,0.051,42.311392,-84.019416
15967,"Cheney, WA Urban Area","Cheney, WA",53063,12830,5051,3.298,0.0,47.491132,-117.582017
15994,"Cheraw, SC Urban Area","Cheraw, SC",45025,6923,3439,7.351,0.049,34.697894,-79.913969
16021,"Cherokee, IA Urban Area","Cherokee, IA",19035,4463,2167,3.138,0.0,42.751561,-95.551165
16075,"Cherryville, NC Urban Area","Cherryville, NC",37071,6532,2909,6.176,0.012,35.385313,-81.37485
16102,"Chesapeake Beach, MD Urban Area","Chesapeake Beach, MD",24009,18603,7229,13.091,0.162,38.708037,-76.561584
16156,"Chester, IL Urban Area","Chester, IL",17157,6067,2262,3.962,0.012,37.916573,-89.815476
16171,"Chester, NY Urban Area","Chester, NY",36071,5594,2301,4.572,0.008,41.362707,-74.278079
16183,"Chester, SC Urban Area","Chester, SC",45023,9325,4548,6.291,0.01,34.711291,-81.2075
16210,"Chestertown, MD Urban Area","Chestertown, MD",24029,7559,3394,4.42,0.022,39.216279,-76.064733
16237,"Cheyenne, WY Urban Area","Cheyenne, WY",56021,79634,36894,33.875,0.088,41.139752,-104.800984
16264,"Chicago, IL--IN Urban Area","Chicago, IL",17031,8581492,3574503,2337.885,38.95,41.83041,-87.908669
16291,"Chickasha, OK Urban Area","Chickasha, OK",40051,15890,7572,9.75,0.048,35.033206,-97.94895
16318,"Chico, CA Urban Area","Chico, CA",06007,109599,48902,33.715,0.056,39.755529,-121.840979
16372,"Childress, TX Urban Area","Childress, TX",48075,4616,2388,3.222,0.014,34.426735,-100.212909
16426,"Chillicothe, MO Urban Area","Chillicothe, MO",29117,9129,3990,5.981,0.027,39.796077,-93.550625
16453,"Chillicothe, OH Urban Area","Chillicothe, OH",39141,31779,13168,16.394,0.15,39.346103,-83.004712
16507,"Chincoteague, VA Urban Area","Chincoteague, VA",51001,3074,4239,4.059,0.127,37.928393,-75.3698
16561,"Chino Valley, AZ Urban Area","Chino Valley, AZ",04025,13801,5809,13.721,0.0,34.766794,-112.467831
16615,"Chisholm, MN Urban Area","Chisholm, MN",27137,4523,1947,2.182,0.027,47.491774,-92.886258
16642,"Chittenango, NY Urban Area","Chittenango, NY",36053,5339,2327,2.163,0.002,43.051133,-75.882413
16696,"Chowchilla, CA Urban Area","Chowchilla, CA",06039,13530,4284,4.825,0.046,37.112593,-120.246854
16804,"Ciales, PR Urban Area","Ciales, PR",72039,11678,5597,11.577,0.013,18.363865,-66.464689
16830,"Cienega Springs, AZ Urban Area","Cienega Springs, AZ",04012,2075,2998,3.2,0.0,34.272925,-114.132176
16885,"Cincinnati, OH--KY Urban Area","Cincinnati, OH",39061,1691566,734390,752.275,8.569,39.1808,-84.460584
16912,"Circleville, OH Urban Area","Circleville, OH",39129,16209,7028,7.376,0.008,39.605129,-82.937356
17047,"Clanton, AL Urban Area","Clanton, AL",01021,6518,2800,9.058,0.055,32.840635,-86.626172
17101,"Claremont, NH Urban Area","Claremont, NH",33019,10207,4452,5.982,0.02,43.372083,-72.349186
17128,"Claremore, OK Urban Area","Claremore, OK",40131,25859,10806,15.431,0.001,36.281468,-95.635473
17155,"Clarinda, IA Urban Area","Clarinda, IA",19145,5194,2207,2.358,0.0,40.738013,-95.038909
17209,"Clarion, PA Urban Area","Clarion, PA",42031,5914,2823,3.373,0.016,41.191124,-79.379227
17236,"Clarksburg, WV Urban Area","Clarksburg, WV",54033,33202,16269,21.22,0.07,39.269981,-80.339285
17263,"Clarksdale, MS Urban Area","Clarksdale, MS",28027,13952,6914,7.415,0.006,34.200292,-90.5738
17290,"Clarksville, AR Urban Area","Clarksville, AR",05071,8039,3563,7.793,0.046,35.46818,-93.46929
17317,"Clarksville, TN--KY Urban Area","Clarksville, TN",47125,209135,81935,113.088,0.06,36.576674,-87.345509
17398,"Clay Center, KS Urban Area","Clay Center, KS",20027,4148,1982,2.516,0.002,39.380073,-97.12396
17424,"Clayton, NY Urban Area","Clayton, NY",36045,2176,2150,2.747,0.509,44.252919,-76.04411
17426,"Clayton, NC Urban Area","Clayton, NC",37101,55072,21284,36.262,0.16,35.627776,-78.371556
17452,"Clearfield, PA Urban Area","Clearfield, PA",42033,10555,5092,7.074,0.113,41.017514,-78.438359
17479,"Clearlake, CA Urban Area","Clearlake, CA",06033,17145,8022,8.133,0.068,38.953939,-122.634103
17506,"Clear Lake, IA Urban Area","Clear Lake, IA",19033,8156,5363,8.624,0.029,43.140539,-93.381039
