GEOID,Name,Short Name,Primary County GEOID,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
45694,"Kokomo, IN Urban Area","Kokomo, IN",18067,62294,31064,32.499,0.0,40.467108,-86.138253
45721,"Kosciusko, MS Urban Area","Kosciusko, MS",28007,6419,2690,5.593,0.002,33.058633,-89.584563
45761,"Krum, TX Urban Area","Krum, TX",48121,5915,2000,3.27,0.003,33.259094,-97.219087
45775,"Kuna, ID Urban Area","Kuna, ID",16001,25140,8447,6.326,0.018,43.501064,-116.416899
45802,"Kutztown, PA Urban Area","Kutztown, PA",42011,9567,2679,3.746,0.018,40.509796,-75.774612
45829,"LaBelle, FL Urban Area","LaBelle, FL",12051,12774,4855,8.386,0.013,26.757166,-81.434756
45856,"Laconia, NH Urban Area","Laconia, NH",33001,26268,17419,28.383,2.92,43.542236,-71.443613
45910,"La Crosse, WI--MN Urban Area","La Crosse, WI",55063,98294,44930,42.238,2.433,43.862602,-91.239419
45991,"LaFayette, GA Urban Area","LaFayette, GA",13295,6869,3264,6.367,0.0,34.706044,-85.282935
46018,"Lafayette, IN Urban Area","Lafayette, IN",18157,159980,68018,68.741,0.917,40.417745,-86.880127
46045,"Lafayette, LA Urban Area","Lafayette, LA",22055,228192,103643,161.2,0.205,30.19045,-92.033057
46099,"Lafayette, TN Urban Area","Lafayette, TN",47111,5887,2584,5.319,0.0,36.529527,-86.031603
46126,"Lafayette--Erie--Louisville, CO Urban Area","Lafayette, CO",08013,98419,38955,34.99,0.296,40.007925,-105.087215
46153,"La Follette, TN Urban Area","La Follette, TN",47013,20724,9901,23.812,0.345,36.358932,-84.123774
46180,"Lago Vista (Travis County), TX Urban Area","Lago Vista (Travis County), TX",48453,8376,4142,8.375,0.0,30.446652,-97.998258
46207,"La Grande, OR Urban Area","La Grande, OR",41061,14828,6505,6.186,0.0,45.32891,-118.080401
46234,"LaGrange, GA Urban Area","LaGrange, GA",13285,35183,15362,31.46,0.051,33.036728,-85.041845
46288,"La Grange, KY Urban Area","La Grange, KY",21185,24080,8423,20.193,0.335,38.374888,-85.407807
46342,"La Grange, TX Urban Area","La Grange, TX",48149,5084,2685,3.82,0.003,29.911713,-96.875686
46396,"Lahaina--Napili-Honokowai, HI Urban Area","Lahaina, HI",15009,20468,11227,5.342,0.007,20.892282,-156.682859
46423,"Laie--Hauula, HI Urban Area","Laie, HI",15003,10816,3441,3.41,0.0,21.600684,-157.898055
46450,"La Junta, CO Urban Area","La Junta, CO",08089,7563,3656,3.88,0.012,37.982442,-103.54071
46489,"Lake Bryant, FL Urban Area","Lake Bryant, FL",12083,3290,2158,2.994,0.234,29.167096,-81.862322
46531,"Lake Charles, LA Urban Area","Lake Charles, LA",22019,153492,72493,127.742,0.894,30.213207,-93.251535
46558,"Lake City, FL Urban Area","Lake City, FL",12023,25727,11597,28.557,0.24,30.178163,-82.654466
46585,"Lake City, MN Urban Area","Lake City, MN",27157,4658,2495,2.797,0.009,44.443755,-92.271773
46612,"Lake City, SC Urban Area","Lake City, SC",45041,6710,3621,5.516,0.0,33.867181,-79.759965
46639,"Lake Conroe Eastshore, TX Urban Area","Lake Conroe Eastshore, TX",48339,11888,5881,7.745,0.033,30.427141,-95.57647
46666,"Lake Conroe Westshore, TX Urban Area","Lake Conroe Westshore, TX",48339,29515,13551,19.266,2.421,30.379264,-95.62988
46684,"Lake Delton, WI Urban Area","Lake Delton, WI",55111,6516,4246,9.357,0.66,43.603698,-89.789258
46687,"Lake Erie Beach, NY Urban Area","Lake Erie Beach, NY",36029,7835,4333,7.737,0.0,42.640041,-79.05591
46693,"Lake Geneva, WI Urban Area","Lake Geneva, WI",55127,11558,6638,6.341,0.031,42.596135,-88.436513
46747,"Lake Havasu City, AZ Urban Area","Lake Havasu City, AZ",04015,59934,36943,33.787,0.046,34.494637,-114.317407
46760,"Lake Holiday, IL Urban Area","Lake Holiday, IL",17099,6791,3113,4.3,0.483,41.617679,-88.673164
46774,"Lake Isabella, CA Urban Area","Lake Isabella, CA",06029,4363,2259,2.461,0.02,35.609967,-118.479551
46801,"Lake Jackson, TX Urban Area","Lake Jackson, TX",48039,56378,24651,34.348,1.945,29.011333,-95.402322
46828,"Lakeland, FL Urban Area","Lakeland, FL",12105,279838,119209,145.933,11.604,28.040815,-81.967106
46882,"Lake Mills, WI Urban Area","Lake Mills, WI",55055,7095,3160,4.069,0.018,43.078325,-88.90443
46889,"Lake Mohawk, NJ Urban Area","Lake Mohawk, NJ",34037,12577,5438,8.233,1.254,41.016829,-74.653915
46909,"Lake Monticello, VA Urban Area","Lake Monticello, VA",51065,10683,4509,6.325,0.536,37.915244,-78.322604
46963,"Lake of the Pines, CA Urban Area","Lake of the Pines, CA",06057,5012,2307,2.318,0.351,39.038746,-121.061341
46972,"Lake of the Woods, VA Urban Area","Lake of the Woods, VA",51137,11608,4854,7.027,0.805,38.345334,-77.762583
47010,"Lake Placid, FL Urban Area","Lake Placid, FL",12055,17739,10768,23.566,3.573,27.262375,-81.341059
47017,"Lake Placid, NY Urban Area","Lake Placid, NY",36031,3398,2722,3.462,0.208,44.281179,-73.982879
47044,"Lake Pocotopaug, CT Urban Area","Lake Pocotopaug, CT",09007,7998,3469,7.653,0.822,41.58794,-72.506076
47071,"Lakeport, CA Urban Area","Lakeport, CA",06033,8605,4199,6.203,0.045,39.059898,-122.915795
47120,"Lake Royale, NC Urban Area","Lake Royale, NC",37069,2387,1796,3.21,0.537,35.965089,-78.199599
47125,"Lakes of the Four Seasons, IN Urban Area","Lakes of the Four Seasons, IN",18089,13439,4654,5.4,0.482,41.415466,-87.231281
47287,"Lamar, CO Urban Area","Lamar, CO",08099,7443,3328,4.259,0.014,38.086667,-102.618362
47368,"Lambertville, NJ--PA Urban Area","Lambertville, NJ",42017,9912,5189,5.626,0.047,40.363644,-74.971958
47395,"Lamesa, TX Urban Area","Lamesa, TX",48115,8553,3985,4.344,0.009,32.735634,-101.958524
47412,"Lamont, CA Urban Area","Lamont, CA",06029,15502,4560,2.794,0.0,35.25625,-118.91813
47422,"Lampasas, TX Urban Area","Lampasas, TX",48281,6808,3053,3.915,0.009,31.066547,-98.183877
47503,"Lancaster, OH Urban Area","Lancaster, OH",39045,44331,19592,20.051,0.075,39.735174,-82.605
47530,"Lancaster--Manheim, PA Urban Area","Lancaster, PA",42071,400638,164291,181.531,1.35,40.09589,-76.312135
47557,"Lancaster, SC Urban Area","Lancaster, SC",45057,23741,10654,22.367,0.03,34.702315,-80.773224
47638,"Lander, WY Urban Area","Lander, WY",56013,7281,3144,2.993,0.0,42.832918,-108.733529
47665,"Landrum--Tryon, SC--NC Urban Area","Landrum, SC",45083,4681,2643,5.4,0.14,35.171535,-82.181116
47719,"Lansing, MI Urban Area","Lansing, MI",26065,316033,144045,155.828,3.353,42.721191,-84.540265
47746,"Lapeer, MI Urban Area","Lapeer, MI",26087,12494,5427,8.833,0.229,43.04932,-83.323395
47800,"La Plata, MD Urban Area","La Plata, MD",24017,10819,4105,6.265,0.005,38.543467,-76.96979
47827,"Laramie, WY Urban Area","Laramie, WY",56001,33202,15803,15.182,0.016,41.306889,-105.597813
47854,"Laredo, TX Urban Area","Laredo, TX",48479,252413,81664,64.205,0.605,27.538442,-99.47695
47865,"Lares, PR Urban Area","Lares, PR",72081,28061,12825,30.08,0.001,18.319109,-66.864208
47881,"Larned, KS Urban Area","Larned, KS",20145,3328,1925,2.083,0.0,38.18318,-99.101771
47935,"Las Cruces, NM Urban Area","Las Cruces, NM",35013,141370,60793,64.471,0.02,32.336423,-106.764238
47989,"Las Vegas, NM Urban Area","Las Vegas, NM",35047,13800,7565,6.983,0.0,35.605919,-105.227626
47995,"Las Vegas--Henderson--Paradise, NV Urban Area","Las Vegas, NV",32003,2220748,900457,435.295,0.588,36.134165,-115.159181
48016,"Laughlin, NV Urban Area","Laughlin, NV",32003,7109,4323,1.52,0.0,35.13635,-114.624166
48043,"Laurel, MS Urban Area","Laurel, MS",28067,24465,10620,20.225,0.097,31.687298,-89.15431
48070,"Laurel, MT Urban Area","Laurel, MT",30111,9301,4056,5.935,0.004,45.67786,-108.759685
48151,"Laurens, SC Urban Area","Laurens, SC",45059,11527,5156,9.674,0.0,34.499489,-82.015803
48178,"Laurinburg, NC Urban Area","Laurinburg, NC",37165,16245,6856,13.145,0.149,34.762138,-79.477378
48232,"Lawrence, KS Urban Area","Lawrence, KS",20045,95654,44125,29.925,0.416,38.959551,-95.265468
48259,"Lawrenceburg, KY Urban Area","Lawrenceburg, KY",21005,14279,5905,6.555,0.03,38.048882,-84.903028
48286,"Lawrenceburg, TN Urban Area","Lawrenceburg, TN",47099,12270,5741,9.668,0.0,35.246787,-87.328666
48340,"Lawrenceville, IL Urban Area","Lawrenceville, IL",17101,5159,2407,2.604,0.0,38.724085,-87.690012
48394,"Lawton, OK Urban Area","Lawton, OK",40031,89466,39968,46.834,0.053,34.619667,-98.425135
48421,"Lead, SD Urban Area","Lead, SD",46081,4344,2722,3.884,0.0,44.355301,-103.769418
48448,"Leadville, CO Urban Area","Leadville, CO",08065,3869,2148,2.495,0.0,39.251295,-106.300004
48475,"Leavenworth, KS Urban Area","Leavenworth, KS",20103,47142,17946,21.676,0.032,39.297504,-94.920244
48502,"Lebanon, IN Urban Area","Lebanon, IN",18011,16997,7280,8.362,0.0,40.050329,-86.474153
48529,"Lebanon, KY Urban Area","Lebanon, KY",21155,6434,2893,4.942,0.012,37.565971,-85.255996
48556,"Lebanon, MO Urban Area","Lebanon, MO",29105,14860,6809,12.401,0.058,37.669549,-92.660851
48583,"Lebanon, NH--VT Urban Area","Lebanon, NH",33009,31189,14140,30.163,2.648,43.662151,-72.274991
48637,"Lebanon, OR Urban Area","Lebanon, OR",41043,23627,9747,8.545,0.145,44.525755,-122.902499
48664,"Lebanon, PA Urban Area","Lebanon, PA",42075,75694,32351,32.709,0.148,40.343807,-76.400594
48691,"Lebanon, TN Urban Area","Lebanon, TN",47189,39509,16229,30.292,0.004,36.201613,-86.333893
48745,"Lee, MA Urban Area","Lee, MA",25003,8187,5268,12.558,0.164,42.358257,-73.281685
48799,"Leesburg--Eustis--Tavares, FL Urban Area","Leesburg, FL",12069,156462,79029,86.095,8.256,28.793147,-81.894709
48826,"Lee's Summit, MO Urban Area","Lee's Summit, MO",29095,93572,37732,37.595,1.07,38.89798,-94.384348
48853,"Leesville, LA Urban Area","Leesville, LA",22115,8426,4663,6.882,0.039,31.139911,-93.26874
48890,"Lehighton--Palmerton--Jim Thorpe, PA Urban Area","Lehighton, PA",42025,18345,8946,9.859,0.202,40.829443,-75.6899
48915,"Leisuretowne, NJ Urban Area","Leisuretowne, NJ",34005,4604,2655,3.277,0.116,39.906926,-74.70695
48934,"Leitchfield, KY Urban Area","Leitchfield, KY",21085,5891,2731,5.458,0.01,37.484412,-86.283385
48988,"Le Mars, IA Urban Area","Le Mars, IA",19149,10155,4403,5.468,0.0,42.783984,-96.171195
49015,"Lemoore, CA Urban Area","Lemoore, CA",06031,26999,9510,6.672,0.0,36.29743,-119.788959
49042,"Lemoore Station, CA Urban Area","Lemoore Station, CA",06031,5847,1675,5.104,0.0,36.254324,-119.909778
49096,"Leominster--Fitchburg, MA Urban Area","Leominster, MA",25027,111322,48866,52.932,2.119,42.555827,-71.82478
49109,"Leonardtown, MD Urban Area","Leonardtown, MD",24037,5921,2286,6.178,0.06,38.292428,-76.644181
49150,"Le Roy, NY Urban Area","Le Roy, NY",36037,4791,2478,2.988,0.001,42.975934,-77.98203
49204,"Levelland, TX Urban Area","Levelland, TX",48219,12585,5373,6.405,0.002,33.582648,-102.366433
49231,"Lewes--Rehoboth Beach, DE Urban Area","Lewes, DE",10005,41998,33594,38.303,0.692,38.728714,-75.168507
49258,"Lewisburg, TN Urban Area","Lewisburg, TN",47117,12145,5298,9.383,0.006,35.450431,-86.790852
49285,"Lewisburg, WV Urban Area","Lewisburg, WV",54025,7618,4108,7.004,0.114,37.793991,-80.444234
49312,"Lewiston, ID--WA Urban Area","Lewiston, ID",16069,55013,24305,27.928,0.526,46.389205,-117.027315
49339,"Lewiston, ME Urban Area","Lewiston, ME",23001,60997,27683,31.417,0.841,44.078705,-70.19548
49366,"Lewistown, MT Urban Area","Lewistown, MT",30027,6064,3134,2.918,0.0,47.063523,-109.435634
49393,"Lewistown, PA Urban Area","Lewistown, PA",42087,20423,10539,11.984,0.144,40.62745,-77.581037
49474,"Lexington, NE Urban Area","Lexington, NE",31047,10519,3522,4.71,0.013,40.779618,-99.74495
49528,"Lexington, TN Urban Area","Lexington, TN",47077,7104,2945,6.654,0.002,35.657522,-88.392274
49555,"Lexington, VA Urban Area","Lexington, VA",51163,9699,3531,5.283,0.048,37.792133,-79.430972
49582,"Lexington-Fayette, KY Urban Area","Lexington, KY",21067,314112,144453,83.994,0.794,38.026279,-84.496408
49594,"Lexington Park--California--Chesapeake Ranch Estates, MD Urban Area","Lexington Park, MD",24037,63017,26894,46.654,2.09,38.304183,-76.488072
49609,"Libby, MT Urban Area","Libby, MT",30053,4555,2312,3.515,0.065,48.388601,-115.560777
49636,"Liberal, KS Urban Area","Liberal, KS",20175,19107,7360,10.616,0.221,37.046113,-100.926755
49663,"Liberty, NY Urban Area","Liberty, NY",36105,5228,2282,3.069,0.0,41.796707,-74.753378
49690,"Liberty, TX Urban Area","Liberty, TX",48291,7525,2989,5.374,0.0,30.071772,-94.784627
49771,"Lihue, HI Urban Area","Lihue, HI",15007,16351,5278,7.042,0.03,21.975808,-159.35893
49852,"Lima, OH Urban Area","Lima, OH",39003,68925,31484,48.659,1.46,40.734696,-84.128399
49906,"Lincoln, IL Urban Area","Lincoln, IL",17107,14249,6668,8.101,0.004,40.150707,-89.373773
49933,"Lincoln, NE Urban Area","Lincoln, NE",31109,291499,126205,94.174,1.151,40.808955,-96.678944
49945,"Lincoln, NH Urban Area","Lincoln, NH",33009,1654,2603,4.921,0.178,44.060465,-71.671045
49955,"Lincoln Beach, OR Urban Area","Lincoln Beach, OR",41041,4519,4133,2.918,0.014,44.84928,-124.046602
49960,"Lincoln City, OR Urban Area","Lincoln City, OR",41041,10672,7540,6.672,0.987,44.977799,-124.001419
49987,"Lincolnton, NC Urban Area","Lincolnton, NC",37109,23053,10489,28.408,0.136,35.481299,-81.229294
50014,"Lindale--Hideaway, TX Urban Area","Lindale, TX",48423,12238,5575,12.297,0.52,32.465695,-95.410169
50041,"Lindsay, CA Urban Area","Lindsay, CA",06107,13639,4123,2.885,0.0,36.208231,-119.088949
50122,"Lindstrom--Chisago City, MN Urban Area","Lindstrom, MN",27025,8418,3950,6.223,2.792,45.410209,-92.832621
50149,"Linton, IN Urban Area","Linton, IN",18055,5096,2615,2.98,0.0,39.037399,-87.163593
50230,"Litchfield, IL Urban Area","Litchfield, IL",17135,6365,3035,4.879,0.009,39.173509,-89.6585
50257,"Litchfield, MN Urban Area","Litchfield, MN",27093,6531,3099,3.903,0.017,45.126832,-94.522409
50275,"Litchfield Beach, SC Urban Area","Litchfield Beach, SC",45043,15896,11295,17.015,0.414,33.45419,-79.132262
50311,"Little Falls, MN Urban Area","Little Falls, MN",27097,9431,4335,7.41,0.432,45.9798,-94.359148
50338,"Little Falls, NY Urban Area","Little Falls, NY",36043,4568,2286,3.379,0.093,43.045575,-74.857516
50365,"Littlefield, TX Urban Area","Littlefield, TX",48279,5620,2539,2.997,0.0,33.916724,-102.333932
50392,"Little Rock, AR Urban Area","Little Rock, AR",05119,463689,217568,267.815,3.157,34.756962,-92.326276
50419,"Littlestown, PA Urban Area","Littlestown, PA",42001,6672,2654,3.455,0.004,39.74507,-77.083323
50473,"Live Oak (Sutter County), CA Urban Area","Live Oak (Sutter County), CA",06101,9096,2891,1.665,0.0,39.274853,-121.663541
50500,"Live Oak, FL Urban Area","Live Oak, FL",12121,7132,2924,5.299,0.001,30.292525,-82.988445
50533,"Livermore--Pleasanton--Dublin, CA Urban Area","Livermore, CA",06001,233604,85233,65.259,1.385,37.690335,-121.829039
50581,"Livingston, CA Urban Area","Livingston, CA",06047,14450,3582,2.637,0.0,37.384386,-120.722665
50608,"Livingston, MT Urban Area","Livingston, MT",30067,9173,4543,4.48,0.031,45.657039,-110.566586
50662,"Livingston, TX Urban Area","Livingston, TX",48373,5832,2751,6.893,0.011,30.714335,-94.936924
50743,"Lockhart, TX Urban Area","Lockhart, TX",48055,13059,5317,8.325,0.006,29.870717,-97.678582
50770,"Lock Haven, PA Urban Area","Lock Haven, PA",42035,14313,6462,7.898,0.328,41.126685,-77.45454
50797,"Lockport, NY Urban Area","Lockport, NY",36063,35014,16758,17.741,0.039,43.149859,-78.683852
50851,"Lodi, CA Urban Area","Lodi, CA",06077,73046,26825,16.34,0.1,38.139895,-121.279286
50932,"Logan, OH Urban Area","Logan, OH",39073,7707,3379,4.317,0.091,39.53658,-82.403316
50959,"Logan, UT Urban Area","Logan, UT",49005,116781,38885,47.725,0.034,41.728738,-111.833766
50986,"Logan, WV Urban Area","Logan, WV",54045,9898,4641,6.415,0.604,37.849146,-81.993663
51013,"Logansport, IN Urban Area","Logansport, IN",18017,20783,8569,10.477,0.263,40.753735,-86.352138
51025,"Loíza--Vieques (Loíza Municipio), PR Urban Area","Loíza, PR",72087,14829,8063,4.392,0.065,18.422327,-65.848987
51040,"Lompoc, CA Urban Area","Lompoc, CA",06083,53452,18068,9.81,0.028,34.666153,-120.466341
51121,"London, OH Urban Area","London, OH",39097,10145,4659,5.079,0.01,39.898443,-83.440688
51131,"London--Corbin, KY Urban Area","London, KY",21125,36378,16075,47.944,0.238,37.133373,-84.119167
51148,"Long Beach, WA Urban Area","Long Beach, WA",53049,3452,2895,2.926,0.001,46.342214,-124.051605
51175,"Longmont, CO Urban Area","Longmont, CO",08013,100789,43293,24.169,0.274,40.16821,-105.107689
51202,"Long Neck, DE Urban Area","Long Neck, DE",10005,21048,15141,22.018,1.626,38.635815,-75.169593
51256,"Longview, TX Urban Area","Longview, TX",48183,108710,47419,90.256,0.354,32.506079,-94.759257
51283,"Longview, WA--OR Urban Area","Longview, WA",53015,70926,29940,35.192,1.073,46.154832,-122.935587
51364,"Lorain--Elyria, OH Urban Area","Lorain, OH",39093,199610,92913,90.614,0.885,41.41584,-82.146654
51418,"Los Alamos, NM Urban Area","Los Alamos, NM",35028,13503,6221,8.521,0.001,35.892535,-106.300043
51445,"Los Angeles--Long Beach--Anaheim, CA Urban Area","Los Angeles, CA",06037,12068061,4395771,1636.826,18.636,33.984996,-118.122395
51472,"Los Banos, CA Urban Area","Los Banos, CA",06047,46776,13723,8.406,0.0,37.062273,-120.844078
51499,"Los Lunas, NM Urban Area","Los Lunas, NM",35061,55850,21557,39.419,0.013,34.76728,-106.71537
51520,"Los Osos, CA Urban Area","Los Osos, CA",06079,14857,6463,3.832,0.006,35.317751,-120.837103
51580,"Louisa, KY--WV Urban Area","Louisa, KY",21127,4695,2199,3.633,0.083,38.110053,-82.603837
51755,"Louisville/Jefferson County, KY--IN Urban Area","Louisville, KY",21111,974137,442517,400.86,7.828,38.222617,-85.687344
51769,"Lovington, NM Urban Area","Lovington, NM",35025,11520,4105,4.805,0.006,32.94652,-103.353902
51796,"Lowell, IN Urban Area","Lowell, IN",18089,11014,4253,5.275,0.026,41.295097,-87.41862
51823,"Lowell, MI Urban Area","Lowell, MI",26081,7450,3131,5.555,0.133,42.938178,-85.366016
51877,"Lubbock, TX Urban Area","Lubbock, TX",48303,275784,121131,106.274,0.836,33.557478,-101.895339
51958,"Ludington, MI Urban Area","Ludington, MI",26105,12263,7195,12.696,0.049,43.974531,-86.424464
51985,"Lufkin, TX Urban Area","Lufkin, TX",48005,39517,16766,36.74,0.219,31.330789,-94.73227
52039,"Luling, TX Urban Area","Luling, TX",48055,5447,2567,2.809,0.0,29.680784,-97.646072
52066,"Lumberton, NC Urban Area","Lumberton, NC",37155,22811,10139,20.374,0.074,34.637658,-79.014543
52093,"Luray, VA Urban Area","Luray, VA",51139,4648,2629,4.099,0.02,38.66508,-78.449496
52147,"Luverne, MN Urban Area","Luverne, MN",27133,4697,2141,2.285,0.004,43.654813,-96.212001
52201,"Lynchburg, VA Urban Area","Lynchburg, VA",51680,127013,54646,91.598,0.728,37.389999,-79.20133
52228,"Lynden, WA Urban Area","Lynden, WA",53073,16173,6117,5.314,0.011,48.94992,-122.454803
52363,"McAlester, OK Urban Area","McAlester, OK",40121,19611,9221,15.527,0.036,34.922458,-95.749725
52390,"McAllen, TX Urban Area","McAllen, TX",48215,790326,276267,326.218,0.649,26.237246,-98.182781
52403,"McCall, ID Urban Area","McCall, ID",16085,3704,4821,6.041,0.069,44.912845,-116.095714
52417,"Macclenny, FL Urban Area","Macclenny, FL",12003,10988,3984,8.454,0.0,30.280498,-82.13553
52471,"McComb, MS Urban Area","McComb, MS",28113,15912,7526,13.105,0.06,31.252876,-90.456106
52525,"McCook, NE Urban Area","McCook, NE",31145,7353,3794,5.243,0.0,40.204598,-100.620718
52552,"McFarland, CA Urban Area","McFarland, CA",06029,14025,3733,1.862,0.0,35.676638,-119.231185
52606,"McGregor, TX Urban Area","McGregor, TX",48309,5560,2101,2.317,0.0,31.437008,-97.406825
52623,"McHenry Northwest--Wonder Lake, IL Urban Area","McHenry Northwest, IL",17111,6049,2492,2.347,0.007,42.390105,-88.345338
52633,"McKenzie, TN Urban Area","McKenzie, TN",47017,5627,2257,4.401,0.0,36.136493,-88.513551
52672,"McKinleyville, CA Urban Area","McKinleyville, CA",06023,15954,6978,7.885,0.011,40.950513,-124.105032
52695,"McKinney--Frisco, TX Urban Area","McKinney, TX",48085,539051,191937,151.641,1.47,33.190397,-96.785991
52741,"McMinnville, OR Urban Area","McMinnville, OR",41071,41859,15711,12.805,0.0,45.21433,-123.174881
52768,"McMinnville, TN Urban Area","McMinnville, TN",47177,15800,7216,13.221,0.0,35.685168,-85.783834
52795,"Macomb, IL Urban Area","Macomb, IL",17109,15367,7627,8.745,0.007,40.460197,-90.6757
52822,"Macon-Bibb County, GA Urban Area","Macon, GA",13021,136977,64531,99.273,0.818,32.844701,-83.676551
52876,"Macon, MO Urban Area","Macon, MO",29121,5297,2741,5.078,0.017,39.739902,-92.469092
52903,"McPherson, KS Urban Area","McPherson, KS",20113,13909,6199,8.641,0.066,38.368813,-97.662389
52984,"Madera, CA Urban Area","Madera, CA",06039,82114,22481,20.96,0.0,36.973385,-120.068622
53065,"Madison, GA Urban Area","Madison, GA",13211,4693,2362,4.792,0.031,33.590819,-83.468926
53092,"Madison, IN Urban Area","Madison, IN",18077,17813,7895,10.77,0.046,38.774167,-85.38841
53146,"Madison, SD Urban Area","Madison, SD",46079,6158,2878,4.309,0.0,44.007903,-97.111317
53200,"Madison, WI Urban Area","Madison, WI",55025,454320,209596,149.704,1.281,43.041969,-89.492208
53227,"Madisonville, KY Urban Area","Madisonville, KY",21107,20971,10566,16.114,0.118,37.331707,-87.497411
53254,"Madisonville, TN Urban Area","Madisonville, TN",47123,5629,2492,7.169,0.0,35.516073,-84.361039
53308,"Madras, OR Urban Area","Madras, OR",41031,7555,2639,4.678,0.0,44.632563,-121.129586
53322,"Magalia, CA Urban Area","Magalia, CA",06007,6971,3201,5.878,0.003,39.832719,-121.603663
53362,"Magnolia, AR Urban Area","Magnolia, AR",05027,10290,4498,8.778,0.035,33.273939,-93.229828
53389,"Mahanoy City, PA Urban Area","Mahanoy City, PA",42107,3699,2258,0.829,0.0,40.811981,-76.144468
53416,"Mahomet, IL Urban Area","Mahomet, IL",17019,11967,4384,6.874,0.054,40.195454,-88.387947
53524,"Malone, NY Urban Area","Malone, NY",36033,6274,3180,3.452,0.066,44.852239,-74.291901
53551,"Malvern, AR Urban Area","Malvern, AR",05059,9069,4101,6.698,0.0,34.368485,-92.810082
53605,"Mammoth Lakes, CA Urban Area","Mammoth Lakes, CA",06051,7233,9835,3.76,0.002,37.636867,-118.97912
53686,"Manchester, IA Urban Area","Manchester, IA",19055,4912,2532,3.609,0.0,42.489484,-91.458578
53740,"Manchester, NH Urban Area","Manchester, NH",33011,162370,70001,80.632,1.903,42.992156,-71.474376
53767,"Manchester, TN Urban Area","Manchester, TN",47031,13541,5542,10.437,0.006,35.469229,-86.072132
53794,"Mandeville--Covington, LA Urban Area","Mandeville, LA",22103,115380,47986,84.329,1.721,30.433677,-90.107066
53834,"Manhattan, IL Urban Area","Manhattan, IL",17197,8533,2883,2.935,0.0,41.429576,-87.990762
53848,"Manhattan, KS Urban Area","Manhattan, KS",20161,60726,27224,25.839,0.058,39.184723,-96.604163
53902,"Manistee, MI Urban Area","Manistee, MI",26101,8417,4738,9.083,0.155,44.228277,-86.30644
53956,"Manitowoc, WI Urban Area","Manitowoc, WI",55071,46559,22153,23.526,0.985,44.112481,-87.654651
53983,"Mankato, MN Urban Area","Mankato, MN",27013,60494,25772,25.631,0.307,44.172275,-93.997161
54037,"Manning, SC Urban Area","Manning, SC",45027,4678,2295,3.879,0.0,33.693283,-80.218242
54050,"Manor, TX Urban Area","Manor, TX",48453,19881,6528,5.326,0.0,30.357963,-97.527207
54064,"Mansfield, LA Urban Area","Mansfield, LA",22031,5701,2776,4.059,0.026,32.032663,-93.703022
54091,"Mansfield, OH Urban Area","Mansfield, OH",39139,74354,33288,47.684,0.093,40.759245,-82.527334
54145,"Manteca, CA Urban Area","Manteca, CA",06077,89523,29210,20.471,0.315,37.799839,-121.229936
54172,"Manteno, IL Urban Area","Manteno, IL",17091,10503,4647,6.009,0.095,41.24814,-87.835008
54199,"Manteo, NC Urban Area","Manteo, NC",37055,6749,3351,5.272,0.061,35.924169,-75.70323
54280,"Maquoketa, IA Urban Area","Maquoketa, IA",19097,6089,2864,3.779,0.006,42.06025,-90.667403
54295,"Marana, AZ Urban Area","Marana, AZ",04019,11228,3808,3.256,0.0,32.44643,-111.213686
54307,"Marathon, FL Urban Area","Marathon, FL",12087,9788,7157,5.546,2.004,24.721293,-81.054638
54334,"Marble Falls, TX Urban Area","Marble Falls, TX",48053,7744,3709,5.516,0.202,30.573249,-98.278664
54388,"Marengo, IL Urban Area","Marengo, IL",17111,7156,2904,3.809,0.0,42.249157,-88.605417
54442,"Marianna, FL Urban Area","Marianna, FL",12063,5274,2868,4.346,0.007,30.778072,-85.235756
54477,"Maricopa, AZ Urban Area","Maricopa, AZ",04021,62802,21894,13.2,0.071,33.059434,-112.014535
54486,"Marietta, OH--WV Urban Area","Marietta, OH",39167,21090,10697,13.554,0.615,39.416913,-81.43927
54496,"Marinette--Menominee, WI--MI Urban Area","Marinette, WI",55075,23474,12047,14.788,0.732,45.095692,-87.649854
54577,"Marion, IN Urban Area","Marion, IN",18053,40623,18782,21.862,0.075,40.540166,-85.662785
54631,"Marion, NC Urban Area","Marion, NC",37111,11590,5712,13.643,0.049,35.681507,-82.014442
54658,"Marion, OH Urban Area","Marion, OH",39101,42502,17511,18.393,0.092,40.586453,-83.119332
54685,"Marion, SC Urban Area","Marion, SC",45067,6875,3117,5.43,0.0,34.178281,-79.390336
54712,"Marion, VA Urban Area","Marion, VA",51173,7224,3525,7.168,0.029,36.842091,-81.501961
54722,"Marion--Herrin, IL Urban Area","Marion, IL",17199,39114,20013,32.973,0.444,37.755476,-88.997902
54739,"Marion Oaks, FL Urban Area","Marion Oaks, FL",12083,22669,8257,16.328,0.006,29.003751,-82.196202
54793,"Marksville, LA Urban Area","Marksville, LA",22009,6903,3080,6.412,0.0,31.108904,-92.059012
54820,"Marlin, TX Urban Area","Marlin, TX",48145,5421,2523,4.103,0.044,31.308041,-96.890922
54874,"Marquette, MI Urban Area","Marquette, MI",26103,24548,11568,12.691,0.051,46.532076,-87.404505
54901,"Marseilles, IL Urban Area","Marseilles, IL",17099,4033,2111,2.392,0.0,41.334766,-88.704489
