ZCTA5,Primary County,Primary County Subdivision,Primary Place,Primary Urban Area,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
95687,06095,0609593520,0681554,89866,68996,23839,44.557,0.272,38.333133,-121.920151
95688,06095,0609593520,0681554,89866,40147,14857,92.002,0.364,38.421343,-122.030124
95689,06005,0600593300,0642142,,1498,798,25.264,0.0,38.470889,-120.615679
95690,06067,0606791416,0683374,,1621,760,51.594,1.918,38.203404,-121.626239
95691,06113,0611390850,0684816,77068,39961,14642,39.028,2.239,38.627951,-121.593287
95692,06115,0611593720,0685012,,4887,1777,57.224,0.77,39.043066,-121.409804
95693,06067,0606791090,0685880,,7624,2595,58.661,0.0,38.398531,-121.21951
95694,06113,0611393770,0686034,96724,9600,3473,132.676,0.313,38.57166,-122.064168
95695,06113,0611391500,0686328,96994,39892,15167,145.612,0.059,38.694038,-121.852932
95697,06113,0611391500,0686804,,281,106,0.274,0.0,38.732881,-121.807195
95698,06113,0611391500,,,196,136,38.39,0.297,38.816357,-121.91077
95699,06005,0600593300,0619976,,60,15,3.491,0.003,38.436774,-120.857624
95701,06061,0606190548,0601276,,1045,564,31.752,0.054,39.226549,-120.767022
95703,06061,0606190548,,,1955,868,8.878,0.027,38.989027,-120.987775
95709,06017,0601792190,0610270,69832,6103,2703,23.795,0.075,38.749032,-120.690916
95713,06061,0606190548,0614498,,10280,4194,60.77,0.386,39.081347,-120.93239
95714,06061,0606190548,0620298,,411,304,3.596,0.044,39.201159,-120.836798
95715,06061,0606190548,,,110,157,33.817,0.622,39.276651,-120.644012
95717,06061,0606190548,,,129,79,19.505,0.0,39.142594,-120.842689
95720,06017,0601792190,,,107,348,155.801,0.428,38.850937,-120.251267
95721,06017,0601792190,,,0,231,4.521,0.0,38.81614,-120.095999
95722,06061,0606190548,0646632,,4829,2037,10.442,0.245,39.009801,-121.034707
95726,06017,0601793150,0658030,,7974,4536,142.954,0.582,38.761976,-120.413495
95728,06061,0606190548,0672492,,549,1138,27.992,0.61,39.294653,-120.401407
95735,06017,0601792190,,,51,521,43.775,0.932,38.840287,-120.150294
95736,06061,0606190548,,,131,60,0.231,0.0,39.039122,-120.977494
95742,06067,0606792555,0659444,77068,14883,4439,50.442,0.109,38.562201,-121.2047
95746,06061,0606192645,0630693,77068,22743,8198,18.4,7.208,38.746924,-121.166434
95747,06061,0606191605,0662938,77068,75681,28081,42.115,0.0,38.778421,-121.368829
95757,06067,0606792690,0622020,77068,53232,15566,64.497,1.019,38.331652,-121.436979
95758,06067,0606792690,0622020,77068,66153,22938,13.624,0.29,38.429667,-121.445213
95762,06017,0601793150,0621880,77068,45842,16593,41.588,2.405,38.683688,-121.064727
95765,06061,0606191605,0662364,77068,43059,14547,12.522,0.011,38.819738,-121.278321
95776,06113,0611393790,0686328,96994,26352,8371,88.202,1.175,38.698692,-121.699462
95811,06067,0606792690,0664000,77068,8456,4890,2.316,0.12,38.593792,-121.482158
95814,06067,0606792690,0664000,77068,12248,7606,1.396,0.036,38.580568,-121.49559
95815,06067,0606792690,0664000,77068,26523,10475,7.653,0.168,38.605628,-121.445453
95816,06067,0606792690,0664000,77068,18334,11122,2.729,0.071,38.575407,-121.464803
95817,06067,0606792690,0664000,77068,14513,6872,2.265,0.0,38.550605,-121.457026
95818,06067,0606792690,0664000,77068,23062,11314,3.859,0.164,38.554487,-121.497058
95819,06067,0606792690,0664000,77068,19806,8742,3.606,0.086,38.566862,-121.437563
95820,06067,0606792690,0664000,77068,36024,14262,5.267,0.0,38.53491,-121.444202
95821,06067,0606792690,0602553,77068,37436,16524,7.062,0.074,38.625693,-121.384916
95822,06067,0606792690,0664000,77068,46413,17314,8.398,0.097,38.512844,-121.494215
95823,06067,0606792690,0664000,77068,82983,25450,11.479,0.0,38.474726,-121.442636
95824,06067,0606792690,0664000,77068,30556,9507,3.988,0.0,38.517435,-121.44144
95825,06067,0606792690,0602553,77068,37310,16784,4.656,0.064,38.591897,-121.408467
95826,06067,0606792690,0664000,77068,40205,16763,10.538,0.223,38.543848,-121.378284
95827,06067,0606792555,0659444,77068,21084,7847,8.945,0.149,38.54836,-121.327497
95828,06067,0606792690,0624498,77068,60850,18607,12.403,0.0,38.489426,-121.395969
95829,06067,0606792690,0682852,77068,31297,9406,20.308,0.005,38.489546,-121.323452
95830,06067,0606790870,0682852,,746,224,13.012,0.066,38.490508,-121.284171
95831,06067,0606792690,0664000,77068,44450,20251,6.995,0.535,38.495787,-121.530256
95832,06067,0606792690,0664000,77068,13116,3214,8.317,0.556,38.447413,-121.496138
95833,06067,0606792690,0664000,77068,40908,16442,8.091,0.47,38.619049,-121.517552
95834,06067,0606792690,0664000,77068,34892,12771,9.964,0.252,38.635212,-121.518608
95835,06067,0606792690,0664000,77068,40957,15152,8.879,0.08,38.668491,-121.525602
95837,06067,0606792690,,,306,130,14.377,0.399,38.693765,-121.598941
95838,06067,0606792690,0664000,77068,41311,12249,9.205,0.019,38.645723,-121.445254
95841,06067,0606792690,0651924,77068,21542,8809,3.898,0.0,38.660272,-121.348164
95842,06067,0606792690,0624722,77068,34775,12196,3.972,0.0,38.687038,-121.348865
95843,06067,0606792690,0602210,77068,47195,15200,6.517,0.0,38.715329,-121.363675
95864,06067,0606792690,0602553,77068,25728,10375,6.28,0.231,38.584047,-121.375846
95901,06115,0611591908,0642412,97939,36119,13655,200.199,1.616,39.223939,-121.49405
95903,06115,0611590855,0604576,,1868,496,20.442,0.06,39.121296,-121.371098
95910,06091,0609193680,0600982,,148,88,32.925,0.001,39.462883,-120.829783
95912,06011,0601190430,0614554,,4908,1597,152.41,0.138,39.000399,-122.074234
95913,06021,0602192280,0602910,,313,133,17.358,0.0,39.629004,-122.192151
95914,06007,0600792330,0603792,,450,315,21.889,0.0,39.407586,-121.378772
95915,06063,0606390975,0678792,,0,39,36.207,0.252,39.991368,-121.230731
95916,06007,0600790970,0606070,,965,616,84.674,0.203,39.651415,-121.381635
95917,06007,0600790230,0606560,,4091,1387,80.703,0.341,39.435859,-121.763625
95918,06115,0611591908,0642412,,1807,988,55.688,1.327,39.301229,-121.337929
95919,06115,0611593830,0612612,,1183,778,26.788,0.0,39.434438,-121.265555
95920,06021,0602193750,,,164,117,69.079,0.238,39.449794,-121.936372
95922,06115,0611593830,0610676,,593,368,51.881,4.273,39.46673,-121.071865
95923,06063,0606390460,0601094,,43,206,10.16,0.0,40.183804,-121.136688
95925,06115,0611593830,0612612,,188,82,35.28,2.067,39.484108,-121.192649
95926,06007,0600790470,0613014,16318,42362,18814,7.778,0.0,39.745772,-121.843923
95928,06007,0600790750,0620270,16318,38412,17549,145.391,2.33,39.681488,-121.83721
95929,06007,0600790470,0613014,16318,0,0,0.008,0.0,39.725787,-121.850213
95930,06007,0600790970,0614148,,417,167,7.508,0.073,39.548715,-121.159878
95932,06011,0601190770,0614946,19342,7789,3125,142.606,1.929,39.246934,-122.012177
95934,06063,0606391170,0617050,,33,68,21.542,0.625,40.0601,-120.907957
95935,06115,0611593830,0619416,,465,359,25.811,0.094,39.379344,-121.192261
95936,06091,0609193680,0619794,,121,265,43.93,0.042,39.580756,-120.774346
95937,06113,0611391500,0620228,,1145,532,53.205,0.0,38.884065,-121.998485
95938,06007,0600790750,0620270,,4451,1493,68.149,0.036,39.604713,-121.795288
95939,06021,0602193750,0622006,,376,277,257.043,2.959,39.561685,-122.611698
95941,06007,0600790970,0624750,,396,133,35.434,0.015,39.516948,-121.273873
95942,06007,0600792380,0624918,,1786,1087,69.152,0.016,39.915994,-121.667031
95943,06021,0602193750,,,670,350,63.587,2.124,39.575214,-122.034536
95944,06091,0609193680,0630420,,65,65,9.406,0.009,39.54016,-120.851449
95945,06057,0605791140,0630798,34597,27388,13180,61.143,0.883,39.193267,-120.980122
95946,06057,0605791140,0639885,,9049,4176,44.721,0.864,39.209159,-121.213824
95947,06063,0606391170,0631162,,1407,808,85.415,0.0,40.159399,-120.844084
95948,06007,0600791180,0631260,35677,11456,4239,75.566,0.258,39.339264,-121.770785
95949,06057,0605791140,0601360,34597,21232,8789,136.938,0.194,39.10267,-121.133852
95950,06011,0601190770,0631288,,442,208,52.857,0.086,39.043447,-121.918099
95951,06021,0602192280,0631890,,2522,884,19.569,0.985,39.722512,-122.004433
95953,06101,0610193290,0641936,50473,11201,3650,116.157,0.27,39.259738,-121.77633
95954,06007,0600792380,0645120,53322,10163,4429,126.831,1.408,39.854189,-121.577866
95955,06011,0601190430,0646338,,1413,647,130.933,0.052,39.294516,-122.201715
95956,06063,0606392540,0646618,,458,466,59.207,2.722,39.88414,-121.115945
95957,06101,0610191970,0646926,,752,312,93.001,0.688,39.052285,-121.825177
95958,06007,0600790750,0620270,,0,0,6.652,0.0,39.564204,-121.797937
95959,06057,0605792090,0650874,34597,18244,8895,311.898,3.015,39.351529,-120.870549
95960,06091,0609193680,0657036,,594,353,41.601,0.136,39.441443,-121.016626
95961,06115,0611592250,0657829,97939,32663,10218,45.848,0.693,39.041333,-121.562835
95962,06115,0611591908,0619416,,1136,507,37.95,0.778,39.323405,-121.272549
95963,06021,0602192280,0654274,65836,16485,6067,325.347,8.495,39.747832,-122.30336
95965,06007,0600792300,0616035,65944,20835,8156,311.421,22.977,39.593945,-121.581363
95966,06007,0600792330,0654388,65944,30108,14133,170.162,9.946,39.475369,-121.414133
95968,06007,0600792330,0655086,65944,1366,538,1.798,0.0,39.435177,-121.551779
95969,06007,0600792380,0655520,,7564,3851,50.699,0.32,39.720742,-121.638663
95970,06011,0602193750,0658758,,466,228,32.102,0.599,39.410269,-122.05203
95971,06063,0606392540,0621026,,5931,2789,150.842,0.333,39.929228,-120.924431
95972,06115,0611593830,,,142,56,1.084,0.0,39.422772,-121.337648
95973,06007,0610390840,0614442,16318,38323,16072,300.095,1.987,39.876526,-121.859642
95974,06007,0600790230,0660662,,65,33,0.417,0.0,39.497297,-121.755698
95975,06057,0605791140,0663106,34597,1628,803,9.439,0.0,39.224325,-121.153696
95977,06115,0611590855,0672282,,1822,811,37.661,0.378,39.176595,-121.291692
95978,06007,0600792380,0674186,,98,30,0.037,0.0,39.908439,-121.529616
95979,06011,0601193610,0642230,,374,318,234.207,2.72,39.290302,-122.475519
95981,06063,0606392540,0641789,,52,255,53.088,0.143,39.652827,-121.039944
95982,06101,0610193290,0677378,,3084,1163,42.575,0.041,39.173231,-121.805673
95983,06063,0606391170,0678008,,395,265,85.329,0.0,40.058261,-120.738932
95984,06063,0606390975,0680952,,177,185,75.568,0.177,39.982778,-121.127623
95986,06057,0605792090,0683570,,104,63,10.883,0.0,39.361516,-120.765192
95987,06011,0601193610,0685586,95374,6504,2006,316.975,0.052,39.103611,-122.247003
95988,06021,0602193750,0685684,95725,8748,3341,328.628,0.834,39.497191,-122.287568
95991,06101,0610193825,0686972,97939,43978,15151,41.12,1.149,39.015503,-121.611202
95993,06101,0610193825,0686972,97939,37222,13066,84.282,0.037,39.082497,-121.680114
96001,06089,0608992568,0659920,73774,34721,14421,72.501,1.449,40.577176,-122.454715
96002,06089,0608992568,0659920,73774,34634,13521,30.542,0.715,40.527769,-122.318645
96003,06089,0608992568,0659920,73774,43945,19812,111.151,6.567,40.667279,-122.319538
96006,06035,0603591820,0600310,,587,274,201.819,0.496,41.133532,-120.842566
96007,06089,0608992568,0632036,73774,24849,10968,122.496,1.89,40.456801,-122.308203
96008,06089,0608990450,0604926,,1123,472,61.812,2.042,40.722641,-122.109784
96009,06035,0603590240,0606336,,247,201,202.942,2.134,41.05604,-121.020802
96010,06105,0610592202,,,28,69,383.845,0.003,40.95028,-123.235155
96011,06089,0608990450,0606475,,232,153,116.01,0.434,41.055897,-121.891889
96013,06089,0608990820,0609122,,4212,2062,153.409,2.708,40.973657,-121.692399
96014,06093,0609390920,,,173,145,154.726,0.558,41.388135,-122.780858
96015,06049,0604990040,0610732,,560,163,234.153,8.917,41.51178,-120.87766
96016,06089,0608990820,0611782,,319,229,42.688,0.514,40.894208,-121.508834
96017,06089,0608992700,0611824,,143,194,93.405,0.193,41.10596,-122.312517
96019,06089,0608992568,0671225,73774,10466,4292,19.319,1.287,40.687354,-122.39945
96020,06063,0606390460,0683494,,2593,1989,56.306,0.49,40.306787,-121.261874
96021,06103,0610393690,0659604,20206,15746,6035,249.599,2.327,39.923479,-122.270454
96022,06103,0610392560,0616630,,14751,6284,248.576,0.576,40.336308,-122.447977
96023,06093,0609390290,0619584,,1189,548,214.554,14.164,41.909076,-121.976846
96024,06105,0610593595,0619724,,1105,538,104.636,0.013,40.547045,-122.881185
96025,06093,0609390740,0620242,,2247,1504,103.496,0.342,41.200136,-122.319045
96027,06093,0609390920,0622972,,1907,911,419.188,1.616,41.389877,-123.231074
96028,06089,0608990820,0623532,,1805,1064,168.185,3.457,41.007447,-121.457463
96029,06103,0610393690,0624568,,120,52,24.379,0.051,39.939297,-122.489191
96031,06093,0609390920,,,66,75,314.93,0.684,41.175624,-123.198176
96032,06093,0609390920,0625128,,2606,1358,519.646,1.373,41.585132,-122.979631
96033,06089,0608993210,0626056,,321,159,144.748,0.086,40.740573,-122.592563
96034,06093,0609390920,0629252,,345,178,112.004,0.472,41.444019,-122.60496
96035,06103,0610392560,0658814,,4097,1824,42.535,0.495,40.04156,-122.185031
96037,06093,0609390920,0631134,,131,60,2.742,0.24,41.544922,-122.920964
96038,06093,0609393810,0631246,,499,278,18.272,0.024,41.6071,-122.545715
96039,06093,0609391240,0632030,,726,523,264.16,1.358,41.668928,-123.376416
96040,06089,0608990820,0632408,,71,120,51.507,0.071,40.789806,-121.474515
96041,06105,0610591250,0632562,,3511,1437,335.542,0.022,40.513498,-123.196046
96044,06093,0609391340,0634694,,1215,600,220.613,2.038,41.933028,-122.674967
96046,06105,0610591250,0636098,,328,199,141.168,0.016,40.610365,-123.428901
96047,06089,0608993210,0653882,,843,480,248.285,0.354,40.479226,-122.692468
96048,06105,0610592202,0637596,,1283,432,155.416,0.257,40.830359,-123.023489
96050,06093,0609391240,,,400,290,258.663,0.796,41.853472,-122.951015
96051,06089,0608992700,0639514,,1067,874,343.432,35.42,40.916328,-122.310822
96052,06105,0610593595,0641278,,2538,951,111.17,1.079,40.68268,-122.786454
96054,06049,0604990010,0643126,,269,221,117.784,1.745,41.261057,-121.118551
96055,06103,0610390840,0644140,,3760,1763,95.216,1.361,40.099121,-121.998375
96056,06035,0603590240,0641908,,1318,719,216.081,3.341,41.067151,-121.317746
96057,06093,0609391800,0644784,,1158,937,106.536,0.216,41.271859,-121.919695
96058,06093,0609390290,0649768,,809,327,364.688,1.368,41.727048,-121.907369
96059,06103,0610390840,0645512,,323,299,63.533,0.077,40.433747,-121.829421
96061,06103,0610390840,0647794,,0,86,34.067,0.003,40.347865,-121.487779
96062,06089,0608990450,0647724,,1002,460,67.123,0.251,40.555597,-122.091265
96063,06103,0610390840,0647794,,77,288,12.964,0.045,40.370374,-121.606194
96064,06093,0609392010,0648690,,4690,2068,487.01,3.58,41.754703,-122.365621
96065,06089,0608990450,0648998,,364,274,137.115,1.68,40.890167,-121.956786
96067,06093,0609392050,0649852,60223,7321,4409,76.376,0.755,41.316888,-122.317447
96068,06035,0603590240,0652610,,125,51,28.652,0.133,41.102992,-121.19834
96069,06089,0608990450,0653140,,1390,602,92.865,0.126,40.685336,-122.016069
96071,06089,0608990820,0653602,,7,95,25.784,0.078,40.694474,-121.457269
96073,06089,0608990450,0655296,,5648,1972,45.226,0.372,40.598601,-122.19493
96074,06103,0610393690,0656042,,183,59,90.691,0.215,39.862061,-122.590966
96075,06103,0610390840,0656196,,341,179,90.689,0.133,40.362328,-121.876387
96076,06105,0610393690,0657666,,152,120,221.37,0.025,40.391542,-122.937883
96078,06103,0610392560,0658814,,135,34,0.121,0.0,40.082374,-122.176071
96080,06103,0610393690,0659892,73720,31190,12772,647.545,3.694,40.16538,-122.441718
96084,06089,0608990450,0663134,,664,365,54.265,0.047,40.795834,-121.868694
96085,06093,0609391240,,,38,36,55.302,0.08,41.740818,-123.077331
96086,06093,0609391240,,,268,191,203.137,0.776,41.924212,-123.260809
96087,06089,0608993210,0671218,,824,318,42.718,4.892,40.633134,-122.58707
96088,06089,0608990450,0671568,,4703,2839,173.016,0.293,40.51087,-121.876112
96090,06103,0610392560,0678106,,421,215,3.058,0.157,40.007351,-122.119339
96091,06105,0610593595,0614406,,693,838,425.455,1.059,41.043873,-122.800791
96092,06103,0610390840,0682786,,402,127,66.523,0.039,39.970579,-121.970304
96093,06105,0610593595,0683794,,3959,1993,99.6,0.031,40.765478,-122.941428
96094,06093,0609393600,0683850,,6985,3362,200.432,4.289,41.514922,-122.350943
96096,06089,0608990450,0685250,,784,425,103.605,0.159,40.636311,-121.876399
96097,06093,0609393810,0686944,97912,10154,4645,181.718,0.483,41.756147,-122.659466
96101,06049,0604990040,0609834,,4824,2498,596.565,11.026,41.456252,-120.511306
96103,06063,0606391135,0637512,,1340,1917,97.277,0.373,39.780156,-120.670755
96104,06049,0604993270,0612328,,962,529,238.102,0.742,41.460183,-120.129865
96105,06063,0606392530,0613077,,429,340,254.099,0.116,39.688645,-120.143996
96106,06063,0606391135,0630339,,465,485,22.06,0.0,39.735482,-120.543862
96107,06051,0605192195,0614484,,868,390,95.733,0.026,38.408277,-119.548075
96108,06049,0604990040,,,149,61,187.412,3.42,41.78719,-120.401767
96109,06035,0603591320,0619878,,1297,670,214.032,1.923,39.994178,-120.101708
96110,06049,0604993270,0620424,,37,68,117.945,0.18,41.241917,-120.124629
96111,06057,0605790710,0624526,,23,40,4.773,0.001,39.415013,-120.017132
96112,06049,0604993270,0625030,,172,142,127.593,2.008,41.892497,-120.171944
96113,06035,0603591320,0656140,,2164,441,21.853,0.028,40.188076,-120.145684
96114,06035,0603593280,0637134,,2927,1458,65.547,2.086,40.292605,-120.488614
96115,06049,0604993270,0639472,,122,98,111.951,45.429,41.691471,-120.079321
96116,06049,0604990040,0641390,,19,171,176.463,2.328,41.257291,-120.446007
96117,06035,0603591820,0641782,,288,144,324.332,1.169,40.533462,-120.235356
96118,06091,0609190830,0671774,,1581,694,170.712,0.294,39.639597,-120.247144
96119,06035,0603591820,0645008,,31,52,133.242,1.762,41.040421,-120.553555
96120,06003,0600391890,0645988,,1209,627,226.47,0.561,38.742445,-119.869382
96121,06035,0603591320,0647472,,145,57,33.202,0.013,40.164393,-120.380042
96122,06063,0606392530,0604772,,4121,2516,64.032,0.012,39.820738,-120.47627
96123,06035,0603591820,,,62,57,336.229,2.038,40.845738,-120.322219
96124,06091,0609190830,0670336,,320,141,53.108,0.064,39.638793,-120.467942
96125,06091,0609193680,0671778,,234,460,92.767,0.229,39.613559,-120.602378
96126,06091,0609190830,0671848,,227,168,28.725,0.023,39.549726,-120.403579
96128,06035,0603593280,,,600,254,22.632,0.016,40.348899,-120.406017
96129,06063,0606392530,0604772,,640,187,116.001,0.016,39.835122,-120.360049
96130,06035,0603591820,0637484,85870,21460,7023,499.884,47.292,40.549051,-120.634032
96132,06035,0603591820,,,17,32,122.119,1.026,40.900067,-120.513882
96133,06051,0605192195,0679030,,188,76,13.05,1.297,38.620964,-119.505184
96134,06049,0604992105,0651042,,2236,1092,329.608,20.908,41.835365,-121.44499
96135,06063,0606392530,0613077,,106,56,34.826,0.0,39.812985,-120.20928
96136,06035,0603591320,,,40,33,144.811,0.677,40.34623,-120.081321
96137,06035,0603593710,0684928,,2949,4126,142.185,1.271,40.469325,-121.229871
96140,06061,0606191550,0611418,41100,1219,1679,10.344,0.208,39.232018,-120.0964
96141,06061,0606191550,0677728,41100,592,1506,28.866,0.308,39.098928,-120.205231
96142,06017,0601793160,0677728,41100,946,2282,15.986,25.499,38.998631,-120.103881
