ZCTA5,Primary County,Primary County Subdivision,Primary Place,Primary Urban Area,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
46516,18039,1803914842,1820728,26794,30993,13722,17.503,0.859,41.678907,-85.947966
46517,18039,1803914842,1820728,26794,26711,10323,36.915,0.006,41.62729,-85.997855
46524,18085,1808521466,1821502,,2653,893,34.701,0.504,41.305641,-86.014116
46526,18039,1803931774,1828386,26794,33339,12833,67.066,0.504,41.558787,-85.87665
46528,18039,1803937944,1828386,26794,26891,8562,72.489,0.425,41.600525,-85.784864
46530,18141,1814131558,1828800,83116,31689,11903,24.316,0.02,41.740931,-86.126918
46531,18149,1814956916,,,1807,657,21.206,0.01,41.356985,-86.519382
46532,18149,1814916948,1830708,,1345,641,51.613,0.158,41.411266,-86.630511
46534,18149,1814911638,1803610,,11011,5374,119.881,2.306,41.285345,-86.617818
46536,18141,1814177624,1841670,,2824,1410,29.269,0.209,41.514551,-86.298011
46537,18099,1809954432,1842192,,500,295,0.414,0.0,41.457313,-86.306584
46538,18085,1808560228,1842678,87662,4498,2753,31.997,2.479,41.330237,-85.823415
46539,18085,1808525486,1848402,,2502,1086,34.847,0.592,41.163149,-86.026511
46540,18039,1803948942,1848924,,13131,4231,59.384,0.517,41.671519,-85.696675
46542,18085,1808578488,1849320,86275,4744,1651,50.671,0.57,41.396628,-85.869691
46543,18039,1803904798,1849536,,4138,899,30.371,0.0,41.533403,-85.671198
46544,18141,1814158734,1849932,83116,30817,13962,39.79,0.295,41.615165,-86.128266
46545,18141,1814158734,1849932,83116,27000,13375,18.321,0.289,41.693491,-86.146569
46550,18039,1803977264,1852020,61111,12300,4454,71.631,0.054,41.446944,-86.000648
46552,18141,1814156556,1852704,,6693,2988,63.858,1.153,41.706295,-86.481902
46553,18039,1803936972,1853370,26794,3688,1169,31.36,0.0,41.480038,-85.850932
46554,18141,1814143380,1854918,,4077,1742,67.974,0.648,41.557413,-86.416992
46555,18085,1808575842,1855134,,2389,1794,10.097,1.824,41.329174,-85.680113
46556,18141,1814161128,1855386,83116,7858,262,1.646,0.106,41.701939,-86.244835
46561,18141,1814158734,1857114,83116,14658,5611,13.566,0.466,41.66575,-86.071502
46562,18085,1808580756,1859598,87662,4894,2459,60.268,1.45,41.208342,-85.684902
46563,18099,1809911530,1860822,70291,23675,9967,153.14,1.765,41.355358,-86.325957
46565,18087,1808778506,1869480,,8627,2614,63.243,0.757,41.691206,-85.583664
46567,18085,1808576760,1874744,86275,9395,5812,57.285,7.37,41.415775,-85.732336
46570,18099,1809975878,,,1093,404,19.949,0.036,41.207976,-86.120079
46571,18087,1808720206,1876184,,6441,1767,45.023,0.083,41.565539,-85.547025
46572,18099,1809960966,,,107,67,0.398,0.0,41.40806,-86.393087
46573,18039,1814146098,1879478,,3874,1388,34.476,0.077,41.544364,-86.069668
46574,18091,1809960966,1840464,,7542,3965,97.517,1.072,41.481921,-86.486565
46580,18085,1808581782,1880306,91999,22538,9088,71.122,3.03,41.213832,-85.869547
46582,18085,1808561578,1880306,91999,14063,6865,57.637,2.454,41.279693,-85.851626
46590,18085,1808581782,1884950,91999,5077,1871,2.786,0.118,41.219142,-85.804586
46595,18141,1814146098,,,50,12,0.151,0.0,41.526314,-86.163421
46601,18141,1814161128,1871000,83116,5020,2783,1.968,0.057,41.670274,-86.252661
46613,18141,1814161128,1871000,83116,11864,4587,3.216,0.026,41.65355,-86.266326
46614,18141,1814129502,1871000,83116,29545,12830,53.246,0.059,41.605661,-86.279601
46615,18141,1814161128,1871000,83116,14324,7197,3.302,0.064,41.673953,-86.21171
46616,18141,1814161128,1871000,83116,5656,2730,1.436,0.097,41.696914,-86.267
46617,18141,1814161128,1871000,83116,10624,5235,2.619,0.066,41.684553,-86.234758
46619,18141,1814180180,1871000,83116,21678,8888,23.517,0.235,41.660942,-86.353751
46624,18141,1814161128,,83116,48,32,0.012,0.0,41.702511,-86.251633
46628,18141,1814127468,1871000,83116,27344,12122,34.174,0.663,41.720236,-86.32023
46635,18141,1814113222,1828800,83116,6532,2978,3.1,0.007,41.714357,-86.201743
46637,18141,1814113222,1871000,83116,16212,8274,10.002,0.136,41.733712,-86.242693
46701,18113,1811354108,1800820,,8091,3387,96.775,1.801,41.360791,-85.431238
46702,18069,1806916678,1801612,,2058,979,41.94,1.982,40.820515,-85.622057
46703,18151,1815160444,1801666,02548,18891,9786,121.052,5.633,41.65494,-85.011464
46704,18003,1800340932,,,40,29,0.067,0.0,41.10366,-85.292142
46705,18033,1803370200,1802458,,1936,772,22.247,0.106,41.51869,-85.059603
46706,18033,1803336936,1802674,04060,20000,8304,87.896,0.311,41.341594,-85.032655
46710,18113,1811301036,1802872,,4443,1875,44.517,0.095,41.352187,-85.250487
46711,18001,1800150220,1804888,,8399,2645,57.617,0.26,40.661951,-84.926879
46714,18179,1817932062,1806220,08542,15367,6607,133.08,0.888,40.722652,-85.176526
46721,18033,1803384590,1809532,,4856,2017,78.512,0.013,41.423987,-84.872773
46723,18183,1818370182,1812610,,7550,3283,58.305,0.475,41.245823,-85.326752
46725,18183,1818377750,1814716,19018,23463,10675,202.764,2.256,41.153386,-85.47415
46730,18033,1803322288,1815220,,1007,476,27.96,0.174,41.458442,-85.151597
46731,18179,1817941958,,,921,240,15.766,0.029,40.793538,-85.099634
46732,18113,1811371756,1815994,86275,2594,1243,23.451,0.245,41.371989,-85.625681
46733,18001,1800165862,1817074,22744,19008,8205,172.426,0.332,40.83052,-84.939705
46737,18151,1815125891,1825882,02548,7043,4518,63.7,3.968,41.717155,-84.905186
46738,18033,1803339636,1826386,04060,8339,3652,26.037,0.074,41.318908,-85.148865
46740,18001,1800179262,1827216,,4586,1348,62.279,0.469,40.60428,-84.964762
46741,18003,1800372116,1831432,,4109,1326,25.1,0.767,41.216994,-84.951173
46742,18151,1815157240,1830594,,3143,2041,51.95,1.484,41.548594,-84.879092
46743,18003,1800372116,1831432,,2747,1065,23.324,0.0,41.215102,-84.853235
46745,18003,1800346836,1834096,,1849,675,18.579,0.0,40.951938,-85.008819
46746,18087,1808729538,1834978,,4451,1602,71.706,0.868,41.725354,-85.344932
46747,18151,1815167428,1835086,,2288,1303,36.913,1.035,41.565693,-85.158031
46748,18003,1800358950,1835266,31087,6890,2485,18.672,0.102,41.248596,-85.16207
46750,18069,1806935311,1835302,40726,27018,11483,201.366,3.396,40.876437,-85.497441
46755,18113,1811381836,1839402,44371,15666,6912,74.942,1.062,41.449284,-85.275125
46759,18179,1817955422,,,441,162,27.95,0.021,40.603927,-85.178498
46760,18113,1811380882,1839744,,1200,522,23.561,0.463,41.345491,-85.552692
46761,18087,1808705752,1840860,,11958,4485,123.122,1.065,41.634364,-85.377512
46763,18113,1811374474,,,1472,610,24.809,0.016,41.297037,-85.249074
46764,18183,1818364242,1842282,,1485,495,32.164,0.196,41.214362,-85.620243
46765,18003,1800310990,1842861,,5935,2056,12.654,0.178,41.23312,-85.032277
46766,18179,1817943506,,,422,168,14.36,0.059,40.709035,-85.289416
46767,18113,1811359130,1843686,,8832,3046,67.829,0.345,41.46153,-85.574108
46770,18179,1817977714,1847160,,2820,1150,52.483,0.625,40.827045,-85.320637
46771,18087,1808772152,,,154,53,1.155,0.012,41.694627,-85.296924
46772,18001,1800150220,1850202,,3430,890,37.256,0.0,40.722143,-84.911604
46773,18003,1800345882,1850562,,3180,1327,79.189,0.0,40.984005,-84.875874
46774,18003,1800349248,1852992,31087,17260,7293,52.691,0.158,41.089207,-84.972367
46776,18151,1815149644,1857006,,1593,860,25.03,1.442,41.728656,-85.166323
46777,18179,1817938304,1857168,,6106,2828,57.854,0.249,40.869136,-85.147577
46778,18179,1817955422,,,103,60,2.588,0.0,40.603758,-85.162194
46779,18151,1815173070,,02548,2392,1117,32.677,0.618,41.563988,-85.027468
46781,18179,1817912358,1861020,,791,341,25.728,0.049,40.63238,-85.26889
46783,18069,1806937116,1865016,,7513,3226,60.912,0.489,40.969261,-85.357314
46784,18113,1811356754,1865808,,2021,1326,13.363,1.815,41.500464,-85.388423
46785,18033,1803314824,1866834,,1732,631,25.599,0.039,41.323197,-84.877756
46786,18087,1808749338,,,37,25,0.027,0.0,41.531483,-85.272397
46787,18183,1818313564,1871612,,4077,1437,65.714,0.13,41.066251,-85.619724
46788,18033,1803371918,1842861,,4099,1204,34.549,0.325,41.272928,-84.908026
46789,18087,1808749338,,,192,108,0.12,0.0,41.582671,-85.197403
46791,18179,1817977714,1877786,,1015,439,16.178,0.054,40.83773,-85.251592
46792,18069,1806967320,1880108,,3550,1655,98.81,0.768,40.684316,-85.44333
46793,18033,1803370200,1881278,,4281,1773,53.034,0.14,41.452285,-85.01529
46794,18113,1811320764,,,1139,671,25.318,0.147,41.46219,-85.452201
46795,18087,1808738718,1885076,,6963,3586,57.118,3.666,41.558909,-85.327355
46796,18113,1811354108,,,109,49,0.028,0.0,41.336656,-85.495795
46797,18003,1800347646,1885184,,4214,1278,49.803,0.49,41.128408,-84.858862
46798,18003,1800360354,,31087,1051,464,18.169,0.0,40.942552,-85.221113
46799,18179,1817977714,1886318,,409,185,0.636,0.008,40.915851,-85.279882
46802,18003,1800381620,1825000,31087,10588,5937,4.201,0.004,41.069304,-85.16516
46803,18003,1800300298,1825000,31087,10629,4602,7.475,0.01,41.07031,-85.086136
46804,18003,1800300208,1825000,31087,29045,13110,17.706,0.006,41.054212,-85.239056
46805,18003,1800381620,1825000,31087,22218,10813,6.411,0.008,41.10011,-85.117711
46806,18003,1800300298,1825000,31087,24684,9865,8.257,0.0,41.046474,-85.092175
46807,18003,1800381620,1825000,31087,16034,6991,3.22,0.0,41.044892,-85.147574
46808,18003,1800380342,1825000,31087,20049,9253,10.596,0.074,41.09775,-85.177129
46809,18003,1800381620,1825000,31087,8747,4170,24.732,0.006,40.999664,-85.218263
46814,18003,1800300208,1825000,31087,16328,5720,19.055,0.02,41.048682,-85.305902
46815,18003,1800366924,1825000,31087,26896,10922,9.666,0.015,41.10277,-85.058719
46816,18003,1800346836,1825000,31087,19501,8218,36.034,0.098,41.002832,-85.045897
46818,18003,1800340932,1825000,31087,21752,8374,66.762,0.113,41.142084,-85.25788
46819,18003,1800360354,1825000,31087,9445,4416,25.864,0.195,40.974587,-85.133593
46825,18003,1800380342,1825000,31087,29183,13438,15.586,0.023,41.15698,-85.128322
46835,18003,1800366924,1825000,31087,36557,15483,21.645,0.003,41.152961,-85.040749
46845,18003,1800358950,1825000,31087,28011,10425,22.871,0.038,41.212012,-85.108798
46901,18067,1806721430,1840392,45694,38719,18468,140.869,0.514,40.531266,-86.169537
46902,18067,1806775032,1840392,45694,36807,17949,50.706,0.111,40.437275,-86.094553
46910,18049,1804933106,1800748,,3162,1305,60.158,0.492,41.04384,-86.036345
46911,18103,1810331918,1801360,,1700,625,38.343,0.12,40.62522,-85.942622
46913,18015,1801509262,1823692,,1144,510,32.777,0.0,40.503634,-86.497425
46914,18103,1810317272,1830060,35716,3492,1132,29.03,0.061,40.628598,-86.094769
46915,18015,1801509262,1809244,,724,360,2.491,0.0,40.478325,-86.386373
46917,18015,1801536828,1809910,,1926,790,52.706,0.013,40.626869,-86.475047
46919,18053,1805364062,1814986,,1527,797,42.699,0.028,40.594162,-85.869637
46920,18015,1801517686,,,1306,424,31.908,0.0,40.464596,-86.495047
46922,18049,1804902656,,,0,0,0.061,0.0,41.140995,-86.425631
46923,18015,1801517236,1817614,,7846,3459,134.933,1.048,40.607263,-86.642267
46926,18103,1810364134,1817776,,1459,636,35.759,0.472,40.887938,-86.049986
46928,18053,1805343272,1860894,,4710,2222,71.834,0.045,40.405898,-85.682305
46929,18015,1801510540,1823692,,3224,1516,48.645,0.034,40.554748,-86.476387
46930,18053,1805322441,1825198,,219,99,0.188,0.0,40.40946,-85.572582
46931,18049,1804943254,1826152,,263,119,0.18,0.0,40.946907,-86.264552
46932,18017,1801717254,1826242,35716,3007,1460,55.164,0.02,40.595389,-86.268582
46933,18053,1805349374,1827054,54577,6417,2901,11.047,0.0,40.478849,-85.580823
46936,18067,1806777336,1829772,,5820,2409,65.183,0.22,40.484302,-85.927782
46937,18067,1806775032,,,18,9,0.339,0.0,40.415348,-86.03693
46938,18053,1805343272,1838862,54577,2385,1253,31.115,0.036,40.430291,-85.593678
46939,18049,1804981692,1839618,,1765,1010,95.974,0.453,40.992876,-86.400545
46940,18169,1816943470,1870524,,2821,1224,59.127,1.443,40.690906,-85.689231
46941,18169,1816940914,1840896,,877,384,25.989,0.406,40.830123,-85.698576
46943,18169,1816960498,1841562,,153,88,0.274,0.08,40.972585,-85.839988
46945,18049,1804902656,,,0,0,0.009,0.0,41.121096,-86.38516
46946,18169,1816912322,,,105,41,0.331,0.0,41.039275,-85.730239
46947,18017,1801713690,1844658,51013,28590,12113,190.271,2.424,40.760974,-86.373099
46950,18017,1801731666,,,432,262,29.635,0.002,40.888204,-86.364948
46951,18103,1810359094,1845864,,2146,1030,66.725,0.536,40.947573,-86.105392
46952,18053,1805360372,1846908,54577,18101,9116,105.489,0.52,40.599427,-85.629225
46953,18053,1805325378,1846908,54577,23334,9893,85.591,0.108,40.519407,-85.645053
46957,18053,1805337962,1847592,,407,202,0.428,0.0,40.388655,-85.499087
46958,18103,1810338070,1848636,,611,298,1.293,0.0,40.818129,-86.121097
46959,18103,1810317272,,,315,194,0.41,0.0,40.612752,-86.112292
46960,18131,1813175896,1803610,,1204,729,40.74,0.059,41.161035,-86.516056
46961,18017,1801748654,,,48,21,0.408,0.001,40.767047,-86.192369
46962,18169,1816912322,1854954,63784,8491,3671,106.236,0.618,40.988512,-85.768369
46965,18067,1806775032,1840392,,0,0,0.347,0.0,40.415994,-86.101826
46967,18017,1801775968,1856664,,147,48,0.088,0.0,40.695045,-86.194834
46968,18131,1813175896,,,147,75,1.137,0.0,41.170477,-86.551835
46970,18103,1810309586,1859328,68806,23363,9953,179.919,2.808,40.757804,-86.061165
46971,18103,1810360174,1830060,,0,0,0.228,0.0,40.66055,-86.161735
46974,18169,1810359094,1864998,,1820,820,41.809,0.515,40.951908,-85.933516
46975,18049,1804965232,1865214,75610,13910,6564,207.652,1.821,41.075008,-86.251456
46978,18017,1801706490,1866222,,2279,1059,68.061,0.0,40.858704,-86.511134
46979,18067,1806750328,1866546,45694,5159,1874,44.744,0.014,40.429495,-86.275875
46980,18169,1816912322,,,207,36,0.03,0.0,40.955958,-85.741521
46982,18085,1808540950,1869768,,2730,1366,44.504,0.69,41.051918,-85.877861
46984,18169,1816979982,1870524,,19,11,0.053,0.0,40.667737,-85.829789
46985,18131,1813178560,1872638,,1153,638,65.942,0.045,40.959504,-86.580473
46986,18053,1805369912,1869894,,1671,772,34.66,0.0,40.4948,-85.819273
46987,18053,1805360372,1874546,54577,1053,465,0.894,0.003,40.568813,-85.765358
46988,18017,1801700334,,,918,391,26.743,0.028,40.877117,-86.234743
46989,18053,1805337962,1877966,,5621,1567,32.089,0.139,40.448635,-85.481366
46990,18169,1816940914,,,446,203,32.599,0.037,40.902353,-85.727646
46991,18053,1805378479,1841994,,1879,995,32.531,0.038,40.628038,-85.51421
46992,18169,1816954162,1879370,91000,16668,7862,163.17,3.986,40.784517,-85.830509
46994,18017,1801775968,1879964,,2270,1006,57.657,0.048,40.667314,-86.254498
46996,18131,1813150436,1884734,,6193,3048,189.288,0.753,41.062011,-86.657974
46998,18017,1801717254,,,206,76,0.403,0.0,40.575463,-86.350821
47001,18029,1802946368,1802782,34876,10112,4388,76.233,1.454,39.056506,-84.956061
47003,18161,1816177678,1882556,,1064,583,14.64,0.044,39.559685,-84.834261
47006,18137,1804763126,1803664,05572,12419,4947,106.134,0.648,39.285876,-85.212717
47010,18047,1804703700,,,289,65,9.418,0.051,39.501581,-84.848717
47011,18155,1815515328,,,1096,465,33.208,0.035,38.871078,-85.061603
47012,18047,1804708200,1866978,,10698,4821,165.683,5.38,39.427299,-84.983489
47016,18047,1804784068,1811044,,785,366,19.015,0.17,39.372219,-84.890262
47017,18137,1813708362,,,485,238,20.964,0.077,38.940482,-85.181402
47018,18029,1802913024,1818190,,4674,1981,74.581,0.075,38.991857,-85.10417
47020,18155,1815586048,1823728,,1287,489,18.85,0.414,38.817577,-84.923626
47021,18137,1813708362,,,0,0,0.005,0.0,38.970151,-85.148555
47022,18029,1802985958,,,2983,1217,35.331,0.0,39.207187,-84.950897
47023,18137,1813757276,1834366,,2156,1025,49.611,0.013,39.071078,-85.37685
47024,18047,1804742390,1842372,,2958,1244,65.633,0.383,39.476872,-85.199038
47025,18029,1802942480,1807624,34876,23301,9533,52.271,1.004,39.153346,-84.874001
47030,18047,1804748564,1848563,,1776,632,28.799,0.354,39.424202,-85.132571
47031,18137,1813725612,1849266,,5422,2217,63.383,0.39,39.130564,-85.148398
47032,18029,1802971738,1850958,,3177,1292,38.44,0.022,39.080579,-85.055953
47033,18137,1813700478,,05572,0,0,0.004,0.0,39.282202,-85.175385
47034,18137,1813737368,1852002,,178,74,0.129,0.0,39.204329,-85.327328
47035,18047,1804784068,1853712,,180,109,0.392,0.0,39.310128,-84.904094
47036,18047,1804767554,1856286,05572,1307,405,17.802,0.058,39.385911,-85.230916
47037,18137,1813711602,1857132,,4352,1822,79.792,0.117,39.169482,-85.325656
47038,18155,1815561380,1858392,,946,604,27.183,1.555,38.850307,-84.849937
47040,18115,1811562928,1864674,,5367,2394,64.904,0.779,38.928447,-84.911343
47041,18029,1802936900,1874168,,6005,2420,77.845,0.224,39.234089,-85.083716
47042,18137,1813738754,1878974,,3655,1772,68.348,0.05,39.01944,-85.255113
47043,18155,1815538232,1879010,,4769,2230,102.943,0.818,38.792725,-85.103311
47060,18029,1804784068,1807624,37145,6654,2678,58.541,0.515,39.29202,-84.867911
47102,18143,1814338448,1802800,,6819,3216,42.069,0.067,38.755251,-85.797448
47104,18019,1801905122,,,8,45,4.44,0.824,38.555878,-85.424338
47106,18019,1801985166,1806634,,4521,1858,67.484,0.545,38.4643,-85.89985
47108,18175,1817508380,1867626,,2089,975,93.025,0.375,38.646188,-86.256953
47110,18061,1806133268,1852398,,762,335,8.411,0.0,38.095403,-86.207714
47111,18019,1801912142,1812124,15535,18144,7024,85.979,0.866,38.466285,-85.632485
47112,18061,1806131810,1815256,20442,16935,7192,161.857,0.306,38.186146,-86.145426
47114,18061,1806137080,1815634,,434,196,0.963,0.0,38.287515,-86.073418
47115,18061,1806106058,1849716,,3110,1255,58.177,0.216,38.344539,-86.216765
47116,18025,1802538646,,,416,405,25.197,0.668,38.326573,-86.618248
47117,18061,1806161344,1820674,,4558,1785,82.965,0.128,38.106616,-85.967376
47118,18025,1802573016,1821214,,3665,1822,132.446,1.711,38.300022,-86.483135
47119,18043,1804340734,1826206,51755,11509,4624,41.705,0.272,38.371949,-85.881518
47120,18175,1817561398,1825720,,671,271,18.923,0.214,38.460364,-86.18872
47122,18043,1804327342,1827324,,11524,4243,35.339,0.115,38.30596,-85.984844
47123,18025,1802577210,,,140,44,1.41,0.0,38.285576,-86.471806
47124,18043,1804329862,1829844,,5433,1974,24.071,0.071,38.365131,-86.004354
47125,18175,1811771090,1831396,,1587,720,42.859,0.08,38.461689,-86.303872
47126,18019,1801950274,1833142,,4145,1699,36.726,0.189,38.547252,-85.776209
47129,18019,1801938367,1812934,51755,19617,9151,9.567,0.214,38.31313,-85.7686
47130,18019,1801978128,1838358,51755,48599,22277,33.936,0.458,38.332415,-85.696087
47135,18061,1806106544,1840644,,736,425,51.006,0.601,38.048816,-86.074351
47136,18061,1806125396,1842048,,4686,1767,27.616,0.054,38.234699,-85.965569
47137,18025,1802538394,1842606,,1441,664,62.439,1.074,38.152529,-86.433713
47138,18077,1814343164,1839510,,5038,2243,74.786,0.546,38.682475,-85.584686
47140,18025,1802543218,1846746,,2368,1250,44.526,0.034,38.384299,-86.370695
47141,18019,1801956898,,,1733,681,33.502,0.188,38.547956,-85.612115
47142,18061,1806133268,1847628,,695,424,30.515,0.759,38.061628,-86.201419
47143,18019,1801977174,1848384,51755,3612,1295,20.886,0.245,38.468546,-85.775129
47145,18025,1802583690,1849716,,1976,1032,40.04,0.0,38.329877,-86.306583
47147,18019,1801980450,1853820,,1315,605,32.55,0.084,38.599478,-85.533837
47150,18043,1804352344,1852326,51755,49722,22661,45.037,0.479,38.283804,-85.847721
47160,18061,1806182106,1853298,,77,37,0.422,0.0,38.157188,-86.05004
47161,18061,1806137080,1853586,,3368,1467,22.491,0.023,38.321795,-86.103592
47162,18019,1801905122,1853820,,598,228,17.429,0.05,38.548787,-85.491397
47163,18019,1801950274,,,811,425,14.867,0.104,38.545232,-85.679349
47164,18061,1806151030,1857726,,3764,1694,36.574,0.088,38.413173,-86.095789
47165,18175,1817561002,1853388,,6808,2993,78.921,0.294,38.502214,-86.004786
47166,18061,1806171936,,,1329,550,12.453,0.0,38.306669,-86.169004
47167,18175,1817581116,1867464,78121,15592,6536,212.998,1.456,38.60699,-86.093464
47170,18143,1817527594,1868526,80119,14239,5960,146.334,1.967,38.685201,-85.844056
47172,18019,1801969696,1868670,51755,19705,8097,24.326,0.364,38.399505,-85.774266
47174,18025,1802577210,,,43,48,2.671,0.0,38.227151,-86.481972
47175,18025,1802558284,,,855,615,25.578,1.142,38.358221,-86.55472
47177,18143,1814323224,,,2134,739,23.857,0.127,38.589732,-85.79176
47201,18005,1800581656,1814734,19126,48043,20585,201.222,2.142,39.148221,-85.999407
47203,18005,1800523548,1814734,19126,25177,11149,77.052,0.046,39.230643,-85.83278
47220,18071,1807108488,1808470,,5940,2272,82.564,0.522,38.87789,-86.05498
47223,18079,1807914680,1809622,,774,376,46.112,0.285,39.055625,-85.479244
47224,18077,1807769228,,,522,169,24.44,0.132,38.89044,-85.227992
47225,18031,1803126098,1812880,,19,19,0.137,0.0,39.435508,-85.344466
47226,18005,1800523548,1813582,,251,117,0.088,0.0,39.282638,-85.869051
47227,18079,1807950724,,,1333,695,47.19,0.069,38.868276,-85.655467
47229,18071,1807178884,1816084,,2932,1205,48.774,0.037,38.807113,-85.86484
47230,18077,1807728566,1817812,,1882,815,50.981,0.2,38.79238,-85.625116
47231,18077,1807741940,1819180,,590,217,26.857,0.07,38.900912,-85.494614
47232,18005,1800567716,1820692,,2510,965,32.069,0.077,39.110924,-85.790836
47234,18145,1814581044,,,1612,671,33.476,0.0,39.376089,-85.76842
47235,18071,1807159274,1825864,,1427,769,42.544,0.131,39.01804,-86.138281
47236,18005,1800565250,,,266,66,0.397,0.0,39.151743,-85.725277
47240,18031,1803180558,1829718,35191,21755,9679,303.528,0.691,39.306027,-85.478417
47243,18077,1807767662,1831216,53092,6024,2100,33.087,0.551,38.668701,-85.482235
47244,18005,1800513618,1832332,,434,176,17.064,0.0,39.217948,-85.70237
47246,18005,1800532530,1834744,,4099,1566,58.103,0.152,39.298183,-85.76413
47247,18005,1800581656,1838916,,196,89,0.142,0.0,39.05972,-85.88785
47250,18077,1807746008,1845990,53092,23434,10712,211.386,1.131,38.811483,-85.362137
47260,18071,1807110450,1848240,,2037,875,55.894,0.746,38.836742,-86.197754
47263,18031,1803167536,1853478,,206,113,0.087,0.0,39.308848,-85.328478
47264,18071,1807167572,,,1317,528,89.133,0.263,38.979034,-86.250743
47265,18079,1807971954,1855116,63865,21520,8978,185.576,0.765,39.008555,-85.627378
47270,18079,1807946962,,,432,189,17.816,0.05,38.839337,-85.722862
47272,18031,1803100370,1867212,,1720,744,30.778,0.056,39.411013,-85.621407
47273,18079,1807927234,1868328,,2054,857,31.747,0.232,39.07579,-85.736847
47274,18071,1807130618,1868832,80794,33170,13808,214.747,2.181,38.966218,-85.925728
47280,18005,1800527432,1875104,19126,667,336,1.082,0.0,39.296573,-85.950476
47281,18071,1807118712,1878290,,1432,660,58.994,0.786,38.788527,-86.106342
47282,18079,1807978920,1878902,63865,248,141,0.207,0.0,38.985368,-85.610034
47283,18031,1803136918,1883276,,3770,1416,66.735,0.082,39.170024,-85.587896
47302,18035,1803550292,1851876,60625,25086,12382,65.198,0.242,40.129514,-85.37402
47303,18035,1803530600,1851876,60625,24393,11486,58.029,0.316,40.271643,-85.377772
47304,18035,1803531756,1851876,60625,31757,14639,34.7,0.106,40.236332,-85.459814
47305,18035,1803511296,1851876,60625,3193,2361,1.318,0.042,40.194099,-85.385939
47306,18035,1803511296,1851876,60625,4059,0,0.264,0.001,40.20677,-85.407238
47320,18035,1803517470,1800802,,4320,2030,32.615,0.239,40.271703,-85.272799
47324,18177,1817706670,1806652,,227,85,0.22,0.0,39.741177,-84.851755
47325,18161,1816108542,,,562,191,22.017,0.128,39.693573,-85.012798
47326,18075,1807537152,1808704,,1828,557,66.196,0.1,40.54868,-84.967266
47327,18177,1817737530,1809874,,4311,2022,55.67,0.549,39.833542,-85.17883
47330,18177,1817711710,1811836,74638,5481,2219,55.812,0.304,39.786249,-85.022256
47331,18041,1804114950,1814932,19693,22714,10624,191.588,0.096,39.624083,-85.157338
47334,18035,1803567356,1886084,02386,3187,1436,24.501,0.072,40.10622,-85.523477
47335,18177,1817737530,1818766,,650,320,0.385,0.004,39.811527,-85.206596
47336,18075,1807540356,1819054,,2870,1500,46.897,0.042,40.397998,-85.212031
47337,18065,1806572026,1819162,,204,85,0.117,0.0,39.802754,-85.437285
47338,18035,1803577246,1820080,,2465,1194,29.954,0.252,40.342416,-85.337425
47339,18177,1817759184,1820152,,499,206,14.033,0.01,39.938777,-85.079129
47340,18135,1813550472,1822792,,3073,1389,53.377,0.134,40.180757,-85.133663
47341,18177,1817752938,1825090,,2342,1009,33.682,0.025,39.97232,-84.891734
47342,18035,1803580576,1827072,,2316,1046,49.117,0.109,40.32858,-85.507983
47344,18065,1806529700,1829682,,175,85,0.11,0.0,39.878548,-85.463972
47345,18177,1817713258,1829754,,1437,537,28.897,0.106,39.893863,-85.06018
47346,18177,1817738286,1830402,,3921,1746,45.021,0.092,39.931638,-85.168192
47348,18009,1800943650,1832242,37324,9110,4495,116.285,0.404,40.466214,-85.340374
47351,18065,1806529700,1839438,,519,183,0.263,0.0,39.904488,-85.520037
47352,18065,1806525432,1843074,,763,314,32.024,0.08,39.795724,-85.367059
47353,18161,1816132008,1843434,,5262,2457,123.508,3.783,39.623094,-84.925145
47354,18135,1813577588,1845000,,1152,554,29.031,0.081,40.040842,-85.192539
47355,18135,1813529736,1845468,,3163,1500,63.04,0.094,40.044174,-84.927052
47356,18065,1806522630,1849014,,5451,2343,54.616,0.082,40.031458,-85.507425
47357,18177,1817781134,1849860,,950,410,33.797,0.392,39.751359,-85.146917
47358,18135,1813577588,1850058,,966,405,37.824,0.048,40.057341,-85.112956
47359,18009,1800931630,1850796,,3434,1479,56.9,0.232,40.552162,-85.286474
47360,18065,1806506076,1850940,,1404,571,33.05,0.641,40.011265,-85.258203
47361,18065,1806561560,1851714,,239,90,0.049,0.0,40.004184,-85.384931
47362,18065,1806533124,1852740,62137,29377,12571,147.728,1.678,39.932041,-85.369568
47366,18065,1806518838,,,34,17,0.091,0.0,39.861237,-85.260631
47367,18035,1803550292,,,85,59,0.253,0.0,40.083663,-85.392067
47368,18135,1813550472,1857978,,2008,970,35.12,0.05,40.182196,-85.194189
47369,18075,1807558680,1858788,,1358,690,35.164,0.016,40.507344,-85.142062
47370,18177,1817737530,1819756,,130,126,0.063,0.0,39.812813,-85.137775
47371,18075,1807581764,1861236,71236,12462,5517,219.603,0.057,40.419044,-84.962812
47373,18075,1807564098,1863450,,2240,895,31.013,0.033,40.339583,-85.155806
47374,18177,1817781944,1864260,74638,45480,21717,119.812,1.065,39.833762,-84.889666
47380,18135,1813580072,1864422,,1476,697,61.822,0.297,40.285442,-85.046074
47381,18075,1807545972,1867302,,171,66,0.655,0.0,40.386692,-84.864622
47382,18135,1813580072,1868058,,177,63,0.082,0.0,40.236883,-84.918433
