Urban Area GEOID,County GEOID,Land Area,Water Area
53065,13211,4.792,0.031
53092,18077,10.77,0.046
53146,46079,4.309,0.0
53200,55025,149.704,1.281
53227,21107,16.114,0.118
53254,47123,7.169,0.0
53308,41031,4.678,0.0
53322,06007,5.878,0.003
53362,05027,8.778,0.035
53389,42107,0.829,0.0
53416,17019,6.874,0.054
53524,36033,3.452,0.066
53551,05059,6.698,0.0
53605,06051,3.76,0.002
53686,19055,3.609,0.0
53740,33011,61.428,1.53
53740,33013,18.751,0.373
53740,33015,0.453,0.0
53767,47031,10.437,0.006
53794,22103,83.728,1.721
53794,22105,0.602,0.0
53834,17197,2.935,0.0
53848,20149,4.12,0.038
53848,20161,21.718,0.021
53902,26101,9.083,0.155
53956,55071,23.526,0.985
53983,27013,18.829,0.21
53983,27103,6.803,0.097
54037,45027,3.879,0.0
54050,48453,5.326,0.0
54064,22031,4.059,0.026
54091,39139,47.684,0.093
54145,06077,20.471,0.315
54172,17091,6.009,0.095
54199,37055,5.272,0.061
54280,19097,3.779,0.006
54295,04019,3.256,0.0
54307,12087,5.546,2.004
54334,48053,5.516,0.202
54388,17111,3.809,0.0
54442,12063,4.346,0.007
54477,04021,13.2,0.071
54486,39167,11.8,0.371
54486,54107,1.754,0.244
54496,26109,4.81,0.134
54496,55075,9.978,0.598
54577,18053,21.862,0.075
54631,37111,13.643,0.049
54658,39101,18.393,0.092
54685,45067,5.43,0.0
54712,51173,7.168,0.029
54722,17199,32.973,0.444
54739,12083,16.328,0.006
54793,22009,6.412,0.0
54820,48145,4.103,0.044
54874,26103,12.691,0.051
54901,17099,2.392,0.0
54955,26025,4.59,0.029
54982,27083,8.293,0.0
55009,29195,6.815,0.072
55036,48203,16.165,0.021
55090,19127,12.098,0.01
55117,29225,5.336,0.003
55144,55073,1.006,0.0
55144,55141,10.263,0.0
55171,47183,8.037,0.0
55225,18109,6.174,0.187
55252,51089,29.068,0.033
55252,51690,10.721,0.052
55306,39159,11.557,0.149
55333,53061,67.799,1.886
55360,29147,5.613,0.006
55375,17163,3.211,0.054
55414,19033,14.667,0.274
55468,36089,6.168,0.331
55495,48409,3.243,0.0
55534,26077,0.46,0.0
55534,26159,5.883,0.064
55576,17029,8.344,0.018
55603,45045,94.113,0.787
55603,45059,3.512,0.034
55603,45083,3.579,0.028
55738,72011,1.691,0.0
55738,72067,6.687,0.0
55738,72083,0.067,0.0
55738,72097,37.844,0.033
55738,72125,3.856,0.0
55765,21083,9.411,0.061
55792,37157,4.593,0.008
55819,21161,7.336,1.301
55819,39015,1.623,0.208
55832,42071,3.132,0.007
55846,55027,2.743,0.088
55900,42039,15.76,0.006
55927,06065,0.626,0.0
55954,36083,0.168,0.0
55954,36091,6.376,0.022
55981,41029,63.02,0.152
56008,55119,3.032,0.029
56035,36073,3.056,0.072
56062,39103,27.779,0.277
56074,48085,14.754,0.073
56074,48181,2.193,0.0
56116,05035,22.689,0.048
56116,28033,100.46,0.693
56116,47047,0.433,0.0
56116,47157,367.685,2.825
56143,05113,6.97,0.046
56170,06019,4.263,0.003
56197,17099,2.851,0.027
56224,55033,10.625,1.599
56251,06047,43.077,0.012
56290,33001,4.9,2.066
56305,28075,29.477,0.162
56359,55069,7.518,0.639
56413,04015,0.015,0.0
56413,32003,9.955,0.0
56467,17127,2.988,0.003
56521,48293,4.491,0.032
56548,29007,6.712,0.06
56602,12011,386.019,21.177
56602,12085,2.652,0.354
56602,12086,396.763,41.238
56602,12099,458.74,24.895
56629,40115,9.205,0.011
56656,18091,38.737,1.608
56656,18127,1.579,0.0
56656,26021,8.843,0.047
56737,50001,4.377,0.103
56791,39105,1.692,0.038
56791,54053,3.822,0.519
56818,21013,7.448,0.098
56818,47025,4.343,0.0
56829,16027,4.468,0.022
56845,10003,24.16,0.109
56899,36071,25.961,0.134
56926,39017,37.535,0.349
56926,39165,16.08,0.0
56980,26017,5.352,0.061
56980,26111,32.628,0.32
56980,26145,0.166,0.0
57007,48329,68.288,0.056
57034,48139,24.72,0.205
57088,26115,1.668,0.053
57088,26161,1.725,0.029
57115,47053,5.998,0.0
57169,30017,4.634,0.003
57196,10001,4.901,0.08
57196,10005,7.071,0.135
57223,13009,19.784,0.018
57304,42043,1.873,0.0
57319,47157,12.689,0.016
57331,23019,3.297,0.052
57358,10005,6.634,0.074
57402,50007,5.531,0.085
57412,41059,3.336,0.0
57439,42097,7.78,0.005
57439,42119,10.134,0.033
57466,55055,0.48,0.0
57466,55079,224.339,1.269
57466,55089,23.193,0.549
57466,55101,0.909,0.004
57466,55131,11.595,0.024
57466,55133,203.167,8.237
57493,22119,12.917,0.09
57547,48499,5.655,0.059
57574,48363,7.856,0.009
57574,48367,0.999,0.017
57628,27003,138.186,7.226
57628,27019,35.513,2.503
57628,27037,154.966,7.502
57628,27053,364.522,22.782
57628,27123,150.315,16.968
57628,27139,50.946,2.918
57628,27141,16.013,0.978
57628,27163,78.266,5.306
57628,27171,26.066,0.783
57655,38101,26.67,0.034
57698,39011,4.179,0.0
57709,06059,163.062,0.641
57709,06073,0.571,0.0
57736,30063,44.292,0.227
57817,46035,9.113,1.066
57844,49019,6.62,0.0
57898,29175,11.427,0.01
57925,01097,220.748,3.904
57979,37059,6.403,0.016
58006,06099,70.379,0.363
58033,41005,2.491,0.0
58087,48475,7.302,0.012
58162,42003,0.752,0.197
58162,42051,2.81,0.29
58162,42125,17.197,1.152
58162,42129,12.216,0.62
58195,29009,4.187,0.014
58195,29109,1.576,0.001
58222,17187,4.155,0.021
58249,41053,4.939,0.08
58303,13297,13.081,0.114
58330,22073,90.971,2.198
58357,26115,35.345,0.733
58369,53061,11.463,0.06
58384,55045,4.374,0.0
58411,01099,4.858,0.0
58420,36103,5.927,0.269
58429,48071,10.794,0.061
58469,53027,10.018,0.046
58492,01021,0.164,0.0
58492,01117,4.905,0.025
58519,27023,4.083,0.05
58600,01001,21.586,0.083
58600,01051,15.725,0.189
58600,01101,107.789,0.673
58708,05043,7.782,0.027
58735,17147,3.92,0.002
58762,18015,1.549,0.0
58762,18181,11.569,0.065
58816,21231,6.453,0.04
58830,27141,0.58,0.204
58830,27171,8.084,0.446
58843,36105,9.85,0.62
58951,08085,19.483,0.0
58961,27171,2.753,0.754
59167,21205,8.123,0.122
59194,37031,46.92,1.324
59221,22007,0.921,0.103
59221,22101,18.811,0.799
59275,54061,40.699,1.045
59302,05029,5.721,0.065
59329,17063,8.638,0.127
59356,27149,3.363,0.0
59410,47057,6.616,0.001
59410,47063,46.44,0.027
59410,47073,0.298,0.0
59410,47089,10.552,0.043
59430,06079,5.307,0.001
59491,16057,6.405,0.003
59518,53025,27.674,3.795
59572,13071,19.251,0.247
59590,54051,4.451,0.0
59653,29215,0.101,0.0
59653,29229,3.107,0.031
59680,05005,16.131,0.016
59707,16039,6.558,0.005
59761,24023,4.374,0.016
59779,42079,10.227,0.0
59815,37171,20.334,0.17
59842,17185,4.296,0.0
59950,55025,2.985,0.0
60085,19087,6.852,0.003
60112,26073,14.763,0.18
60166,48449,12.734,0.325
60184,12069,3.985,0.152
60184,12095,0.047,0.006
60223,06093,6.029,0.005
60274,21173,11.681,0.051
60328,17081,12.812,0.092
60355,18129,4.84,0.024
60382,19113,3.357,0.006
60463,39083,9.494,0.164
60490,53057,30.663,0.557
60502,21029,13.004,0.065
60517,55127,1.472,0.242
60517,55133,14.371,0.902
60571,48017,2.686,0.0
60598,45067,4.01,0.0
60625,18035,48.202,0.251
60652,42081,4.987,0.018
60663,04005,1.195,0.0
60733,47149,86.132,0.133
60787,21035,11.838,0.016
60814,19139,16.033,0.04
60841,26121,76.539,2.823
60841,26139,35.525,3.737
60868,40101,30.639,0.055
60895,37019,30.716,1.59
60895,45043,8.07,0.139
60895,45051,180.152,3.077
60930,34005,0.034,0.0
60930,34029,12.941,0.93
60949,48347,25.005,0.076
60976,16027,65.864,0.165
61003,25019,11.651,0.232
61057,06055,20.348,0.168
61084,39069,6.241,0.206
61111,18039,3.903,0.0
61111,18085,0.418,0.001
61165,25017,0.378,0.0
61165,33011,117.522,2.191
61165,33015,77.661,1.395
61219,13019,3.627,0.044
61273,47037,295.103,2.246
61273,47147,7.789,0.012
61273,47149,61.189,0.05
61273,47165,76.346,2.549
61273,47187,102.948,0.389
61273,47189,41.579,0.062
61327,22029,5.597,0.007
61327,28001,16.794,0.007
61354,22069,11.066,0.465
61372,12091,67.412,7.342
61372,12113,40.962,0.452
61372,12131,11.244,0.531
61381,48185,7.058,0.04
61408,31131,4.191,0.0
61435,04015,1.737,0.032
61435,06071,3.814,0.143
61489,39009,2.942,0.003
61489,39073,0.173,0.001
61543,29145,9.759,0.01
61570,49023,3.513,0.0
61597,19169,3.684,0.011
61624,29217,6.115,0.034
61651,28145,8.213,0.04
61678,36069,0.161,0.032
61678,36117,8.668,0.07
61705,39045,2.737,2.35
61705,39089,39.722,0.763
61705,39127,1.631,0.326
61786,25005,52.065,2.855
61786,25023,7.241,2.146
61813,41071,10.661,0.016
61840,37049,41.283,1.335
61894,45071,10.418,0.012
61921,48037,3.728,0.003
61948,48091,34.442,0.345
61948,48187,15.985,0.483
62083,39023,1.524,0.009
62110,08045,2.22,0.028
62137,18065,7.671,0.018
62164,42073,28.628,0.283
62353,42133,6.12,0.009
62407,09003,0.003,0.0
62407,09007,44.796,1.011
62407,09009,248.699,8.841
62407,09011,4.514,0.045
62434,22045,24.818,0.271
62488,39127,2.171,0.002
62515,55087,1.628,0.026
62515,55135,2.953,0.056
62569,06099,2.085,0.0
62623,39111,0.953,0.0
62623,54103,2.903,0.062
62677,22051,99.666,8.09
62677,22071,80.284,6.113
62677,22075,18.847,0.796
62677,22087,16.26,0.872
62677,22089,24.417,5.926
62704,36111,4.888,0.007
62731,39157,23.808,0.359
62758,05067,4.579,0.021
62839,41041,9.412,0.277
62893,47029,9.881,0.0
62893,47089,0.022,0.0
62947,27079,1.295,0.0
62947,27139,1.964,0.0
62974,55109,4.622,0.017
63001,22077,7.321,4.771
63028,47025,6.664,0.0
63082,19099,7.133,0.0
63109,20079,11.448,0.008
63137,34037,7.902,0.425
63152,39155,4.485,0.097
63163,27015,5.818,0.0
63217,34003,216.853,13.298
63217,34013,122.547,3.214
63217,34017,46.194,16.153
63217,34019,8.069,0.052
63217,34021,13.414,0.276
63217,34023,238.761,7.737
63217,34025,274.432,12.953
63217,34027,235.712,11.462
63217,34029,235.331,14.602
63217,34031,81.672,3.493
63217,34035,168.838,1.37
63217,34037,7.889,1.766
63217,34039,102.766,2.644
63217,34041,6.053,0.102
63217,36005,39.691,11.701
63217,36047,67.143,7.613
63217,36059,245.049,9.936
63217,36061,22.656,11.203
63217,36079,47.009,3.425
63217,36081,103.797,7.897
63217,36085,56.705,6.524
63217,36087,121.495,21.834
63217,36103,550.514,14.66
63217,36119,235.528,27.944
63232,06033,3.795,0.189
63244,21113,11.976,0.05
63282,06079,10.165,0.0
63325,04023,12.692,0.01
63406,31119,12.095,0.088
63406,31167,0.665,0.0
63433,40027,45.786,0.503
63433,40087,0.175,0.035
63460,25003,16.126,0.161
63514,53033,5.56,0.076
63541,27025,4.344,0.009
63622,42049,3.509,0.001
63676,27037,0.432,0.0
63676,27131,8.441,0.012
63784,18169,2.841,0.058
63811,31111,12.965,0.094
63865,18079,5.111,0.01
63973,23005,14.003,0.192
64054,39043,0.821,0.0
64054,39077,9.091,0.008
64108,36017,3.006,0.0
64135,09011,116.719,11.875
64270,06099,7.353,0.039
64297,22003,4.75,0.022
64378,53029,23.651,0.089
64459,37019,15.397,0.256
64475,47047,7.914,0.057
64498,34027,5.243,0.431
64498,34031,0.165,0.0
64550,39093,2.938,0.005
64567,12083,125.025,0.222
64648,53049,8.988,0.231
64660,10005,7.043,0.163
64660,24047,21.787,1.951
64675,53027,8.368,0.887
64702,10005,23.518,1.343
64837,29107,2.802,0.031
64864,48135,77.763,0.435
64864,48329,8.233,0.046
64891,19019,0.603,0.0
64891,19065,4.233,0.086
64918,31101,3.266,0.0
64945,49003,1.593,0.0
64945,49011,112.339,0.48
64945,49035,0.553,0.0
64945,49057,98.113,0.053
64972,36089,4.923,0.084
64999,42121,8.521,0.252
65026,12043,1.2,0.107
65026,12093,22.682,0.779
65080,40017,52.205,2.04
65080,40027,47.34,0.606
65080,40083,9.266,0.003
65080,40109,312.919,5.033
65107,40111,7.386,0.0
65161,36009,13.179,0.261
65188,17159,6.138,0.0
65242,53067,106.205,5.22
65269,19155,35.172,1.155
65269,31055,166.574,2.932
65269,31153,69.065,0.889
65296,53047,6.042,0.116
65404,36053,3.259,0.029
65404,36065,3.073,0.0
65485,01009,4.373,0.001
65512,36025,0.338,0.004
65512,36077,6.804,0.078
65539,16075,7.089,0.01
65539,41045,6.85,0.0
65593,22097,18.586,0.027
65620,01039,5.2,0.072
65647,48361,36.722,1.91
65674,51137,2.946,0.016
65701,45075,26.574,0.138
65728,19167,4.237,0.0
65755,06019,1.651,0.0
65767,12021,9.273,0.803
65809,55025,4.525,0.0
65836,06021,4.504,0.0
65863,12069,50.767,12.948
65863,12095,418.212,44.244
65863,12097,6.253,0.074
65863,12117,169.382,7.875
65901,26021,3.687,0.024
65917,06107,1.992,0.0
65944,06007,26.428,0.023
65971,39169,5.407,0.014
66060,29029,13.042,0.652
66060,29131,0.23,0.002
66106,05093,4.434,0.013
66133,19039,3.683,0.0
66148,26001,3.202,1.213
66148,26069,15.385,0.555
66160,55139,32.842,1.572
66187,19123,8.236,0.0
66241,36075,11.323,0.582
66268,53001,4.625,0.0
66285,26005,8.416,0.36
66295,17099,9.99,0.545
66322,20059,6.303,0.029
66349,39137,4.795,0.055
66376,19179,12.811,0.343
66430,27147,12.517,0.0
66457,36107,3.208,0.224
66484,21059,36.398,0.198
66538,26155,13.614,0.181
66565,28071,24.31,0.053
66592,37077,6.653,0.0
66619,39017,7.23,0.003
66646,42029,6.575,0.019
66673,06111,76.607,1.551
66690,01045,16.713,0.069
66740,29071,6.177,0.0
66740,29189,0.012,0.0
66781,17127,0.583,0.002
66781,21139,0.518,0.009
66781,21145,40.31,0.257
66808,04005,7.182,0.0
66889,08007,6.242,0.328
66916,12099,4.055,0.0
66943,32023,52.403,0.018
66997,21115,4.489,0.106
67051,12107,18.297,0.175
67078,48001,15.19,0.072
67105,12009,250.545,50.476
67140,06037,84.784,0.238
67223,36117,2.42,0.0
67230,42103,6.992,0.059
67230,42127,1.304,0.07
67240,48179,8.253,0.0
67267,17021,3.099,0.116
67267,17173,0.278,0.165
67305,12005,98.217,4.947
67305,12131,21.252,2.365
67313,34041,2.213,0.006
67321,20121,3.13,0.011
67402,05055,16.188,0.067
67483,17045,4.914,0.011
67510,21017,5.628,0.027
67537,47079,9.231,0.02
67564,48277,17.527,0.062
67620,49043,14.625,0.0
67620,49051,0.283,0.0
67645,04012,1.669,0.009
67645,06071,2.917,0.02
67672,39167,5.19,0.211
67672,54107,34.706,1.519
67753,06019,1.788,0.0
67780,20099,6.259,0.022
67812,28059,38.606,1.255
67861,06099,4.406,0.021
67942,40049,3.141,0.021
68077,26159,5.637,0.372
68106,26021,6.766,1.543
68131,17053,2.127,0.0
68158,04007,13.899,0.007
68170,49049,9.36,0.011
68185,05007,3.879,0.001
68212,48163,5.411,0.0
68239,48221,7.697,0.018
68239,48251,0.425,0.0
68266,48389,7.72,0.0
68293,29037,4.786,0.032
68347,19125,6.961,0.002
68374,01115,13.985,0.125
68401,37155,3.628,0.0
68428,41059,10.178,0.0
68439,42011,0.593,0.003
68439,42017,0.077,0.0
68439,42091,7.959,0.005
68455,36101,1.295,3.197
68455,36123,5.52,0.058
68482,01003,16.142,3.225
68482,12033,183.936,4.54
68482,12113,62.461,0.56
68499,04013,7.246,0.018
68509,17143,77.845,1.031
68509,17179,62.543,3.467
68509,17203,5.397,0.043
68563,25017,5.216,0.081
68590,12123,5.924,0.0
68617,13153,13.843,0.081
68644,19049,2.93,0.0
68698,36121,2.911,0.0
68725,40103,2.99,0.008
68752,48357,3.979,0.0
68779,29157,5.716,0.0
68806,18103,6.473,0.088
68833,17011,4.032,0.0
68833,17099,17.42,0.042
68887,06097,20.964,0.085
69022,26029,0.101,0.0
69022,26047,15.268,0.197
69049,28099,7.353,0.0
69076,10003,190.187,13.249
69076,24015,31.32,0.393
69076,34005,164.512,7.418
69076,34007,155.311,5.165
69076,34011,0.003,0.0
69076,34015,134.159,4.174
69076,34033,16.462,0.439
69076,42011,10.518,0.028
69076,42017,260.893,6.517
69076,42029,277.822,2.99
69076,42045,162.91,1.178
69076,42091,359.736,2.515
69076,42101,134.356,7.726
69130,42027,2.027,0.0
69130,42033,3.108,0.008
69184,04013,1061.253,3.446
69184,04021,49.228,0.007
69192,04013,127.613,0.387
69211,28109,15.614,0.419
69222,45077,4.724,0.015
69292,46065,9.123,0.016
69292,46117,2.892,0.046
69373,21071,2.337,0.17
69373,21195,7.859,0.002
69454,05069,44.545,0.393
69513,48339,8.694,0.027
69517,37125,47.555,1.37
69562,04017,14.557,0.212
69616,39109,9.116,0.176
69643,20037,11.157,0.063
69697,42003,534.243,11.727
69697,42005,3.169,0.3
69697,42007,81.489,3.089
69697,42019,49.05,0.116
69697,42125,81.277,0.377
69697,42129,157.417,0.972
69778,25003,30.456,1.608
69832,06017,18.769,0.055
69967,48189,11.786,0.0
70102,29165,5.951,0.039
70129,55043,4.428,0.0
70156,36019,24.002,0.327
70183,31025,2.995,0.006
70210,29037,4.761,0.078
70237,48013,9.059,0.005
70280,06115,1.935,0.0
70291,18099,9.621,0.199
70318,33009,5.839,0.243
70372,55117,5.303,0.084
70399,05121,5.026,0.0
70426,16005,27.464,0.101
70480,12097,12.58,0.001
70480,12105,10.536,0.193
70490,12105,11.79,0.092
70507,39053,6.833,0.275
70507,54053,2.616,0.649
70512,53073,4.885,0.052
70539,72023,3.059,0.008
70548,19153,2.323,0.0
70588,30047,4.719,0.0
70615,40071,17.031,0.08
70615,40113,1.162,0.0
70642,72111,0.205,0.0
70642,72113,31.515,0.185
70669,17105,4.196,0.016
70750,24031,2.881,0.016
70804,29023,15.443,0.065
70831,42021,3.591,0.0
70858,55021,5.231,0.172
70912,35041,5.251,0.001
70939,53009,16.679,0.028
70993,48245,66.464,3.038
71060,12015,90.451,6.221
71060,12027,0.819,0.0
71060,12115,43.423,1.643
71074,06107,16.35,0.05
71128,53031,5.924,0.032
71155,26147,52.512,0.591
71182,48061,7.326,0.366
71209,36071,4.191,0.148
71209,42103,3.396,0.093
71236,18075,4.156,0.009
71263,23005,95.362,4.678
71263,23031,28.515,1.8
71290,26067,4.188,0.165
71317,41005,114.291,2.672
71317,41047,3.256,0.005
71317,41051,159.986,7.233
71317,41067,118.169,0.027
71317,53011,123.597,0.776
71344,21213,0.05,0.001
71344,47147,0.826,0.0
71344,47165,9.992,0.013
71371,48057,9.935,0.047
71371,48239,0.549,0.0
71479,12085,79.811,24.628
71479,12111,144.42,19.233
71506,23031,53.202,3.556
71506,33015,61.129,3.287
71506,33017,0.016,0.0
71533,21089,2.655,0.334
71533,39145,18.633,0.358
71560,53031,5.875,0.169
71629,72075,1.593,0.008
71641,40079,6.403,0.009
71722,36089,2.908,0.115
71776,42107,12.993,0.0
71803,36027,136.392,1.933
71803,36071,61.55,0.952
71803,36111,11.98,0.477
71830,56029,2.645,0.0
71857,19043,0.149,0.0
71857,55023,5.425,0.117
71884,55111,2.878,0.0
71911,05143,2.41,0.009
71965,20151,3.665,0.0
72112,04025,48.755,0.0
72122,04025,3.652,0.0
72154,23003,5.341,0.061
72208,21071,6.094,0.344
72208,21115,0.36,0.068
72235,49007,10.068,0.0
72262,24039,3.004,0.017
72289,17011,6.199,0.0
72316,18051,4.248,0.005
72343,21033,6.104,0.014
72370,27095,3.096,0.072
72370,27141,1.052,0.005
72397,48085,8.236,0.06
72410,15007,2.912,0.085
72424,41013,8.188,0.0
72451,53005,4.693,0.162
72505,25005,143.887,9.764
72505,25021,39.885,1.445
72505,25027,6.407,0.301
72505,44001,20.252,3.105
72505,44003,72.272,3.045
72505,44005,47.497,2.854
72505,44007,169.843,11.028
72505,44009,44.203,1.768
72532,25001,12.345,0.125
72559,49035,0.182,0.002
72559,49049,160.926,0.291
72586,40097,7.214,0.026
72613,08101,54.703,0.735
72620,08101,22.064,0.014
72640,15009,15.954,0.042
72667,47055,5.049,0.0
72694,51155,15.409,0.068
72748,53075,8.132,0.0
72775,42065,3.816,0.049
72803,15003,7.806,0.037
72829,40027,1.323,0.0
72829,40087,3.47,0.011
72856,51107,7.516,0.027
72868,09015,31.015,0.692
72937,04012,3.272,0.0
73018,12039,6.154,0.0
73045,17001,22.723,0.051
73072,53025,5.236,0.0
73153,55101,52.258,0.533
73207,51121,1.188,0.001
73207,51155,3.315,0.064
73207,51750,6.551,0.113
73251,12083,5.713,0.027
73261,37037,1.578,0.001
73261,37063,2.554,0.012
73261,37069,14.901,0.037
73261,37077,1.284,0.011
73261,37085,2.194,0.0
73261,37101,28.395,0.029
73261,37183,503.913,5.265
73288,06073,6.891,0.0
73315,06009,7.211,0.003
73353,54037,11.39,0.035
73369,17019,8.999,0.104
73396,46093,2.066,0.0
73396,46103,48.263,0.062
73423,16055,4.047,0.0
73450,35007,4.695,0.0
73477,36001,10.921,0.009
73477,36039,0.855,0.004
73531,56007,4.797,0.0
73558,33015,6.071,0.196
73612,48489,5.634,0.058
73639,22001,4.755,0.0
73693,42011,95.045,0.816
73693,42075,1.076,0.0
73720,06103,9.999,0.11
73774,06089,67.059,1.229
73882,41017,14.318,0.001
73909,19137,2.877,0.0
73963,27049,8.214,0.05
73990,27127,3.29,0.005
74044,06019,5.008,0.011
74044,06107,4.666,0.0
74071,55111,5.71,0.028
74098,41019,2.102,0.002
74152,37157,12.84,0.04
74179,06091,0.066,0.0
74179,32031,165.365,1.102
74206,18073,3.233,0.005
74233,29077,7.483,0.0
74260,16065,9.381,0.075
74341,55085,9.958,1.213
74368,55005,8.312,0.0
74395,49041,4.742,0.0
74557,55103,2.826,0.084
74584,51167,0.235,0.0
74584,51185,8.052,0.106
74638,18177,23.499,0.159
74638,39135,1.434,0.024
74665,21151,23.643,0.12
74692,26099,2.902,0.035
74692,26147,0.054,0.0
74719,29177,4.401,0.013
74746,51041,201.31,4.947
74746,51053,8.272,0.116
74746,51075,3.029,0.032
74746,51085,51.753,0.213
74746,51087,139.588,2.268
74746,51145,0.489,0.0
74746,51149,13.89,0.214
74746,51570,7.515,0.274
74746,51670,10.268,0.011
74746,51730,17.311,0.173
74746,51760,58.921,2.241
74827,06029,14.304,0.0
74837,09001,28.8,0.504
74840,53011,6.446,0.011
74908,42047,2.508,0.038
74935,08045,3.999,0.0
74962,16051,7.617,0.022
74989,13103,8.796,0.005
75072,48427,19.492,0.138
75092,04013,3.059,0.006
75097,06095,3.609,0.026
75151,47097,7.46,0.009
75198,06077,4.211,0.002
75205,55039,4.291,0.051
75232,24015,5.179,0.06
75286,55093,4.099,0.078
75286,55109,2.227,0.0
75313,36103,52.796,2.344
75340,06037,0.792,0.0
75340,06065,321.88,1.646
75340,06071,285.893,0.93
75367,56013,6.893,0.008
75421,51019,0.322,0.0
75421,51023,19.359,0.079
75421,51161,49.016,0.275
75421,51770,42.287,0.33
75421,51775,14.515,0.106
75448,37083,13.97,0.034
75448,37131,1.844,0.0
75475,42013,5.608,0.0
75502,01003,5.88,0.006
75529,17033,4.505,0.011
75556,48355,3.665,0.0
75583,17141,9.567,0.019
75610,18049,5.087,1.116
75637,27109,51.591,0.254
75664,36055,266.531,6.108
75664,36069,18.433,0.001
75664,36117,6.866,0.01
75679,41057,2.054,0.009
75691,48331,3.301,0.0
75718,17007,19.773,0.409
75718,17201,114.04,1.688
75745,45057,25.653,0.081
75745,45091,119.497,2.604
75772,37153,23.129,0.049
75799,23013,13.225,0.118
75826,13233,8.132,0.123
75853,48007,19.084,0.603
75880,56037,13.654,0.0
75988,37065,9.241,0.008
75988,37127,35.343,0.069
75988,37195,0.37,0.0
76015,51067,6.756,0.011
76069,47073,6.113,0.0
76123,29161,11.57,0.017
76204,13115,44.893,0.999
76231,36065,17.326,0.024
76258,49013,3.186,0.0
76258,49047,0.152,0.0
76285,06029,5.614,0.013
76339,41019,20.555,0.566
76447,35005,25.126,0.055
76474,17097,89.929,7.772
76474,17111,28.805,1.551
76474,55059,8.879,0.59
76501,37145,8.098,0.005
76528,08035,3.828,0.0
76555,48085,1.958,0.01
76555,48231,0.958,0.001
76555,48397,3.218,0.017
76636,35027,16.884,0.0
76690,23017,3.122,0.095
76717,06071,3.643,0.009
76744,16067,2.761,0.01
76798,18139,2.887,0.0
76852,20167,2.279,0.0
76879,39091,6.246,0.038
76906,01059,6.95,0.013
76933,05115,17.628,0.004
76933,05149,1.831,0.0
76960,21141,6.707,0.014
76987,22061,24.443,0.056
77014,50021,13.729,0.142
77068,06017,32.177,0.229
77068,06061,104.822,0.128
77068,06067,311.472,3.745
77068,06113,19.111,1.046
77095,04009,10.455,0.003
77149,26017,0.547,0.006
77149,26145,65.182,1.246
77158,04019,4.789,0.0
77176,50011,7.967,0.005
77230,12109,57.776,3.48
77311,29071,3.917,0.127
77338,27009,9.838,0.8
77338,27141,2.496,0.097
77338,27145,41.636,0.789
77365,29186,3.137,0.002
77392,27003,3.914,0.065
77446,49053,61.027,0.008
77473,26143,3.49,0.016
77500,06055,4.497,0.046
77527,41009,9.478,0.086
77554,26031,0.534,0.0
77554,26047,0.809,0.0
77554,26097,4.352,0.03
77618,37019,8.971,0.005
77625,12071,1.945,0.392
77662,26037,4.897,0.018
77689,50005,3.216,0.087
77743,20043,3.075,0.008
77743,29003,1.336,0.001
77743,29021,39.936,0.425
77770,17119,83.442,2.04
77770,17133,7.313,0.052
77770,17163,152.058,3.065
77770,29099,87.677,0.847
77770,29183,148.407,1.414
77770,29189,369.736,2.909
77770,29510,61.736,2.036
77824,22099,4.114,0.058
77851,39011,4.774,0.023
77851,39107,0.036,0.0
77878,42047,7.203,0.0
78013,27079,0.646,0.0
78013,27103,4.367,0.0
78067,36009,4.96,0.184
78094,17121,4.897,0.065
78121,18175,4.009,0.003
78148,29065,3.153,0.0
78175,34033,3.074,0.068
78202,39029,10.052,0.003
78202,39099,0.564,0.003
78229,41047,65.769,0.058
78229,41053,6.914,0.01
78256,08015,2.85,0.0
78283,20169,22.525,0.023
78310,06053,29.881,0.039
78337,72123,5.159,0.012
78364,10005,1.63,0.0
78364,24045,46.764,1.644
78418,40135,5.435,0.026
78499,49035,299.918,0.197
78499,49049,0.498,0.0
78553,48451,49.267,1.019
78580,48029,578.911,3.299
78580,48091,9.224,0.034
78580,48187,23.537,0.021
78580,48259,0.651,0.0
78580,48325,1.116,0.004
78634,13303,8.316,0.045
78661,06073,674.724,14.61
78699,06073,3.291,0.0
78715,16017,9.252,0.144
78774,39043,27.774,0.344
78774,39123,26.024,4.974
78823,41005,4.209,0.001
78850,23031,5.977,0.135
78877,37105,34.319,0.856
78904,06001,209.484,3.574
78904,06013,51.129,0.198
78904,06041,85.097,5.591
78904,06075,46.704,0.795
78904,06081,121.382,1.916
78931,06019,4.814,0.0
78958,48121,4.391,0.022
78985,72023,35.613,0.571
78985,72079,9.669,0.002
78985,72121,10.462,0.001
78985,72125,14.845,0.003
79039,06001,1.994,0.0
79039,06081,11.356,0.003
79039,06085,272.129,0.488
79093,72007,20.308,0.009
79093,72009,0.082,0.0
79093,72019,27.609,0.001
79093,72021,44.375,0.186
79093,72025,51.95,0.462
79093,72029,19.771,0.023
79093,72031,37.78,1.703
79093,72033,4.777,0.216
79093,72035,18.56,0.022
79093,72041,31.816,0.185
79093,72043,0.986,0.0
79093,72045,14.037,0.062
79093,72047,34.006,0.006
79093,72051,16.67,0.064
79093,72061,27.585,0.181
79093,72063,20.407,0.422
