GEOID,Name,Primary County,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
53713,"Manchester, KY Urban Cluster",21051,4657,1332,11361143,100311,37.155758,-83.770071
53726,"Manchester, MD Urban Cluster",24013,5319,1889,7606363,12419,39.66167,-76.887851
53740,"Manchester, NH Urbanized Area",33011,158377,67731,223425800,4195146,42.991043,-71.479666
53767,"Manchester, TN Urban Cluster",47031,11379,5002,27557176,22486,35.480117,-86.072463
53794,"Mandeville--Covington, LA Urbanized Area",22103,88925,36111,170300707,1673882,30.433677,-90.107066
53821,"Mangum, OK Urban Cluster",40055,2954,1489,3687882,0,34.877401,-99.504709
53848,"Manhattan, KS Urbanized Area",20161,54622,22504,53439780,382419,39.193688,-96.591497
53875,"Manila, AR Urban Cluster",05093,3124,1356,4384541,0,35.882237,-90.170359
53902,"Manistee, MI Urban Cluster",26101,9606,4826,19603886,1440567,44.242833,-86.311777
53929,"Manistique, MI Urban Cluster",26153,3482,1955,8985716,381419,45.966567,-86.258195
53956,"Manitowoc, WI Urban Cluster",55071,46360,22038,64337520,1862498,44.116625,-87.653914
53983,"Mankato, MN Urbanized Area",27013,57584,23612,68254466,732602,44.166448,-93.991141
54010,"Mannford, OK Urban Cluster",40037,2986,1306,7493923,822526,36.128101,-96.349788
54037,"Manning, SC Urban Cluster",45027,4998,2228,10482650,26703,33.693581,-80.221119
54050,"Manor, TX Urban Cluster",48453,5320,1738,9369566,0,30.356936,-97.528728
54064,"Mansfield, LA Urban Cluster",22031,6061,2728,10428644,22624,32.032666,-93.70302
54091,"Mansfield, OH Urbanized Area",39139,75250,34156,130237966,286467,40.755177,-82.53038
54118,"Mansfield, PA Urban Cluster",42117,4152,1369,5313461,0,41.804746,-77.077833
54145,"Manteca, CA Urbanized Area",06077,83578,29056,56361167,1104551,37.78645,-121.204568
54199,"Manteo, NC Urban Cluster",37055,5399,2631,11801850,9205670,35.93271,-75.719019
54226,"Manti, UT Urban Cluster",49039,3290,1119,4208552,0,39.264249,-111.638263
54253,"Many, LA Urban Cluster",22085,2860,1177,6105444,0,31.566697,-93.474118
54280,"Maquoketa, IA Urban Cluster",19097,6159,2859,7286601,0,42.065742,-90.667819
54295,"Marana West, AZ Urban Cluster",04019,5456,1953,7699621,0,32.435238,-111.216379
54307,"Marathon, FL Urban Cluster",12087,8965,7504,21282130,944644,24.732338,-81.025122
54334,"Marble Falls, TX Urban Cluster",48053,6131,2801,9413177,68649,30.577752,-98.279724
54388,"Marengo, IL Urban Cluster",17111,7731,3075,9246744,0,42.249137,-88.607179
54415,"Marianna, AR Urban Cluster",05077,3804,1873,5565401,0,34.772263,-90.765055
54442,"Marianna, FL Urban Cluster",12063,6086,3004,13967165,19055,30.774659,-85.240476
54469,"Maricao, PR Urban Cluster",72093,2697,1251,3384313,220,18.184534,-66.991607
54477,"Maricopa, AZ Urban Cluster",04021,42337,16736,35387040,128906,33.060506,-112.025833
54486,"Marietta, OH--WV Urban Cluster",39167,22428,10382,46569047,2905790,39.407916,-81.446324
54496,"Marinette--Menominee, WI--MI Urban Cluster",55075,19431,9946,24463284,1241316,45.101353,-87.616729
54577,"Marion, IN Urban Cluster",18053,43519,19722,58665457,215302,40.543832,-85.661608
54604,"Marion, KY Urban Cluster",21055,2718,1322,4321172,17832,37.332396,-88.07899
54631,"Marion, NC Urban Cluster",37111,13363,5969,40800422,182887,35.690629,-82.01407
54658,"Marion, OH Urban Cluster",39101,46384,19449,71883265,141562,40.580054,-83.114254
54685,"Marion, SC Urban Cluster",45067,7464,3328,11606027,0,34.173533,-79.397477
54712,"Marion, VA Urban Cluster",51173,7960,3800,15406505,55472,36.842091,-81.501961
54739,"Marion Oaks, FL Urban Cluster",12083,14160,6407,37119918,16200,29.00559,-82.195846
54778,"Marks, MS Urban Cluster",28119,3536,1463,6336027,0,34.208001,-90.284304
54793,"Marksville, LA Urban Cluster",22009,7517,3058,16343036,0,31.108858,-92.059423
54820,"Marlin, TX Urban Cluster",48145,5832,2551,9883947,156854,31.311004,-96.891221
54847,"Marlow, OK Urban Cluster",40137,4230,1900,4740614,0,34.646904,-97.95946
54874,"Marquette, MI Urban Cluster",26103,26946,11218,40576158,1303254,46.536879,-87.398747
54901,"Marseilles, IL Urban Cluster",17099,4877,2285,5244826,122522,41.331405,-88.705025
54928,"Marshall, IL Urban Cluster",17023,3775,1895,6284305,0,39.393291,-87.693309
54955,"Marshall, MI Urban Cluster",26025,7683,3617,11827704,74885,42.27511,-84.966411
54982,"Marshall, MN Urban Cluster",27083,13464,5630,17757685,0,44.447061,-95.787596
55009,"Marshall, MO Urban Cluster",29195,12665,5144,16052843,121174,39.113887,-93.196407
55036,"Marshall, TX Urban Cluster",48203,21979,9007,47048122,54941,32.535275,-94.352266
55063,"Marshall, WI Urban Cluster",55025,3834,1483,3640009,187143,43.171193,-89.064662
55090,"Marshalltown, IA Urban Cluster",19127,26858,10927,29654276,21405,42.039135,-92.917172
55117,"Marshfield, MO Urban Cluster",29225,6701,2933,11051859,6830,37.339828,-92.908003
55144,"Marshfield, WI Urban Cluster",55141,19421,9596,30865950,70991,44.659609,-90.167618
55171,"Martin, TN Urban Cluster",47183,11397,4576,23081248,44697,36.339789,-88.852831
55198,"Martinsburg, PA Urban Cluster",42013,2733,1283,5030726,0,40.302819,-78.322908
55225,"Martinsville, IN Urban Cluster",18109,13276,5636,16655277,251152,39.425422,-86.419464
55252,"Martinsville, VA Urban Cluster",51089,35091,17624,109982092,620558,36.695383,-79.898099
55279,"Marysville, KS Urban Cluster",20117,2937,1476,3914675,1738,39.845391,-96.642565
55306,"Marysville, OH Urban Cluster",39159,22348,7975,26781750,335409,40.236063,-83.370036
55333,"Marysville, WA Urbanized Area",53061,145140,55154,211913366,8418200,48.052866,-122.145695
55360,"Maryville, MO Urban Cluster",29147,13220,4891,14006824,81971,40.345401,-94.871188
55375,"Mascoutah, IL Urban Cluster",17163,7368,3000,7560726,11488,38.498043,-89.80248
55414,"Mason City, IA Urban Cluster",19033,27115,12896,41150521,770651,43.14969,-93.195183
55441,"Masontown, PA Urban Cluster",42051,4443,2052,6968905,0,39.854675,-79.896919
55468,"Massena, NY Urban Cluster",36089,11259,5121,15806243,685926,44.933362,-74.890058
55495,"Mathis, TX Urban Cluster",48409,5936,2392,10353823,25897,28.104041,-97.84231
55522,"Mattawa, WA Urban Cluster",53025,4988,953,1637793,0,46.735503,-119.902234
55576,"Mattoon, IL Urban Cluster",17029,18978,9097,27600637,57190,39.474203,-88.367406
55603,"Mauldin--Simpsonville, SC Urbanized Area",45045,120577,47649,216484415,1337622,34.766652,-82.255938
55684,"Mauston, WI Urban Cluster",55057,4401,1981,6589835,0,43.797318,-90.073585
55738,"Mayagüez, PR Urbanized Area",72097,109572,51854,139285609,81492,18.186593,-67.101099
55750,"Maybrook, NY Urban Cluster",36071,2959,1164,2303412,0,41.491679,-74.213238
55765,"Mayfield, KY Urban Cluster",21083,11356,5306,19646072,128595,36.735426,-88.64227
55792,"Mayodan, NC Urban Cluster",37157,4382,2257,9010198,20003,36.416221,-79.963751
55819,"Maysville, KY--OH Urban Cluster",21161,11454,5845,19514547,375149,38.65787,-83.792845
55846,"Mayville, WI Urban Cluster",55027,5134,2311,6095362,230041,43.496015,-88.547726
55860,"Mazomanie, WI Urban Cluster",55025,2956,1294,4696478,67911,43.1765,-89.787788
55900,"Meadville, PA Urban Cluster",42039,23887,12093,46504498,117594,41.636531,-80.167477
55927,"Mecca, CA Urban Cluster",06065,11253,2501,10107968,0,33.558331,-116.087201
55981,"Medford, OR Urbanized Area",41029,154081,68182,167816295,646724,42.336442,-122.844238
56008,"Medford, WI Urban Cluster",55119,4046,1984,6647170,74100,45.137846,-90.345867
56023,"Medical Lake, WA Urban Cluster",53063,4918,1778,5244243,496996,47.572195,-117.685501
56035,"Medina, NY Urban Cluster",36073,8382,3836,12990567,169724,43.218055,-78.405644
56072,"Medina, TN Urban Cluster",47053,3636,1347,6270243,40425,35.829393,-88.796256
56089,"Melrose, MN Urban Cluster",27145,3121,1201,3401805,310676,45.67611,-94.816018
56116,"Memphis, TN--MS--AR Urbanized Area",47157,1060061,450685,1287947600,9417575,35.095071,-89.917857
56143,"Mena, AR Urban Cluster",05113,5499,2753,12314473,93553,34.580834,-94.237096
56170,"Mendota, CA Urban Cluster",06019,11211,2594,5267158,8333,36.756432,-120.384422
56197,"Mendota, IL Urban Cluster",17099,7195,2966,7288209,70458,41.552612,-89.118726
56224,"Menomonie, WI Urban Cluster",55033,17844,6971,30157850,4438867,44.900593,-91.899085
56251,"Merced, CA Urbanized Area",06047,136969,45951,122971173,11735,37.330955,-120.525712
56278,"Mercer, PA Urban Cluster",42085,3838,1138,3935228,0,41.22517,-80.240049
56305,"Meridian, MS Urban Cluster",28075,41531,18839,83661743,863509,32.390231,-88.699715
56359,"Merrill, WI Urban Cluster",55069,10282,4877,18368642,1361236,45.181787,-89.694396
56386,"Mescalero Park, TX Urban Cluster",48381,3460,1344,11086101,0,35.057601,-101.907436
56413,"Mesquite, NV--AZ Urban Cluster",32003,14284,8051,19891466,0,36.810105,-114.07902
56440,"Metamora, IL Urban Cluster",17203,3650,1481,5380391,9658,40.796,-89.368583
56467,"Metropolis, IL Urban Cluster",17127,6607,3225,8706941,10270,37.158753,-88.72848
56494,"Metter, GA Urban Cluster",13043,3633,1576,7812903,42158,32.399952,-82.063296
56521,"Mexia, TX Urban Cluster",48293,6898,2595,11785064,66039,31.67919,-96.478795
56548,"Mexico, MO Urban Cluster",29007,11356,5151,15137250,51277,39.168802,-91.886869
56575,"Meyersdale, PA Urban Cluster",42111,2596,1273,4050971,0,39.810715,-79.022707
56602,"Miami, FL Urbanized Area",12086,5502379,2443188,3182870193,217364584,26.175616,-80.231428
56629,"Miami, OK Urban Cluster",40115,16144,6963,20771778,46946,36.889313,-94.873176
56656,"Michigan City--La Porte, IN--MI Urbanized Area",18091,66025,31067,100886278,3641368,41.667376,-86.808569
56710,"Middlebury, IN Urban Cluster",18039,4064,1545,11440746,24854,41.672036,-85.714787
56737,"Middlebury, VT Urban Cluster",50001,5350,1608,8855328,114769,44.012549,-73.165583
56764,"Middlefield, OH Urban Cluster",39055,4858,2179,15844433,141593,41.456652,-81.091903
56791,"Middleport, OH--WV Urban Cluster",39105,8559,4229,18143528,3415669,39.005641,-82.051682
56818,"Middlesborough, KY--TN--VA Urban Cluster",21013,15330,7039,31775884,267259,36.617029,-83.762674
56845,"Middletown, DE Urban Cluster",10003,29415,10121,45576695,149087,39.44504,-75.676525
56872,"Middletown, IN Urban Cluster",18065,2543,1088,3609075,5164,40.061411,-85.541539
56899,"Middletown, NY Urbanized Area",36071,58381,22762,81084360,452526,41.450288,-74.389639
56926,"Middletown, OH Urbanized Area",39017,97503,43101,144310823,3251018,39.520327,-84.363418
56953,"Middleville, MI Urban Cluster",26015,3236,1406,4554096,127021,42.724219,-85.468358
56980,"Midland, MI Urbanized Area",26111,59014,25154,116236824,3741582,43.616301,-84.219878
57007,"Midland, TX Urbanized Area",48329,117807,47059,137141952,128135,31.997137,-102.106821
57061,"Mifflinburg, PA Urban Cluster",42119,4363,2005,6826985,14764,40.923628,-77.044631
57069,"Mifflintown, PA Urban Cluster",42067,4372,1912,11290575,618520,40.593886,-77.404278
57079,"Milaca, MN Urban Cluster",27095,2831,1398,4581256,3071,45.759711,-93.644073
57088,"Milan, MI Urban Cluster",26161,7514,2574,8371712,185009,42.084889,-83.678251
57115,"Milan, TN Urban Cluster",47053,7427,3393,13689975,0,35.911694,-88.759475
57142,"Milbank, SD Urban Cluster",46051,3283,1658,5436775,2766,45.217154,-96.634757
57169,"Miles City, MT Urban Cluster",30017,9604,4542,18204285,85225,46.403204,-105.835006
57196,"Milford, DE Urban Cluster",10005,18009,7620,46062135,988810,38.897476,-75.41116
57206,"Milford, NJ--PA Urban Cluster",34019,2776,1297,6082080,749613,40.55526,-75.080123
57223,"Milledgeville, GA Urban Cluster",13009,29808,13116,88120289,1957764,33.108076,-83.249559
57250,"Millen, GA Urban Cluster",13165,2827,1398,6657463,9352,32.80435,-81.940368
57277,"Millersburg, OH Urban Cluster",39075,2968,1332,4504914,10387,40.554775,-81.915608
57304,"Millersburg, PA Urban Cluster",42043,4540,2201,5525288,0,40.54089,-76.953565
57331,"Millinocket, ME Urban Cluster",23019,3976,2326,5000763,54859,45.654796,-68.703621
57358,"Millsboro, DE Urban Cluster",10005,9395,4167,27874350,2253,38.568886,-75.279908
57368,"Millsboro, PA Urban Cluster",42051,3728,856,6679491,1067861,39.986029,-79.978244
57385,"Millstadt, IL Urban Cluster",17163,3583,1548,4284704,106241,38.453996,-90.090269
57395,"Milton, DE Urban Cluster",10005,2556,1296,3147288,167254,38.779076,-75.312653
57402,"Milton, VT Urban Cluster",50007,8521,3213,24801820,132773,44.646013,-73.124944
57439,"Milton--Lewisburg, PA Urban Cluster",42119,30806,12560,57088774,1529496,41.015667,-76.862309
57466,"Milwaukee, WI Urbanized Area",55079,1376476,597266,1413151381,49351861,43.055654,-88.100492
57493,"Minden, LA Urban Cluster",22119,13338,5967,25507466,100991,32.609975,-93.286068
57520,"Minden, NE Urban Cluster",31099,2891,1326,3660591,0,40.497483,-98.951252
57547,"Mineola, TX Urban Cluster",48499,5608,2527,15730844,311036,32.673,-95.493151
57574,"Mineral Wells, TX Urban Cluster",48363,16109,6056,22021468,67344,32.808774,-98.098799
57601,"Minerva, OH Urban Cluster",39019,4579,2108,6030972,0,40.732357,-81.09333
57628,"Minneapolis--St. Paul, MN--WI Urbanized Area",27053,2650890,1110565,2644805711,233882416,44.978156,-93.2798
57655,"Minot, ND Urban Cluster",38101,42650,19484,58099253,95924,48.233772,-101.287649
57682,"Minot AFB, ND Urban Cluster",38101,5521,1463,10768935,0,48.418453,-101.33705
57709,"Mission Viejo--Lake Forest--San Clemente, CA Urbanized Area",06059,583681,229845,390182786,1743747,33.549158,-117.660151
57736,"Missoula, MT Urbanized Area",30063,82157,37070,117044973,729691,46.87396,-114.034222
57763,"Missouri Valley, IA Urban Cluster",19085,2819,1284,3487529,0,41.560065,-95.891384
57790,"Mitchell, IN Urban Cluster",18093,4193,1932,7711922,13824,38.735115,-86.472044
57817,"Mitchell, SD Urban Cluster",46035,14955,6979,17769317,38227,43.714944,-98.029037
57844,"Moab, UT Urban Cluster",49019,6883,3148,11035346,0,38.559746,-109.5336
57871,"Moapa Valley, NV Urban Cluster",32003,5907,2382,19108570,0,36.577856,-114.463154
57898,"Moberly, MO Urban Cluster",29175,13933,5688,22172782,2621,39.417093,-92.43774
57925,"Mobile, AL Urbanized Area",01097,326183,142178,576715397,9936490,30.667394,-88.163452
57952,"Mobridge, SD Urban Cluster",46129,3457,1730,4426963,0,45.540887,-100.435976
57979,"Mocksville, NC Urban Cluster",37059,5191,2270,15462537,34395,35.902261,-80.556424
58006,"Modesto, CA Urbanized Area",06099,358172,124923,238633255,913550,37.674451,-120.965861
58020,"Mojave, CA Urban Cluster",06029,3236,1385,5145798,0,35.052684,-118.175911
58033,"Molalla, OR Urban Cluster",41005,8752,3267,9439664,0,45.156909,-122.58378
58060,"Momence, IL Urban Cluster",17091,3777,1538,4702127,352067,41.16472,-87.66202
58087,"Monahans, TX Urban Cluster",48475,7686,3305,16168636,31467,31.587702,-102.892289
58168,"Monessen--California, PA Urbanized Area",42125,66086,32513,115813824,3537551,40.138193,-79.884663
58195,"Monett, MO Urban Cluster",29009,8470,3650,12346563,18448,36.923046,-93.920943
58222,"Monmouth, IL Urban Cluster",17187,9654,3882,10040409,0,40.912498,-90.644305
58249,"Monmouth--Independence, OR Urban Cluster",41053,18167,6652,13881200,207148,44.853303,-123.212437
58303,"Monroe, GA Urban Cluster",13297,15854,6575,37251298,514488,33.801243,-83.71084
58330,"Monroe, LA Urbanized Area",22073,116533,49410,212206006,5023378,32.520969,-92.11725
58357,"Monroe, MI Urbanized Area",26115,51240,22393,82834149,2754142,41.92097,-83.388802
58384,"Monroe, WI Urban Cluster",55045,10883,5121,11513555,0,42.60016,-89.645063
58411,"Monroeville, AL Urban Cluster",01099,4834,2296,13315556,18229,31.520002,-87.329907
58420,"Montauk, NY Urban Cluster",36103,2719,3490,12542487,696073,41.0492,-71.944984
58428,"Mont Belvieu, TX Urban Cluster",48071,3094,1148,6784666,0,29.879991,-94.833174
58438,"Monterey, TN Urban Cluster",47141,3010,1237,7449451,0,36.141965,-85.258377
58469,"Montesano--Elma, WA Urban Cluster",53027,8522,3558,14311159,81802,47.005107,-123.425717
58519,"Montevideo, MN Urban Cluster",27023,5338,2490,7431554,38657,44.94848,-95.717074
58546,"Monte Vista, CO Urban Cluster",08105,4489,1974,5431105,46479,37.578511,-106.14071
58573,"Montezuma, GA Urban Cluster",13193,6900,2405,15301765,127780,32.302593,-84.030703
58600,"Montgomery, AL Urbanized Area",01101,263907,112998,397217290,3435324,32.400042,-86.297468
58627,"Montgomery, MN Urban Cluster",27079,2586,1150,3116504,0,44.44144,-93.579002
58654,"Montgomery, PA Urban Cluster",42119,6453,1106,7498207,15675,41.181307,-76.86996
58664,"Montgomery, WV Urban Cluster",54019,4689,2433,6137831,343006,38.18431,-81.355069
58675,"Montgomery City, MO Urban Cluster",29139,2629,1215,4506161,16559,38.978184,-91.50489
58708,"Monticello, AR Urban Cluster",05043,9505,4109,24976601,69761,33.622127,-91.793754
58721,"Monticello, GA Urban Cluster",13159,2535,1102,5065504,20235,33.303192,-83.685989
58735,"Monticello, IL Urban Cluster",17147,5410,2439,8921383,0,40.030449,-88.577344
58762,"Monticello, IN Urban Cluster",18181,8634,5089,16795740,1825030,40.766326,-86.768073
58789,"Monticello, IA Urban Cluster",19105,3180,1540,2956926,0,42.239408,-91.19004
58816,"Monticello, KY Urban Cluster",21231,6716,3090,14755517,82693,36.840224,-84.847136
58843,"Monticello, NY Urban Cluster",36105,7868,3824,11311143,7873,41.662116,-74.695109
58870,"Monticello--Big Lake, MN Urban Cluster",27171,25536,9496,43312323,3438422,45.3505,-93.781351
58924,"Montpelier, OH Urban Cluster",39171,3929,1803,5323965,12011,41.584246,-84.591569
58951,"Montrose, CO Urban Cluster",08085,22706,10001,46544797,0,38.481807,-107.87291
58961,"Montrose, MN Urban Cluster",27171,4470,1779,6859919,1952729,45.065739,-93.914799
58972,"Moodus, CT Urban Cluster",09007,2701,1286,10175335,473587,41.491832,-72.440718
58992,"Moorefield, WV Urban Cluster",54031,2732,1302,4640251,6668,39.058504,-78.960853
59005,"Moore Haven, FL Urban Cluster",12043,3205,1201,5523666,234687,26.833103,-81.100431
59059,"Moorhead, MS Urban Cluster",28133,2567,747,2807178,0,33.450622,-90.50471
59098,"Moose Lake, MN Urban Cluster",27017,3080,935,10400911,1506412,46.435593,-92.766055
59113,"Mora, MN Urban Cluster",27065,3670,1714,6334479,485210,45.867484,-93.294754
59167,"Morehead, KY Urban Cluster",21205,7282,2665,12674320,119115,38.177954,-83.442181
59194,"Morehead City, NC Urban Cluster",37031,44798,35096,123355309,10752785,34.740243,-76.858788
59210,"Morgan, UT Urban Cluster",49029,3518,1151,6219986,0,41.040925,-111.679242
59221,"Morgan City, LA Urban Cluster",22101,32022,13590,59724799,2733841,29.69095,-91.190811
59248,"Morganfield, KY Urban Cluster",21225,5210,1755,7809593,6769,37.687883,-87.909588
59275,"Morgantown, WV Urbanized Area",54061,70350,32056,97121514,3285730,39.641185,-79.926427
59302,"Morrilton, AR Urban Cluster",05029,6272,2883,14775141,79523,35.161091,-92.739342
59329,"Morris, IL Urban Cluster",17063,15668,6774,26093126,452894,41.373469,-88.423222
59356,"Morris, MN Urban Cluster",27149,5123,2109,6612645,0,45.586459,-95.908828
59383,"Morrison, IL Urban Cluster",17195,4139,1837,5402553,0,41.809227,-89.965223
59410,"Morristown, TN Urbanized Area",47063,59036,25167,155096086,374388,36.197915,-83.34091
