ZCTA5,Urban Area GEOID,Population,Housing Units,Land Area,Water Area
78387,82171,6071,2248,5746351,0
51250,82198,6649,2132,9404121,0
51024,82225,0,0,126323,0
51054,82225,4217,1497,6195934,802
51101,82225,809,486,3050811,87953
51103,82225,16943,6210,16318654,337729
51104,82225,21605,8800,15870458,1561
51105,82225,9309,3699,8826082,23560
51106,82225,25349,10485,29663707,228902
51108,82225,3292,1430,6594298,70122
51109,82225,2742,1207,3435275,385936
51111,82225,93,55,8384713,6452
57038,82225,518,234,1261013,0
57049,82225,5041,2180,13335363,335440
68731,82225,1927,659,3866061,0
68776,82225,14649,5154,23890089,554455
57005,82252,390,157,1010575,1136
57032,82252,1119,373,2118630,0
57103,82252,34477,14065,26581057,230361
57104,82252,24875,11754,31827222,522651
57105,82252,22268,10052,18066824,155761
57106,82252,38939,17064,29194358,142023
57107,82252,6627,2785,14467379,146004
57108,82252,15709,6698,23974127,4500
57110,82252,11353,4417,18499989,19835
57117,82252,61,0,243309,0
57197,82252,959,0,219695,0
25312,82279,662,282,1849780,205
25320,82279,2226,971,5552486,46014
99835,82306,7027,3214,10499134,95452
13152,82333,3265,1741,6423577,0
13153,82333,259,107,842159,0
74070,82360,6768,2822,9613995,56901
04950,82387,2,1,10718,0
04976,82387,4749,2445,7993844,105055
79364,82414,5938,2454,6541306,11252
56085,82441,3479,1549,3948913,7252
70445,82468,6486,2656,20274362,155737
70452,82468,5589,2275,18502782,112442
70458,82468,34992,15080,38757175,3352525
70460,82468,20267,7995,39569775,1007062
70461,82468,23817,8963,34681482,798129
16057,82495,6716,1957,8467487,0
27520,82522,2876,1082,11450624,17031
27524,82522,2685,1227,6244919,34435
27527,82522,800,293,2706222,0
27568,82522,480,246,607843,0
27576,82522,7113,3062,10196178,0
27577,82522,13201,5318,29979305,102565
23304,82549,71,37,470952,12167
23314,82549,607,270,2309862,55399
23430,82549,9537,3834,22015792,225319
62243,82562,0,0,16107,0
62285,82562,3720,1428,6142969,309523
37166,82603,4050,1814,8260046,0
78957,82630,3750,1683,5195408,4225
64089,82641,2751,978,4064226,0
28460,82665,3899,2141,13917669,1087084
98024,82675,169,88,650404,130070
98045,82675,9117,3648,15367247,160251
98065,82675,11306,3978,14940058,9793
98068,82675,0,0,20594,0
85937,82684,3832,1383,8031021,0
85939,82684,2447,856,4772254,0
79549,82711,11557,4899,17782233,72772
30025,82724,3328,1380,9245865,53201
87801,82738,8991,4072,15974359,25853
83276,82765,2793,1269,5969908,132294
14551,82792,2533,1101,4938482,0
14589,82792,332,164,1081026,0
99669,82819,6526,2847,18828106,635980
93926,82846,0,0,188076,0
93960,82846,25943,3921,10529805,23207
93427,82873,4837,1848,4538883,384
93441,82873,984,359,1678821,353
93460,82873,3162,1305,5889522,361
93463,82873,5879,2738,7650193,1501
42501,82900,11821,5650,29554756,418834
42503,82900,13634,6195,46791266,717312
42518,82900,827,484,4410900,206915
42519,82900,361,190,1243395,2242
42533,82900,772,351,3003519,3221
42544,82900,14,24,35752,27918
42553,82900,1293,562,3026889,8130
42567,82900,320,152,1365475,10897
49233,82913,949,504,2507819,737367
49249,82913,1789,1110,5255509,2087932
49282,82913,172,113,930173,486136
15501,82927,9991,4306,18056514,0
15510,82927,2229,1,876630,0
15530,82927,0,0,25921,0
15541,82927,363,169,1198282,0
54025,82937,2604,1100,5335908,0
85350,82981,16988,4808,19755587,3867
95431,83008,631,0,169837,0
95442,83008,1794,876,3023624,0
95476,83008,30253,13788,28999828,0
76950,83062,3352,1477,5021300,0
95310,83073,272,143,568158,0
95327,83073,3926,1871,10367369,19382
95346,83073,700,850,1630325,9935
95370,83073,18871,9173,54272744,428060
95372,83073,1766,755,3947332,13422
95383,83073,2720,2556,10030324,88693
30457,83089,2832,1137,6427684,91755
46514,83116,1249,503,2796491,0
46530,83116,30538,11127,57222725,50818
46544,83116,29183,13414,34910379,859577
46545,83116,24522,12429,34442900,797780
46556,83116,7314,380,5217201,325414
46561,83116,11516,4244,17186735,895203
46601,83116,6090,2837,5608122,162445
46613,83116,10893,4809,7395724,68944
46614,83116,25282,11819,45389047,32864
46615,83116,14609,6954,8458861,161687
46616,83116,5667,2832,3807562,293048
46617,83116,9601,4456,6743178,173342
46619,83116,20479,7931,27561737,223804
46628,83116,22959,10568,41777586,442039
46635,83116,6654,2923,8107978,18472
46637,83116,15314,7296,24983632,231542
49107,83116,5522,2578,9211478,224421
49112,83116,4857,2257,15994189,1835964
49120,83116,25916,11853,60380420,1611518
24558,83143,577,310,2291839,1240
24592,83143,7729,3675,15416730,73061
01035,83156,319,114,878583,0
01373,83156,1923,900,7294346,19498
01375,83156,2786,1309,8900473,192221
12733,83210,1351,330,3911202,24659
12751,83210,184,34,510091,0
12779,83210,1853,937,3922701,0
12788,83210,0,1,284807,0
49090,83251,5791,4221,13578561,262197
23920,83278,251,123,847955,17315
23950,83278,593,289,2394241,0
23970,83278,3990,1896,9275510,69260
89448,83305,70,129,319892,0
89449,83305,1928,1152,3988628,29705
96150,83305,27109,19010,38777864,541695
48114,83332,16311,6497,45224296,2933203
48116,83332,24796,10802,61065313,6997363
48130,83332,0,0,0,79008
48139,83332,206,100,1784366,0
48143,83332,32,17,19271,0
48165,83332,1038,613,3025955,101874
48167,83332,1497,686,3026930,24648
48168,83332,150,63,625975,0
48169,83332,14785,6349,36776837,3911893
48178,83332,21248,8827,33472309,2305952
48189,83332,10769,4868,22047082,4197143
48380,83332,467,158,1771092,237941
48843,83332,24877,10757,52170797,3359793
48855,83332,3333,1394,5203972,29199
11939,83359,661,672,2661746,332324
11944,83359,4260,2723,9905121,329010
11957,83359,209,202,982439,15667
11958,83359,201,140,722861,0
11971,83359,4479,2963,14513394,1829144
04268,83368,1847,978,2708853,0
04270,83368,477,217,1682877,0
04281,83368,2456,1185,7266349,263785
35740,83377,2164,1036,5019080,0
37347,83377,670,320,2964273,0
37380,83377,2539,1176,4817302,0
70090,83386,2621,1006,3826014,10034
31087,83440,3622,1083,9971321,44373
62286,83467,4046,1900,6201483,14691
49345,83480,4041,1747,4470727,4498
38559,83494,278,115,532181,0
38583,83494,5171,2375,15978211,0
54656,83521,9907,4329,14019554,0
29301,83548,30745,13682,64497773,509255
29302,83548,13616,6387,34368074,262790
29303,83548,22997,9416,55343817,223735
29306,83548,13981,6779,23659982,189705
29307,83548,14983,7587,45185158,461055
29316,83548,21666,8758,50980568,91913
29320,83548,530,248,1405761,840
29322,83548,501,201,2099608,0
29323,83548,2102,782,10417597,1086510
29324,83548,167,78,564197,32402
29329,83548,278,119,595408,28558
29330,83548,3275,1482,10188854,0
29333,83548,374,175,984872,0
29334,83548,9719,4091,34892022,518650
29346,83548,307,129,550320,0
29349,83548,18266,7564,59058829,3578209
29365,83548,4375,1969,14588373,76015
29368,83548,68,57,413636,0
29369,83548,10910,4480,29357342,473724
29375,83548,95,49,282055,0
29376,83548,3109,1277,9617404,57904
29377,83548,761,359,3392652,62329
29378,83548,207,88,225320,0
29385,83548,5861,2463,26421237,128863
29388,83548,1267,500,4315153,24197
29651,83548,626,242,8773501,31219
57783,83575,10799,5449,15362773,0
57799,83575,660,10,361500,0
79081,83602,3349,1336,3966314,0
51301,83629,10952,5303,16003583,349724
25276,83656,2986,1497,5100765,43851
51331,83710,1120,1351,3065578,561133
51351,83710,2978,1660,6542042,90284
51355,83710,592,934,2167805,43239
51360,83710,6136,3818,18306795,3750057
99001,83764,6109,1722,9459916,0
99004,83764,1874,692,3493497,0
99005,83764,4072,1345,6972537,0
99011,83764,2776,858,13824569,0
99016,83764,11108,4458,15989318,183196
99019,83764,8486,3772,12214368,2845180
99021,83764,6749,2633,16747602,0
99022,83764,189,71,2138667,0
99025,83764,2085,717,3111930,0
99026,83764,962,410,3469346,0
99027,83764,4919,2089,16579809,209608
99037,83764,12878,4993,15718119,79268
99201,83764,13342,7858,7773515,480711
99202,83764,21580,8159,15905932,253367
99203,83764,20192,9335,12113205,29141
99204,83764,6681,4301,2919952,0
99205,83764,42137,18661,23202063,0
99206,83764,34009,14267,33924144,196834
99207,83764,30854,13130,14110126,157219
99208,83764,47374,20001,47957157,40457
99212,83764,19084,8657,27043800,134911
99216,83764,24022,10770,28044930,237442
99217,83764,14026,5978,15953822,25434
99218,83764,15514,6024,18424675,0
99223,83764,26399,11906,21814079,16216
99224,83764,10426,5070,36380166,260732
54801,83791,2673,1281,4373187,115507
27332,83818,6985,2565,15472251,1333881
27505,83818,122,50,189063,0
27546,83818,27,12,52837,0
28326,83818,7354,2214,29966042,12416
89815,83851,3286,1205,8547455,2334
89815,83859,3862,1295,14567431,137195
31329,83872,3649,1171,6332933,0
62536,83899,523,186,1832189,0
62561,83899,4529,1827,6561776,60894
62563,83899,3625,1374,5069499,0
62629,83899,11964,4656,14390284,191725
62670,83899,176,78,670272,0
62684,83899,4297,1580,8134640,72769
62701,83899,1152,758,988330,0
62702,83899,37281,18081,39473852,19788
62703,83899,30308,13912,39129579,100744
62704,83899,39831,20721,31305616,37539
62707,83899,5305,2274,45629388,501929
62711,83899,13723,5917,27569391,222
62712,83899,8602,3640,18394057,5334149
01001,83926,16684,7521,26661226,2197634
01002,83926,25560,8921,32785862,160943
01003,83926,10372,5,1842384,12788
01007,83926,5915,2602,20827966,385124
01009,83926,630,290,1003744,0
01013,83926,23188,10246,14567022,1731910
01020,83926,29668,13688,32308345,1178303
01022,83926,2451,1209,12125444,0
01027,83926,15417,7326,25189669,408156
01028,83926,15436,5952,31598823,177498
01030,83926,10402,4126,17010678,28095
01033,83926,3380,1420,20321266,128700
01035,83926,2806,1205,13505025,17366
01036,83926,2684,1030,13093809,38899
01039,83926,395,215,659003,25734
01040,83926,39444,16169,34477890,1239794
01050,83926,68,21,90193,0
01053,83926,1254,482,2933221,57243
01056,83926,18627,7461,32158845,1021228
01057,83926,2317,1049,4579950,225679
01060,83926,14258,6711,11313143,149862
01062,83926,9975,4286,23207974,159440
01063,83926,430,1,100502,0
01069,83926,6428,3001,26917263,323780
01071,83926,455,195,1951067,0
01073,83926,1107,451,3013361,258475
01075,83926,16949,6921,29779714,1073954
01077,83926,5023,2140,10464071,1755994
01079,83926,426,213,884007,0
01080,83926,2334,1093,4473453,258220
01082,83926,6,2,6786,0
01085,83926,37649,15038,70411533,2135006
01086,83926,687,0,96152,0
01089,83926,27877,12489,34685144,1650432
01095,83926,12387,4803,38518449,568721
01097,83926,65,25,219955,0
01103,83926,2479,1661,1191989,205067
01104,83926,22865,9381,13509560,212850
01105,83926,12350,5586,3219040,306964
01106,83926,16021,6107,24090566,1331605
01107,83926,11611,4252,3903756,89142
01108,83926,26688,10992,9643254,406401
01109,83926,30250,10818,14094949,487865
01118,83926,14071,5911,9312203,260877
01119,83926,14152,5185,9194297,241739
01128,83926,2631,1077,2892857,1287
01129,83926,7019,2982,8867992,237886
01151,83926,8698,3699,6134290,464565
01199,83926,0,0,28277,0
06016,83926,4163,1863,12558902,89047
06026,83926,322,148,2890383,0
06071,83926,9100,2532,30000791,198617
06078,83926,10511,3373,33324223,1611139
06082,83926,43898,17290,74422059,2448012
06088,83926,2342,1152,6005776,295531
06093,83926,1106,510,2842580,44885
06095,83926,5771,2444,16114261,6718
06096,83926,12498,5429,24732073,580893
65619,83953,6481,2651,9031294,0
65714,83953,23675,9725,40982807,43471
65721,83953,19798,8142,34375242,75974
65738,83953,14639,6116,17733593,16138
65742,83953,65,28,725087,0
65757,83953,2254,876,5448536,0
65802,83953,39945,17839,48754210,0
65803,83953,34058,15885,52518434,38420
65804,83953,36801,18923,47225565,1255995
65806,83953,10586,6008,5369508,0
65807,83953,54941,25647,52760190,61949
65809,83953,9497,3902,23135669,17956
65810,83953,20984,8787,30508190,111729
45319,83980,285,122,903988,0
45344,83980,119,59,502204,0
45372,83980,305,139,293425,0
45502,83980,3179,1255,17179190,169016
45503,83980,32757,15303,37854656,0
45504,83980,16577,7084,32529734,151845
45505,83980,19424,9304,21753837,0
45506,83980,12610,5942,15797370,18787
37073,83993,810,301,3620058,0
37172,83993,16547,6746,28080831,0
05150,84007,558,253,1254013,1128
05156,84007,4314,2082,6740343,214684
34601,84024,12239,6567,28620931,212323
34604,84024,7806,3112,34970120,196379
34606,84024,26208,13677,30218336,3841030
34607,84024,3745,1745,6284310,156363
34608,84024,31099,14446,39615528,2239721
34609,84024,37054,16233,56643235,266636
34610,84024,6811,2781,31853649,26876
34613,84024,16437,9493,49869245,3164350
34614,84024,1759,724,7363319,70201
34667,84024,4667,2640,10986521,339294
34669,84024,395,146,1365253,0
66083,84034,5452,2075,9229583,58735
71021,84061,772,468,1788535,11760
71071,84061,0,0,479393,0
71075,84061,5240,2513,11832287,50763
37174,84088,22428,8370,46829304,53277
37179,84088,8211,2756,8920858,0
38401,84088,569,238,562259,0
11930,84115,752,1402,6566400,0
11937,84115,11852,7265,29358416,148052
76082,84124,2623,1093,5598977,0
35146,84132,2775,1160,6585761,30256
14141,84142,3897,1673,6428093,51958
28777,84155,4700,1407,19217761,0
06076,84169,5581,2528,14875790,132265
79553,84223,3000,1489,4752968,15817
40484,84277,4183,1843,8290976,72044
54768,84290,3447,931,4540568,1534
84074,84304,9061,2630,7478097,502403
40312,84331,1200,552,2697609,111542
40380,84331,2949,1287,6842734,27358
98292,84385,6289,2607,7008765,0
56479,84412,2791,1342,3545181,0
83669,84429,5751,2077,8569735,52861
32091,84439,5676,2523,11707973,0
39759,84466,28100,12956,42620359,259651
39762,84466,2207,62,1474085,0
16801,84493,41662,17968,35521031,0
16802,84493,12764,5,2015764,0
16803,84493,22440,10587,18154585,0
16823,84493,4937,1275,7028726,0
16827,84493,2791,1215,4695889,0
16851,84493,738,307,1343052,0
16865,84493,195,85,284566,0
16868,84493,447,216,751953,0
16870,84493,1480,519,4861825,0
30458,84547,32474,13309,57220634,1628590
30460,84547,427,0,40019,7718
30461,84547,3413,1275,8743275,332894
62058,84601,761,372,1538011,0
62074,84601,0,0,54844,0
62088,84601,5373,2446,11290701,187489
22939,84630,3613,1345,7362568,30510
22980,84630,23129,10674,37570872,333843
24401,84630,26462,13000,46325648,77911
24482,84630,3407,1168,7512520,34076
97383,84655,7610,3033,6181057,0
97385,84655,2681,1142,2441950,0
80477,84682,155,85,69521,0
80487,84682,12576,9039,21035164,0
80488,84682,157,104,28800,0
62238,84736,459,213,1295994,16630
62272,84736,964,452,1762132,0
62288,84736,2046,980,3193294,0
76401,84763,15949,7428,20608033,4727
76402,84763,847,0,230390,0
80751,84790,16088,5963,16799004,0
61037,84817,100,40,182288,0
61071,84817,11326,5144,13197709,623042
61081,84817,17401,7768,23632125,938164
54467,84871,11862,5079,15577965,99581
54481,84871,27382,11449,35254577,2080870
54482,84871,4979,2173,11568937,68977
17363,84925,4663,1739,6415831,0
55976,84952,5877,2404,6619802,98
74462,84979,2843,1300,5991106,0
74074,85033,23295,10031,33581146,17781
74075,85033,18925,9147,18950230,1079705
74078,85033,2295,0,626995,0
74960,85060,3789,1585,6045731,19462
95202,85087,6521,3984,2791931,16915
95203,85087,15696,5959,11930456,778805
95204,85087,27786,12047,13209883,547375
95205,85087,38069,11346,23543550,30211
95206,85087,63595,17445,44476902,468636
95207,85087,47965,19457,18793035,471162
95209,85087,39418,13320,15329991,339482
95210,85087,38979,12139,13066816,61162
95211,85087,1545,5,391981,68524
95212,85087,24259,6968,22340812,85743
95215,85087,17270,5242,27379470,49109
95219,85087,27583,11121,14062709,1396334
95231,85087,3719,720,12243333,2290
95240,85087,788,249,2321220,171
95242,85087,0,0,6059,0
95330,85087,17262,4980,17402594,0
95337,85087,128,45,341873,0
50588,85114,11275,4058,9439304,0
51002,85114,89,52,361896,0
50248,85168,3311,1531,3785675,5179
22657,85195,7015,3159,9827904,84596
37764,85208,26,11,75639,0
37820,85208,446,163,1275529,0
37871,85208,3434,1390,13093280,79901
61319,85222,0,0,13761,0
61364,85222,17797,8171,21751793,0
22980,85249,1545,610,3604645,12503
24477,85249,6623,2727,19388415,342453
54235,85276,8617,4693,14272691,4707223
49091,85303,13040,5467,24750080,182
57785,85330,6583,3139,9593464,0
72160,85357,9233,4277,13305338,0
34446,85390,8328,4881,25424925,0
34448,85390,488,376,1720389,0
61951,85411,4567,2136,8251573,10770
47882,85438,4518,2211,5733378,0
63080,85465,7116,3157,12099310,0
65441,85465,1998,884,6201370,0
78565,85492,315,141,539516,0
78582,85492,171,49,171650,0
78595,85492,5208,1445,8317035,0
73086,85519,4733,2199,9583866,133634
75482,85546,14196,6221,26331336,522184
98251,85573,2940,1222,3143645,0
98272,85573,0,0,34372,0
98294,85573,5042,1933,7729342,0
35062,85600,1809,729,7452109,4034
35063,85600,65,28,228168,0
35130,85600,195,92,1483342,1342
35148,85600,1974,963,8286993,3057
26651,85627,3369,1683,7922943,21640
30747,85654,8363,3141,17503665,0
30753,85654,2678,1119,7154800,18581
84098,85681,6088,2486,8993197,0
29040,85708,4934,2006,20806224,0
29150,85708,37266,16786,66934858,887319
29152,85708,2358,877,3542866,0
29153,85708,7218,2948,27234583,104624
29154,85708,20483,8546,48811042,244705
29168,85708,848,329,2798517,0
17801,85762,10683,5225,6609422,419382
17842,85762,732,310,1566873,881
17857,85762,5685,2708,8273328,50528
17870,85762,10967,4151,25017616,558711
17876,85762,1474,736,2509391,16692
17889,85762,0,0,0,4627
29909,85775,11823,7217,20968206,0
29910,85775,732,282,1699186,0
29927,85775,0,0,5102,0
98930,85789,54,8,106261,0
98938,85789,292,82,537285,0
98944,85789,16981,4853,14620340,0
75758,85802,3475,1902,8443311,0
75770,85802,39,17,114513,0
70512,85816,128,59,174105,0
70541,85816,242,113,499926,0
70584,85816,3130,1330,7639623,0
85173,85843,2782,1437,3093545,0
96130,85870,10285,4447,13783798,102704
18847,85924,2585,1156,4055705,297321
97462,85978,1222,521,2078432,0
97479,85978,7431,3332,8003511,131321
30401,86005,7484,3106,23156052,644736
28539,86024,12039,4796,39740795,643376
28584,86024,4296,2156,13759313,495388
05459,86059,22,4,61013,0
05488,86059,3033,1347,4220442,115198
77480,86086,3584,1514,4501759,0
97345,86113,134,62,740314,200207
97386,86113,9435,3955,15252206,51853
37874,86140,5430,2522,13916186,0
79556,86167,10247,4692,12737381,2421
35014,86194,0,0,1091216,2079
35032,86194,66,27,231679,0
35044,86194,4494,2054,12563016,149203
35150,86194,12171,5741,27386551,64688
