Urban Area GEOID,County GEOID,Population,Housing Units,Land Area,Water Area
89461,29071,8658,3616,13555885,0
89488,45087,10033,5169,24096411,50374
89515,18135,3619,1743,4602699,3761
89515,39037,1824,828,2043862,0
89542,42049,3381,1425,4986309,65231
89569,47131,10303,4809,17721310,12645
89596,55101,6973,2669,10757797,14477
89623,01011,5307,1571,12675709,104472
89650,42051,51370,23947,100552791,497700
89704,18053,3343,731,2940337,29890
89719,34031,3796,1639,4156355,1624517
89719,34037,83,33,109908,0
89731,39175,6055,2916,7951633,0
89758,39021,11699,5344,14536639,4584
89770,15003,802459,288351,440739747,12600112
89785,36043,1344,750,6008463,231163
89785,36065,115984,50730,155580354,1347211
89839,48463,18118,6598,27038505,32125
89866,06095,93141,33141,70989514,120658
89893,35013,4497,1315,10330009,0
89910,04019,9164,3303,18310394,0
89920,08037,5823,6624,8211021,10836
89947,36021,5336,2412,14168830,1443281
89974,13027,935,438,4841432,7902
89974,13185,76150,30275,139456249,1989837
90001,31031,2713,1420,4773283,79979
90028,06055,19466,5988,11751061,1416
90028,06095,145608,56800,97056977,2766405
90055,38003,6689,3342,12303856,0
90082,01017,17399,9017,54790707,0
90082,01081,0,1,23750,0
90082,13145,896,386,1902164,216090
90082,13285,2465,1069,4207613,123946
90122,48467,2502,1039,6253036,3903
90136,17051,7309,2783,10840927,30985
90163,29007,3656,1166,3171713,1542
90182,06083,3047,945,4649544,0
90217,39161,10747,5068,14491420,49092
90244,26157,3714,1579,8011893,25447
90271,41039,5979,2360,10696433,102736
90282,48251,3559,864,7945911,13316
90298,50001,2592,1073,6363257,202346
90325,46027,10492,4004,8951179,0
90352,49047,17321,6454,44180594,0
90379,48487,10572,4915,14318666,0
90433,21239,15907,6706,27705799,384938
90460,39037,2685,1145,4454368,12977
90460,39149,610,231,1432865,0
90487,22065,194,99,302282,42898
90487,28149,28828,13016,63344335,620755
90514,48469,63683,25854,75168848,125669
90541,06071,328454,108654,432083781,2783559
90568,13209,118,44,304427,0
90568,13279,13324,5934,30599304,644078
90595,13093,3506,1554,4803034,4426
90622,72147,8230,4808,13439063,14153
90631,29029,4451,6360,21838549,2997704
90640,04025,5309,3509,7586005,0
90658,34009,51291,47272,87740842,1255087
90676,22039,9328,4276,17141894,11680
90703,18083,21302,9213,28236388,469875
90730,34001,4393,1907,9111765,9670
90730,34011,81951,31333,122982663,525076
90730,34015,6349,2455,19261240,183042
90730,34033,2566,978,8964767,205516
90757,25007,10082,8579,25473810,2549062
90784,40035,6002,2625,9294661,0
90811,19011,5044,2192,6264155,0
90838,22019,2752,1281,4803252,33483
90851,17117,3314,1545,3814149,0
90851,17167,952,408,2536241,0
90865,27137,12883,6864,16007642,362242
90892,51073,8861,3982,16653948,954414
90892,51093,4287,1778,12233040,381620
90892,51095,3806,1345,3111362,28766
90892,51199,52431,20215,88327782,8056770
90892,51550,205261,77830,229343690,10003878
90892,51650,137094,59414,126268719,51639661
90892,51700,180668,76174,143356837,15316599
90892,51710,242803,95018,140171293,31446823
90892,51735,11360,4416,19588186,3205577
90892,51740,95535,40806,87159966,33876240
90892,51800,66287,25536,119032833,9700122
90892,51810,431273,175059,349751692,25368668
90919,55123,4097,2047,5331564,0
90946,06107,219454,73650,164291961,39512
90959,04013,6615,3194,6482173,543
90973,22017,2980,1358,4716026,0
91000,18169,10418,4917,12490056,36792
91027,48309,172378,70081,233750303,1594494
91054,27019,10748,4131,11371276,360368
91081,27111,124,49,195281,7557
91081,27159,3803,1884,5618320,0
91108,37007,5791,2674,13648566,0
91135,40145,8043,3396,12277045,0
91162,31155,4450,1933,5923613,0
91189,27167,3279,1556,5720412,0
91189,38077,7834,3509,11735002,0
91216,15001,4089,1838,2787677,0
91243,15001,6960,2545,12218800,0
91252,36071,11565,4483,13245390,251282
91261,24017,102818,38247,161462732,630042
91261,24033,7101,2484,14588233,26146
91270,41041,3434,2505,9059725,654341
91297,05127,3330,1540,6639435,35843
91351,18099,85,72,267327,0
91351,18141,2143,851,4431684,0
91351,18149,807,556,2414291,9940
91378,37061,4345,2020,8436950,1493
91405,41059,8825,3475,14513974,0
91405,53071,46980,18762,57145180,86346
91459,05075,6346,2844,9594440,0
91486,08055,2943,1677,4264160,0
91513,45029,9502,4347,22203633,29424
91540,40033,2506,1192,3327197,1235
91567,36025,3067,1556,3579750,70735
91584,36117,3089,1109,4539185,0
91594,55127,4383,2727,9180303,53603
91648,20149,4418,1889,4983567,5759
91675,39011,10684,4699,16177135,224490
91702,53077,7607,1977,6893330,0
91741,53025,2679,796,2303907,0
91756,25015,6554,3215,16100672,351883
91756,25027,2592,1176,4654744,0
91783,13021,642,261,7815283,109877
91783,13153,125963,52649,222396584,2227068
91783,13225,6504,2873,30376697,54224
91810,05011,5801,2768,15973659,61960
91837,42123,15420,7532,21643084,1329250
91864,29101,20677,8207,30029155,236679
91891,36113,2648,1247,3936067,0
91918,29219,9079,3801,15996873,222075
91999,18085,30166,12520,68921998,7553417
92012,29015,2565,1430,6664565,437703
92026,36121,3017,1412,4356316,0
92053,37061,3045,1428,5924648,1425
92134,36071,12080,5025,23063728,100356
92161,06029,25489,5442,15784520,0
92215,27161,9537,3850,10587685,517848
92242,11001,601723,296719,158114680,18884970
92242,24003,1550,704,3700475,0
92242,24013,7068,2543,12174905,45986
92242,24021,15426,5106,43760860,98895
92242,24031,943773,365902,693248723,6923966
92242,24033,781346,294618,709205047,15923202
92242,51013,207627,105404,67273573,244125
92242,51059,1066647,402639,812888402,12909751
92242,51061,21089,7833,46356384,565656
92242,51107,259231,90300,250465884,3034187
92242,51153,385254,130992,437500863,8875851
92242,51179,69079,22214,96934731,1213050
92242,51510,139966,72376,38919733,1140371
92242,51600,22565,8680,16159465,95054
92242,51610,12332,5489,5176813,6
92242,51683,37821,13123,24818218,93431
92242,51685,14273,4904,6562394,2623
92269,13317,3457,1672,8238912,16075
92296,18027,12462,5517,17009329,118631
92323,19183,6628,3022,6949110,0
92350,29071,14316,6453,17950416,98252
92377,34019,3848,1588,9570563,12668
92377,34041,11537,4913,18648753,52808
92404,37013,16429,7743,40585800,695763
92431,39047,15168,6865,17522817,140261
92445,32031,2645,1160,7927149,0
92470,36071,1553,733,3293675,8994
92470,36111,2383,3,1418634,0
92485,09005,20694,8415,38339864,686378
92485,09009,173841,73135,195423749,3224897
92512,50023,2971,1445,7678790,109911
92539,06099,9104,2875,6269104,59336
92566,17133,9604,3968,15272400,330335
92593,19013,113418,48511,161179329,4994464
92620,55027,97,44,64353,0
92620,55055,2962,1262,3499294,74081
92647,27019,4185,1685,4834843,82609
92674,36045,57840,23133,106040717,2978979
92701,46029,21111,9869,34621222,83404
92728,55027,8278,3562,8789625,419263
92728,55055,15069,5887,14603741,586631
92755,28161,2622,1196,5802738,0
92782,23011,22766,10432,38219099,1408446
92782,23025,2923,1370,3728494,287768
92809,36097,3457,1746,6576271,5983
92836,40011,5084,1471,5421207,0
92863,17075,5055,2410,6537793,0
92890,06053,7050,1569,6789530,35950
92890,06087,66484,18328,52365856,903603
92917,12049,14473,4943,26461758,3777
92917,12105,148,46,115278,0
92944,19005,3731,1862,5024010,0
92971,55135,7755,3779,16574220,1218777
92998,55027,7942,2249,5739655,0
92998,55039,3431,1470,3832725,146666
93025,55073,74632,33318,121387810,8483189
93052,39051,7193,3008,9853900,43324
93065,55137,2573,1212,4747664,55250
93079,19017,8621,3218,17330179,960355
93092,31109,3133,1104,3153269,0
93106,47085,3246,1528,9744446,0
93133,39131,7396,3592,15956591,1262247
93187,13025,102,45,448636,7511
93187,13299,25621,11799,58271991,486002
93214,26005,4518,1935,8536262,117001
93241,31179,5557,2036,4657184,0
93268,13033,5830,2300,12270353,147851
93295,28153,4224,1941,10980710,0
93322,24021,41,21,99470,0
93322,24043,1152,500,3805345,68393
93322,42055,24719,10955,41555324,17949
93376,42059,8665,2923,9077467,0
93457,40039,10713,4770,9805161,0
93484,48367,34824,14466,83201004,214280
93511,19079,7761,3641,10887190,5458
93525,12095,4505,1753,6447878,86965
93565,36011,3112,1356,5054722,13495
93592,39081,39918,19003,67768307,1509478
93592,42125,302,129,935079,0
93592,54009,13929,6797,27405810,2419245
93592,54029,16740,7990,34700957,2205161
93619,16087,5551,2365,6316448,72374
93619,41045,108,48,361522,62543
93646,54047,3098,1574,4150421,62827
93673,08069,6224,2244,7061827,5660
93700,20191,7783,3629,10270228,0
93727,39093,4845,2159,7395427,647146
93808,36003,6084,3030,11336289,0
93835,22053,2631,1132,5183695,0
93862,53007,39017,15780,40273155,2618014
93862,53017,28210,10909,40983195,2370987
93871,16047,2756,1039,2545687,599
93880,37069,377,154,1839886,0
93880,37183,12832,5255,25651058,0
93889,48309,2780,1199,3268235,0
93916,55131,68444,29671,99682522,1490650
93970,48039,4976,2127,8770023,100816
94005,24001,4766,2265,6614924,97730
94005,24023,126,60,328294,0
94005,54057,939,506,1295968,0
94024,36013,3015,1460,5611601,0
94051,17055,8954,4261,14976203,133139
94132,39097,4572,1891,4089386,0
94186,39031,2534,1128,2829167,0
94213,19139,3690,1297,3205695,525
94294,24013,72688,27261,149331240,955675
94294,24027,26,10,115567,0
94321,54041,5077,2520,7056733,232787
94345,48157,2928,1150,7973062,268839
94375,29091,11242,5173,20936153,3385
94402,28025,9173,3934,17262301,104006
94429,31039,3180,1504,3927273,0
94442,36071,12141,3365,10689100,133006
94456,51101,2675,1133,4809551,4692
94520,48231,6353,3323,25879350,3730627
94520,48379,739,373,1291263,113534
94520,48467,514,237,935606,8736
94537,39001,3133,1444,5534408,0
94564,18091,5931,1211,6939169,0
94591,32007,4244,1439,3981785,0
94591,49045,1121,455,13666824,0
94618,01051,6659,2549,13853310,87360
94645,40133,3071,1452,4023664,0
94658,51015,2522,938,4609189,7791
94672,48481,8964,3965,12672519,5302
94685,06115,3434,1324,1956508,0
94699,56031,3584,1829,6892714,0
94726,39013,27565,13731,41143548,252499
94726,39081,2617,1313,3511394,0
94726,54051,16887,8141,19309135,2972158
94726,54069,34180,17195,57789123,5251719
94739,37125,3514,1567,11281401,1609353
94753,30029,6300,3947,11676498,408548
94780,17061,4048,1944,5674567,0
94807,26121,10438,4688,34807953,2872561
94807,26127,130,60,323579,0
94870,29101,5387,2188,15900658,13227
94879,47089,3061,1391,7460053,0
94888,04007,656,162,1396778,0
94888,04017,5532,1451,12267198,175028
94915,35028,5039,2084,4907540,1253
94942,48181,3959,1779,6870405,15415
94969,54025,2674,1535,3959102,28793
94996,37047,7446,3258,22585322,0
95050,55055,3233,607,2158108,0
95050,55127,10994,4446,10726558,775465
95077,20015,11492,4166,18749026,84178
95077,20173,460197,197307,535686107,12194159
95077,20191,1181,549,1740141,0
95104,48009,997,399,1662890,784831
95104,48485,98440,42517,128775183,2854370
95158,04013,3624,2006,6383733,0
95185,28131,3768,1395,9564296,22035
95212,40077,2979,1274,6180497,39798
95310,29077,5531,2127,17883641,0
95320,39077,6309,2729,7762825,33433
95347,04003,3671,1626,4395290,0
95364,04005,2639,1211,4610927,0
95374,06011,5181,1507,5071900,0
95391,19095,2914,1338,5233147,17550
95401,21235,5969,2353,12225308,277363
95411,51095,52581,24035,108435233,1290288
95411,51199,9040,4295,13030061,318952
95411,51830,14068,5176,23366983,416056
95428,21195,671,315,1807979,0
95428,54059,2754,1626,3622931,0
95455,42081,56142,25270,68629691,2269210
95482,26065,6317,2790,10853679,239209
95509,37117,5361,2644,8494031,0
95553,21081,4491,1677,13030491,100649
95563,42043,2096,1013,2584914,0
95563,42107,2500,1184,2627467,0
95590,09011,82,32,170150,0
95590,09013,6787,2990,17633098,1760244
95590,09015,22800,8466,28461919,997320
95634,12075,3244,1339,7814899,2068
95644,38105,15127,6719,18528523,157203
95671,06045,8053,3403,13560092,114847
95698,27067,20244,8459,29455880,8668429
95725,06021,7346,2884,6733954,4854
95752,48467,3320,1379,7289830,24072
95833,37019,19636,9144,54385270,245508
95833,37129,198178,98920,284918954,7734011
95833,37141,2143,907,7157416,109169
95860,39027,12374,5795,14189271,78162
95887,21113,5508,1759,4518044,26504
95914,37195,49190,21869,64165165,104810
95941,19139,2791,1227,4243223,7162
95968,18131,2554,1163,3656462,0
96022,18135,4978,2336,7057880,30165
96049,21049,25831,11427,36778662,189105
96076,47051,11681,5439,40031829,1683985
96103,51069,43246,16719,72392084,287993
96103,51840,26203,11872,23912611,54101
96130,13013,36937,14075,115993760,1661436
96130,13297,894,340,3055602,18085
96211,27033,4409,2051,6073448,173085
96223,04001,3318,1138,7740635,0
96223,35031,192,76,397282,0
96265,29083,2497,1206,3328268,4538
96265,29159,80,28,59737,0
96278,37015,3566,1169,6123998,0
96292,33019,29,12,101422,88908
96292,50027,2675,1383,6846036,346638
96319,20035,12029,5085,15111375,0
96350,55139,3654,1798,8732679,581488
96373,32013,10268,4225,23620722,0
96400,46123,2907,1520,4529157,0
96427,22127,5376,2523,11057434,0
96454,48071,3901,1473,10778210,58074
96481,22041,5361,2258,9463656,0
96508,45039,5141,2582,10005243,0
96535,48159,689,328,1972364,0
96535,48499,2714,1190,7085159,38583
96562,27169,30712,12526,32345341,2095794
96589,28097,4388,1951,8358036,0
96616,04005,0,0,3446,0
96616,04017,9765,3411,24046444,44717
96670,37057,48476,21369,159236945,13139
96670,37059,7062,3205,22425482,523209
96670,37067,323748,144975,619419200,5765851
96670,37081,218,74,573223,0
96670,37169,11520,5046,33831007,274218
96697,12105,201289,94666,348003481,80355472
96724,06095,0,0,1952,205
96724,06113,7082,2414,5830416,0
96751,48399,2516,1252,3161867,0
96778,19121,5043,2211,4893432,0
96832,55097,567,218,2239614,152
96832,55141,28602,13178,53325725,1275315
96859,30085,3540,1346,3191976,0
96886,17111,4533,1619,5202807,0
96913,41047,32943,10942,30210500,17271
96926,47015,2604,1181,3793936,0
96940,48209,5032,2524,12657229,0
96967,06107,7465,2120,4436883,1178472
96994,06113,55513,19817,31593905,0
97021,53011,217,125,254290,75152
97021,53015,5646,2130,8726263,95304
97048,08041,1796,1161,4595948,18578
97048,08119,8732,3858,17408343,0
97102,45083,4298,1926,8739766,9395
97119,01007,1727,649,6409877,25900
97119,01073,323,112,798744,0
97119,01125,1614,593,7707101,11195
97129,17111,25308,9958,31261041,0
97156,51171,7017,3346,13374855,69490
97183,34033,4195,1894,5826291,112797
97200,12073,1975,921,5787088,1345
97200,12129,3452,89,13938337,0
97210,48457,4760,1215,13167397,41893
97237,40153,11344,5404,21722405,106423
97264,39169,30430,13763,47965582,91183
97291,09015,32928,14518,83658481,2505818
97291,25017,1389,448,4450880,19551
97291,25027,452197,186697,699535886,30997276
97318,56043,5465,2474,5748595,9006
97331,12109,6622,2533,16703565,270378
97345,27105,12616,4661,13430276,3151543
97352,29219,2938,1210,5735557,56319
97359,55009,2524,965,3822052,180434
97366,13167,3452,848,11826429,97500
97372,06037,71,31,86716,0
97372,06071,4025,2423,3443132,0
97399,36105,3634,1630,9621267,24800
97399,36111,545,229,1915668,44359
97426,05037,7722,3342,12074937,0
97453,51197,7212,3775,18395011,33456
97480,37197,3530,1478,9702266,44699
97507,53077,129534,49379,154959204,542767
97534,46135,14637,6310,14249696,0
97561,72055,17240,8222,17758761,29747
97561,72059,18967,7594,37713268,22756
97561,72111,18235,6855,17838420,29465
97561,72113,246,99,1125625,271
97561,72121,1908,880,4607164,2711
97561,72153,34303,14708,41533284,20009
97588,28163,15546,4555,22220276,165488
97615,39057,3589,1851,6621581,6720
97642,53053,2127,807,6379870,74745
97642,53067,10260,3856,14025439,72418
97669,32019,2911,1437,3913600,0
97696,48123,2025,808,2640553,0
97696,48285,3599,1579,4796974,0
97723,31185,7633,3583,9526750,13991
97750,42133,232045,95573,342425738,1163474
97777,45091,7931,3382,16115269,120965
97812,13223,3289,1208,10025714,100949
97831,39099,195160,92469,281596239,3856359
97831,39133,15,6,21440,0
97831,39155,152898,72513,278915417,852289
97831,42073,434,211,2355460,94151
97831,42085,39043,19277,61530381,83837
97858,42123,2921,1359,6585402,20006
97885,06055,2933,1253,4146283,0
97912,06093,7598,3568,12839746,15696
97939,06101,72171,25938,58437726,612082
97939,06115,44548,16119,41686169,365803
97966,06071,23805,10839,44975164,0
97993,12089,7534,2958,25599683,0
98020,04027,134256,67642,148991238,379100
98020,06025,1011,582,3339757,199967
98047,08125,3524,1492,3970008,18289
98074,39119,42132,19783,72435353,1589312
98101,48505,10719,3992,13497850,0
98182,12101,66609,37667,112650971,1590813
98209,27141,8110,3018,24496917,2493727
98236,27049,3161,1401,4819963,0
98263,35031,6744,1812,11876813,0
