ZCTA5,Place GEOID,Population,Housing Units,Land Area,Water Area
22735,5109752,41,14,227104,0
22740,5174384,342,179,2308452,2055
22747,5183248,135,97,680128,3380
22801,5106336,1263,507,1720500,0
22801,5109656,0,0,19526,0
22801,5121648,0,0,90201,0
22801,5135624,28010,9984,28557285,35032
22801,5150020,4149,1774,11016124,187095
22802,5135624,17593,7452,15432742,78084
22807,5135624,3311,8,1122586,36839
22810,5104920,743,1143,13066050,233296
22812,5109656,5635,2115,6319908,18022
22812,5153864,0,0,0,2768
22815,5110040,3691,1560,6089477,58965
22815,5178736,339,145,427490,260
22821,5109656,9,5,214041,0
22821,5121648,1530,662,2564204,0
22824,5104920,23,9,1725686,804
22824,5125008,1041,543,1981256,42785
22827,5125408,2726,1314,7868491,156433
22827,5150030,34,10,1399097,0
22832,5150030,0,0,344406,0
22835,5147528,4895,2270,12310162,76616
22840,5150030,2257,2682,23936557,57101
22841,5109656,0,0,10450,0
22841,5153864,433,201,1247818,39241
22842,5104920,487,494,7755776,5415
22842,5153992,1979,835,5507914,62975
22844,5155848,2146,1048,5249581,37359
22846,5150020,684,225,1277922,2595
22847,5153992,15,8,1528174,2711
22849,5171776,2373,1076,5635346,229789
22851,5175024,1689,769,3709286,5342
22853,5178736,2183,1021,2853753,47368
22901,5114968,5740,2619,7182922,51626
22901,5120560,770,360,785201,4842
22901,5129840,37,17,557141,0
22901,5140248,600,229,2415658,32726
22902,5114968,12037,6167,7122964,0
22903,5114968,25501,10402,12189585,1348
22903,5120560,336,123,1075674,4979
22903,5140248,305,149,3701291,18538
22903,5180165,3268,1366,2915510,7489
22904,5114968,197,1,21891,0
22904,5180165,4436,13,1658884,3990
22911,5138032,7649,2994,16681658,185355
22911,5162738,1130,452,2972434,66396
22922,5103208,708,309,26972583,168237
22932,5120560,4459,1746,9582409,63840
22936,5138032,41,19,47635,0
22937,5125968,528,243,9424340,8548
22939,5127968,4843,1846,22736938,80884
22940,5129840,156,65,4625403,5389
22942,5131936,1496,710,2391949,4046
22947,5167331,1860,780,7053636,23187
22949,5147224,520,262,10445457,859
22952,5147720,904,373,8309374,91989
22952,5171904,438,202,15575985,170412
22958,5155400,1076,702,24738437,122944
22958,5187008,147,1979,19553467,2968
22960,5159496,4721,1991,8561280,42326
22963,5143424,9920,4265,22925482,1616649
22963,5160392,104,55,3665306,25828
22967,5187008,18,312,3250205,0
22968,5169360,1141,512,7128972,56453
22968,5179768,1647,553,3080081,241769
22969,5170704,298,159,4002922,52872
22971,5172080,507,261,6994113,0
22973,5175008,367,182,925410,0
22980,5120240,628,226,1432683,8263
22980,5122976,1327,629,10347666,21690
22980,5127968,1467,665,6686823,14720
22980,5147720,393,175,3656691,139473
22980,5155720,85,38,1694281,3610
22980,5176272,1712,683,4800224,19216
22980,5183680,21006,9717,38950817,419089
23002,5101640,1099,419,9710022,19982
23005,5103368,7225,2863,18474683,79404
23009,5114312,672,279,5520429,87679
23030,5114904,133,67,6998895,118076
23038,5118624,83,30,502368,25860
23040,5120768,393,178,10789046,55060
23043,5122064,1119,1212,10509425,7661269
23059,5131200,4701,1955,10464967,118133
23059,5172272,6948,2623,7806189,78222
23059,5187960,9785,3266,9464231,61325
23060,5131200,10013,4259,11910972,57057
23060,5139920,7406,3189,9593040,180424
23060,5144280,1163,471,1020182,38827
23060,5172272,0,0,1494333,24880
23061,5131608,2951,1149,18059394,511275
23062,5131616,2340,1150,3734104,5211593
23063,5131808,861,338,11575964,138345
23064,5133824,131,128,890813,355636
23066,5133824,471,526,5217679,7511510
23069,5135160,252,117,3076236,2684
23072,5131616,7062,3107,20608843,12843412
23075,5137032,9819,4308,11873171,636087
23085,5142536,85,54,3180894,11888
23086,5114312,646,241,6959205,14622
23086,5142792,247,110,11930710,1588
23093,5108264,813,566,3550055,1115082
23093,5147144,1555,750,4731364,37058
23109,5150104,555,272,5137583,132621
23111,5150856,28787,11348,42907847,196335
23112,5109248,13173,5747,15963044,2832640
23112,5187380,7319,2688,6272852,1684134
23113,5108472,0,0,138213,0
23116,5150856,7561,2919,30414201,109599
23117,5152120,467,204,2300241,14136
23124,5155800,239,83,11604278,0
23149,5170112,769,236,8425931,0
23150,5137032,203,84,860324,6393
23150,5170256,5783,2596,14105853,71131
23173,5167000,2820,39,1054356,54881
23175,5180272,476,368,1096097,221178
23177,5142792,5,1,15329,0
23181,5184960,3306,1379,13080619,4171168
23185,5186160,12631,4478,20965586,308120
23187,5186160,267,0,251971,58014
23188,5186160,1170,698,2149426,51726
23219,5167000,3781,2135,3974414,729233
23220,5167000,35545,16609,12440992,718393
23221,5167000,13680,7816,8552740,1693502
23222,5124496,3411,1440,6854888,83054
23222,5167000,17061,7936,8922885,3686
23223,5124496,11385,4855,15959973,439109
23223,5137032,5689,2229,7980231,239846
23223,5152904,2,1,884224,15129
23223,5167000,22658,11407,10035596,178593
23224,5167000,30673,13603,28311453,743536
23225,5108472,326,143,1397732,31923
23225,5148996,3898,1839,6428735,119380
23225,5167000,34945,17887,29189045,1628610
23226,5167000,8029,3873,7628350,1117
23226,5179560,189,101,1985214,1044858
23227,5114544,5456,2345,8667285,856178
23227,5131200,59,24,322161,0
23227,5143464,744,412,811187,49969
23227,5167000,10065,5737,7953969,20503
23228,5123744,6982,3547,3894229,10352
23228,5131200,1,3,71406,70
23228,5143464,11105,5268,10396860,130100
23228,5144280,14443,6353,12092102,59525
23229,5179560,31097,13141,36205354,1591721
23230,5123744,897,364,987570,38648
23230,5167000,2217,1367,3183937,0
23231,5152904,7991,3578,7396286,181024
23231,5167000,4572,1967,3048534,0
23231,5170256,1788,749,3388795,71861
23233,5139920,347,143,1691156,25244
23233,5172272,17781,7172,13870353,208913
23233,5179560,1420,813,905522,21068
23234,5106216,0,0,29050,0
23234,5106728,4604,1897,6540738,60990
23234,5150568,15001,5817,13868771,347203
23234,5167000,12223,4950,18204923,1043284
23235,5108472,16040,6874,20025647,49555
23235,5148996,5089,2239,6638523,7881
23235,5167000,5945,3023,12393511,64977
23235,5168470,1485,564,2210231,0
23236,5148996,1817,743,2303316,0
23236,5168470,6946,2859,11616909,205092
23237,5106216,6352,2705,14984392,0
23237,5106728,1215,484,895033,0
23237,5116096,0,1,1205672,0
23237,5150568,3311,1286,7184044,0
23238,5179560,12284,5624,13921166,771695
23250,5170256,0,0,8056933,37877
23294,5144280,1107,444,842645,1632
23301,5100180,519,229,995557,1736
23301,5160920,158,75,1018227,0
23301,5177648,123,64,955654,0
23303,5103528,635,314,12217836,598395
23303,5183568,45,23,1160969,0
23306,5105912,462,214,3158935,213351
23308,5108120,387,184,865058,0
23308,5149336,328,110,692630,0
23308,5152408,149,78,1527384,0
23308,5155448,252,101,1925844,0
23310,5112808,1009,958,9473828,1808465
23310,5115112,296,139,1861398,16860
23310,5124752,59,33,129430,0
23314,5106712,229,92,1871276,131268
23314,5113160,4574,1895,14800208,221791
23315,5113192,288,145,6303423,12592
23316,5115112,191,104,812226,8822
23320,5116000,51797,21820,84467231,3027113
23321,5116000,33590,12598,68177302,1283614
23321,5176432,63,21,28892,0
23322,5116000,60473,19878,390590521,3940095
23323,5116000,35906,12548,312217201,14675763
23324,5116000,22851,9259,17304420,1832312
23325,5116000,17592,7093,9912481,1293957
23336,5116512,2941,4517,20013039,68188372
23337,5183568,318,171,4389925,174313
23347,5124752,246,46,363645,0
23350,5105912,70,42,701830,0
23350,5126416,1460,769,6845572,0
23350,5154984,0,0,287791,0
23356,5112915,1042,844,7639120,353099
23356,5132560,192,145,1340009,60241
23357,5105200,24,11,166121,0
23357,5114995,377,128,2143404,0
23357,5132624,220,96,2574529,0
23357,5160920,27,13,502448,0
23357,5177648,6,3,196794,0
23359,5134176,206,108,631482,0
23359,5149336,19,11,550209,0
23359,5170352,11,11,316786,0
23389,5135240,131,94,982988,0
23395,5138504,574,1142,13650462,269192
23395,5155608,26,10,1072254,2756
23401,5141656,175,85,733541,0
23401,5164976,20,9,258203,0
23407,5149336,93,46,795628,0
23407,5155448,189,75,1762958,0
23410,5108320,211,143,9265837,0
23410,5150984,408,202,736142,0
23410,5159384,83,36,125941,0
23413,5154984,499,239,1761834,0
23414,5155448,82,39,825597,0
23415,5155608,179,102,3828846,3026
23415,5183568,756,383,4770315,84852
23416,5103528,11,8,86919,0
23416,5158184,255,124,2838312,0
23416,5183568,9,5,135542,0
23417,5105200,96,60,4200300,0
23417,5121776,115,84,1556436,5313
23417,5159336,1263,753,2722859,5204
23417,5159384,60,32,658785,20739
23417,5170528,175,94,2775472,0
23417,5174160,131,99,3502698,0
23417,5177648,0,0,4398,0
23418,5159384,373,220,1320418,0
23420,5108675,504,229,6640046,0
23420,5113635,229,122,8213645,226265
23420,5141656,3,2,192626,0
23420,5149320,45,24,4864805,0
23420,5160296,229,113,1653290,0
23420,5164976,111,52,1809159,0
23420,5170520,78,42,764333,0
23421,5108120,0,0,1584,0
23421,5130384,381,187,7662858,61113
23421,5144952,125,60,1947382,0
23421,5151362,551,291,2998255,0
23421,5160680,842,407,1611780,0
23421,5160920,464,207,4200539,27584
23421,5185608,219,114,885801,0
23422,5164976,216,99,4668646,521
23423,5149320,15,4,1000788,1215
23423,5165280,282,205,2906070,0
23426,5170352,170,98,5803710,51002
23427,5170576,241,179,1099237,14507
23430,5106712,643,269,8757827,76584
23430,5169472,1018,533,21363696,405654
23430,5173200,8089,3323,24548667,2372799
23432,5176432,1538,669,34273725,5395409
23433,5176432,1218,543,4401701,15294692
23434,5176432,47670,18973,526811515,21221835
23435,5176432,27053,9937,102435681,26047511
23436,5176432,942,382,4087121,2625108
23437,5176432,4283,1777,258036938,4324429
23438,5176432,1818,733,106354051,0
23440,5177520,727,377,3226387,0
23441,5177648,171,80,1607058,0
23442,5103528,216,97,2973791,2161
23442,5148776,155,72,2623369,0
23442,5170352,31,18,1313869,0
23442,5177856,358,167,8838787,3420
23451,5182000,41544,23513,47651742,6061743
23452,5182000,59321,23662,37917640,6277024
23453,5182000,35960,12701,23841380,187852
23454,5182000,60283,24246,79273283,8623447
23455,5182000,47938,20439,41758611,8413397
23456,5182000,51748,18247,131040728,7639834
23457,5182000,4289,1656,176838245,87967987
23459,5182000,1091,270,3533561,0
23460,5182000,1201,0,562519,0
23461,5182000,287,0,157396,0
23462,5182000,61973,26087,30327788,741112
23464,5182000,72359,27058,43436767,2781220
23480,5182320,232,230,606954,0
23487,5186784,2626,1059,10398137,42348
23502,5157000,20678,8440,26178732,2224592
23503,5157000,30856,15006,13392436,6563183
23504,5157000,23483,8789,10749172,895970
23505,5157000,28503,13097,16624796,2600339
23507,5157000,25818,3535,2300013,270940
23508,5157000,20263,6696,9113420,5500052
23509,5157000,12817,5459,6649454,988850
23510,5157000,7031,3557,2913325,1008819
23511,5157000,2457,141,14240854,7561749
23513,5157000,29595,12341,13297095,0
23517,5157000,4484,2502,2067449,0
23518,5157000,28095,12581,16171981,1903938
23523,5157000,7793,2874,5597063,1932118
23551,5157000,930,0,875503,0
23601,5156000,25127,11500,19354371,22365038
23602,5156000,39582,16758,34505855,2475190
23603,5156000,3339,1422,17597838,939165
23604,5156000,5720,899,31356474,3598570
23605,5135000,3622,1669,1661052,7738
23605,5156000,10232,5014,8070004,0
23606,5156000,29283,12297,24275625,27184994
23607,5156000,24519,10689,15085852,40977123
23608,5156000,42917,17619,27721745,556680
23651,5135000,696,329,1987424,5748516
23661,5135000,14113,6337,12171471,68255
23662,5163768,12150,4726,39669842,17787850
23663,5135000,14495,5837,7196095,889872
23664,5135000,10194,4799,13540727,7555325
23665,5135000,1343,249,13066275,5264294
23666,5135000,49825,22464,51259800,1919283
23669,5135000,43148,17882,32277210,5224918
23690,5188240,195,126,718292,27426
23701,5164000,25161,10336,19583028,1878083
23702,5164000,11424,4954,6558890,44876
23703,5164000,25739,10536,36651966,25537660
23704,5164000,18716,8682,13103745,1956541
23707,5164000,14236,6298,10441673,3816519
23708,5164000,181,0,427395,642561
23709,5164000,78,0,393269,0
23803,5126128,2927,1125,4913895,172954
23803,5150136,2403,991,6657029,372460
23803,5161832,19271,10103,27282182,369285
23805,5161832,13149,6223,32110870,268365
23805,5177925,431,189,5360429,0
23806,5126128,2251,1,431312,0
23821,5100724,298,163,5529161,34178
23821,5183056,0,0,451928,0
23824,5107832,3621,1698,11641334,46994
23824,5157870,0,0,1327,0
23827,5109032,564,270,1798366,0
23827,5156096,0,0,23883,0
23828,5109208,114,52,1105597,0
23829,5112904,166,70,428126,0
23831,5116096,20160,8017,31664179,306860
23834,5116096,827,302,1210510,2300
23834,5118448,17411,7831,19476234,757309
23834,5126128,1504,620,2265450,20971
23836,5125877,3466,1626,11037468,50108
23837,5119600,1284,520,2374962,0
23837,5171040,6,2,153566,0
23839,5122160,272,136,4347067,0
23845,5124816,161,85,11311191,0
23846,5122160,0,0,3757002,0
23847,5125808,5927,2565,17854907,191799
23851,5112590,766,356,15725761,655277
23851,5113192,71,27,1979270,42826
23851,5129600,8582,3901,21252884,369830
23851,5171040,0,0,166569,0
23851,5173894,592,221,740742,0
23857,5130480,150,147,8364507,139248
23860,5138424,22591,10121,26620504,1357034
23866,5140232,339,156,2822081,3801
23867,5140536,638,304,3259283,0
23868,5144520,1438,538,2982402,0
23872,5148344,483,215,2403022,0
23874,5156096,321,163,1270603,0
23875,5164560,2066,892,16234053,0
23876,5183056,0,0,91742,0
23878,5171040,464,214,8441867,3110
23881,5116880,27,10,64948,0
23881,5176880,54,25,447093,0
23882,5175840,198,108,1491510,0
23882,5176912,11,6,1510896,0
23883,5170715,203,155,2345438,0
23883,5176880,190,93,1694563,0
23884,5176912,93,6,917010,0
23887,5130480,331,489,6248803,2431139
23888,5122160,0,0,1131812,0
23888,5182384,927,455,3223747,104436
23889,5183056,115,61,5574694,0
23890,5176912,152,59,9741372,0
23890,5183600,2149,936,7989897,0
23899,5116880,351,207,6488768,0
23901,5127440,6189,2885,18562177,336672
23901,5134304,1225,155,9354059,29260
23909,5127440,2027,0,99065,0
23915,5104856,128,60,4901399,0
23917,5109016,431,159,2125035,0
23917,5116992,0,0,419,0
23919,5109064,1554,2072,33631804,5061303
23920,5110072,298,144,1825097,17315
23920,5173904,0,0,828,0
23921,5110856,133,72,2888017,14976
23921,5188145,226,141,13184843,588447
23922,5111560,432,223,2592225,17986
23923,5114952,543,230,10335315,0
23923,5161896,9,6,188934,0
23924,5114984,2351,1210,5663664,0
23924,5126944,240,69,2755879,0
23924,5178532,197,85,1915065,0
23927,5116992,1139,768,5075278,77889
23930,5120160,2326,1078,5215617,5217
23930,5157870,84,40,3243847,1045
23936,5122560,447,197,1669102,4158
23937,5123376,520,264,9828534,0
23943,5134304,225,42,690570,13988
23944,5141832,1257,596,5971042,0
23947,5123376,10,3,826991,0
23947,5142264,832,401,2997812,0
23947,5147496,10,5,541554,0
23950,5109064,0,0,90337,0
23950,5143176,604,299,3041860,0
23950,5173904,59,36,4034117,0
23952,5147496,123,49,3246937,0
23958,5160488,219,104,817487,2157
23959,5161896,217,111,2798087,0
23962,5117632,64,29,2683709,0
23967,5123376,0,0,42338,0
23970,5104856,0,0,652795,0
23970,5173904,4591,2191,21412055,73342
23970,5180016,188,77,9566322,0
23974,5147496,32,15,1747141,0
23974,5181024,1725,888,7294075,87105
24011,5168000,219,153,444735,909
24012,5108200,78,44,458926,0
24012,5137880,2290,1148,1829567,1837
24012,5168000,21610,10490,28130666,94488
24013,5168000,8684,3609,5854429,122353
24014,5168000,11911,6264,20076493,228173
24015,5113720,249,108,203684,0
24015,5168000,15006,7691,11463840,99090
24016,5168000,9047,4751,8409197,113843
24017,5168000,23392,10877,23224281,93911
24018,5113720,24673,11724,30564190,45994
24018,5168000,3646,2040,6902352,90179
24018,5170000,0,0,51170,0
24019,5117680,2540,1019,6663419,20321
24019,5137880,11928,5253,19809244,192826
24019,5168000,3517,1578,5728192,41155
24020,5137880,455,34,708517,0
24054,5115048,198,102,4975339,0
24054,5170296,355,193,10643742,0
24055,5104872,1100,607,9005767,0
24055,5118352,132,73,407099,0
24055,5158312,857,439,15712954,10845
24055,5175040,1317,691,6589881,0
24058,5106424,256,121,2455823,10104
24060,5107784,42580,15321,51159842,79837
24060,5116608,24,12,181835,0
24060,5151208,2114,1135,4245870,11386
24060,5164512,1066,470,5222436,6695
24064,5108200,3006,1225,15312584,3426
24064,5144620,0,0,2020,0
24064,5152968,44,19,1400275,0
24065,5108584,239,127,1896089,2113
24066,5110744,1178,608,5638782,120117
24073,5106512,397,195,879900,2442
24073,5107784,40,21,361693,499
24073,5116608,21017,9544,37062459,60214
24073,5151208,19,7,39733,0
24073,5163190,1452,626,3948137,2114
24077,5117680,579,317,1364628,20667
24078,5118352,6791,3430,16953807,59377
24083,5121152,2388,1092,10138548,91862
24084,5106424,0,0,11377,0
24084,5123648,2534,943,3481441,23729
24087,5125488,902,386,2828684,71735
24087,5143224,449,210,1651018,71488
24087,5171632,457,226,975669,29778
24088,5127712,2043,534,23700380,32856
24089,5118352,4,2,474518,0
24089,5127744,879,455,3888626,0
24090,5127824,353,143,610329,0
24091,5128544,425,277,1181298,2656
24093,5131376,115,58,1675590,233238
24101,5184632,115,74,4613570,0
24112,5115048,1500,682,8898903,52802
24112,5118352,408,260,2515291,0
24112,5127744,0,0,126431,0
24112,5138552,1273,612,13262281,39095
24112,5144476,675,332,3373366,15892
24112,5149784,13821,7205,28376620,133615
24112,5181152,717,350,2483540,11928
24121,5157531,2950,2847,33588579,16531388
24121,5161464,0,0,0,498
24121,5184632,801,562,16987983,3615190
24122,5152968,654,309,4851551,5318
24124,5154904,2029,941,3275863,184352
24124,5166896,0,0,14927,0
24127,5155592,153,84,427213,4213
24132,5160840,435,228,8574566,1077391
24133,5160984,1018,535,14845910,0
24134,5161208,2786,1349,8176834,12208
24136,5161336,1128,555,2856744,0
24137,5161464,801,961,28961601,3835427
24137,5180000,1,1,231265,0
24141,5106424,0,0,11161,0
24141,5106512,494,241,3699085,14223
24141,5126736,2367,1193,8146516,735907
24141,5156048,244,130,1018662,1015
24141,5163190,72,38,30957,0
24141,5165392,13938,6427,25309801,867994
24142,5165392,2470,0,257345,0
24147,5166896,774,326,2131937,50197
24148,5138552,670,257,6499842,38170
24148,5167208,742,361,2473147,0
24148,5170296,129,87,6842018,94510
24149,5167256,859,353,3776538,3238
24151,5136445,1234,551,7051411,23740
24151,5168496,4799,2249,17718456,69405
24153,5131488,976,459,3572951,76187
24153,5170000,24802,10832,37339414,263478
24162,5171632,853,409,5185657,32400
24165,5138552,284,157,5198270,0
24168,5175040,105,54,440434,0
24171,5160984,827,402,25405969,0
24171,5176256,1408,731,8393525,0
24175,5121152,169,62,969782,4416
24175,5144620,1979,787,7622821,28841
24175,5179472,431,226,1792094,0
24176,5180000,1137,1214,37324001,9009465
24179,5181280,8098,3774,8188449,90764
24184,5157531,144,103,1820646,169852
24184,5180000,0,0,0,567
24184,5184632,60,27,4481529,6609
24201,5109816,17116,8469,26832166,147757
24202,5109816,719,362,6871346,215403
24210,5100148,7365,3916,17453191,16573
24211,5100148,826,355,3435499,4841
24216,5102040,1754,879,5750317,57847
24219,5107480,5614,2052,12663945,231051
