ZCTA5,Place GEOID,Population,Housing Units,Land Area,Water Area
44108,3923380,569,303,152273,0
44109,3909274,11,2,58704,0
44109,3916000,40613,19396,18697684,238238
44109,3961000,22,9,12487,0
44110,3908336,106,56,135195,0
44110,3916000,20030,11733,10732846,1190520
44110,3923380,0,0,42475,0
44111,3916000,39763,18947,15916187,0
44111,3941664,0,0,179866,0
44111,3943918,15,6,57358,0
44112,3916000,4151,2363,2144031,11281
44112,3916014,2963,1422,1172859,0
44112,3923380,15959,11138,7152474,19407
44113,3916000,19213,10479,9917299,517756
44114,3916000,5225,3603,7504435,4443354
44115,3916000,8307,3730,5727308,119830
44116,3926446,55,57,101787,0
44116,3968056,20213,10181,12271068,2261066
44117,3916000,15,7,404873,0
44117,3925704,10209,5705,9475576,21280
44118,3916014,23753,11165,11773870,46949
44118,3923380,1313,1081,627072,0
44118,3971682,886,412,769395,0
44118,3973264,1511,836,714028,0
44118,3978932,12975,4920,4538283,0
44119,3916000,7168,3918,3232375,858186
44119,3925704,5314,2572,2265060,277430
44120,3916000,24754,15312,6637861,0
44120,3971682,13442,6266,7138410,109426
44121,3916000,1810,1024,1146797,0
44121,3916014,11016,5379,4983644,0
44121,3973264,19915,8415,9987444,0
44121,3978932,479,290,129528,0
44122,3904500,11953,5483,13792180,36128
44122,3916000,2075,963,797659,0
44122,3935255,612,275,3609520,17643
44122,3945556,44,28,1518530,692
44122,3958604,1059,408,2735998,8606
44122,3961686,409,210,897736,0
44122,3971682,14120,6640,8363589,0
44122,3973264,68,37,25582,0
44122,3978932,85,38,46689,0
44122,3980990,2748,1167,1588323,0
44122,3986394,884,468,863888,0
44123,3925704,17637,9034,6708251,1111165
44124,3945556,13957,6862,9959512,13952
44124,3948482,18670,10302,10209549,23732
44124,3961686,5570,2139,17384414,86014
44124,3973264,85,31,53126,0
44125,3916000,148,81,47237,0
44125,3919806,607,263,6395983,360534
44125,3929428,25941,11785,16053525,18885
44125,3937240,0,0,281638,24304
44125,3947306,0,0,31903,810
44125,3979268,2034,790,14032921,346779
44126,3926446,16771,8052,12014927,0
44127,3916000,5586,3231,4907885,2513
44128,3904920,19,11,412177,0
44128,3916000,16792,8100,8401272,0
44128,3929428,99,47,669418,0
44128,3935255,518,40,1463748,1718
44128,3947306,32,18,71044,0
44128,3956924,1027,571,1991759,3804
44128,3980990,10787,5570,8848487,13343
44129,3909246,0,0,569762,0
44129,3916000,0,0,175972,0
44129,3961000,29090,12918,14511599,80312
44130,3909246,2,4,405435,0
44130,3909288,11,4,9211,0
44130,3916000,130,95,185188,0
44130,3949644,15899,7566,19790073,29356
44130,3961000,13879,6456,13117800,27299
44130,3961028,20718,10295,10840596,326
44131,3909274,1532,622,4457006,48186
44131,3937240,7133,2868,24427617,241834
44131,3971416,11804,5167,12710178,17540
44131,3979268,0,0,48838,0
44132,3925704,14071,7423,8054897,796564
44133,3909064,11,5,11208,0
44133,3957008,30352,13679,54779235,32389
44133,3961000,31,6,93139,0
44134,3916000,221,161,741699,0
44134,3961000,38579,17219,24103084,19932
44135,3909288,0,0,1336484,0
44135,3916000,26697,12319,24649438,13437
44135,3943918,164,69,151190,0
44136,3975098,25573,10793,34856411,2279
44137,3929428,134,53,42105,0
44137,3947306,23106,10876,13292820,0
44138,3956882,93,62,106722,0
44138,3958422,9003,3889,10655599,0
44139,3905550,115,34,137776,0
44139,3930632,923,383,7045141,157650
44139,3972928,23318,8757,52206073,337046
44140,3904416,15651,6436,11825091,6444600
44141,3908364,13634,5612,50655297,292760
44141,3909064,23,9,137680,0
44141,3966530,0,0,83129,0
44142,3909288,19201,8167,18156339,6932
44142,3916000,0,0,1611676,0
44142,3961000,0,0,24657,0
44143,3925704,1689,1303,1027714,541
44143,3935252,8345,3405,13344458,0
44143,3948468,2718,1309,8718706,19131
44143,3948482,485,236,586302,0
44143,3966894,10546,5370,11488026,19702
44143,3973264,716,288,1264817,0
44144,3909246,11167,5502,9980012,94388
44144,3916000,9922,4891,4474764,0
44145,3983622,32729,14843,41247991,9744
44146,3904878,13074,6951,13859364,125313
44146,3904920,10732,5739,11332285,30964
44146,3957750,3667,1648,8900289,20183
44146,3980738,2281,969,17497990,118897
44146,3980990,7,6,263795,0
44147,3908364,22,11,41499,0
44147,3909064,19366,8223,33646360,54488
44147,3957008,92,31,413506,0
44149,3975098,19177,7683,28926189,15961
44201,3902848,758,299,2181184,29630
44202,3903086,15548,6396,59357336,2969475
44202,3966152,3081,1293,4395066,78928
44202,3978050,0,0,41081,0
44203,3901000,0,0,548922,0
44203,3903828,26537,12185,23344295,566578
44203,3954562,1085,443,5199282,2055974
44203,3957260,11572,4759,49421839,846321
44212,3909680,34255,13600,33451102,95849
44214,3910254,207,102,899238,0
44215,3914254,711,404,639008,354
44215,3930660,425,226,274972,13631
44216,3916182,1178,521,8901183,233351
44216,3931860,1678,659,8985178,2825954
44216,3954562,5958,2328,39970123,483101
44217,3919344,2171,921,5839792,0
44221,3901000,0,0,80536,16817
44221,3919778,29433,14534,15843933,83274
44221,3974944,154,68,965556,0
44223,3901000,1145,513,3410006,0
44223,3919778,17032,7688,31980248,102344
44224,3919778,1723,1002,2548049,31259
44224,3936651,13,8,1582033,0
44224,3972494,2519,1066,3671052,468429
44224,3974944,34449,14970,42953412,603772
44230,3922568,3051,1292,4855633,4671
44230,3957260,4,3,20746,0
44231,3929442,2325,1054,6509524,40737
44234,3935658,1406,248,2401924,0
44236,3907790,1040,380,10548391,380
44236,3936651,22249,7994,64712214,686440
44236,3945976,63,23,274937,0
44236,3975014,171,84,1003556,36839
44240,3908168,122,65,208488,252387
44240,3908826,3226,1285,10173822,94836
44240,3939872,23246,11174,22509283,281361
44240,3974944,234,103,338986,0
44240,3975014,34,18,952969,2918
44240,3975196,177,74,554350,43468
44240,3976106,8,5,1009202,2319
44241,3975014,15584,6913,54862260,1810456
44243,3939872,5658,0,1252334,0
44250,3941454,1253,547,1129056,399740
44251,3983468,850,368,3754764,0
44254,3944604,2746,1370,5817127,20280
44255,3947180,1043,477,3634065,39881
44255,3975014,177,64,2425253,47647
44256,3930660,0,0,155,0
44256,3948790,26678,11152,29971092,544842
44256,3951816,48,16,122479,0
44260,3901000,0,0,310695,0
44260,3908826,117,43,108658,0
44260,3951058,3853,1565,5423977,51531
44262,3919778,40,16,39521,0
44262,3953312,4976,2173,5849895,176845
44264,3907790,260,113,7310245,1955
44264,3919778,886,386,8066798,15743
44264,3961574,565,261,12098761,25791
44266,3908168,342,161,605813,1256
44266,3965592,11724,5566,14581762,122205
44266,3975014,62,25,1514023,438302
44270,3967356,6491,2752,15535241,165017
44273,3930660,0,0,2476,0
44273,3967356,0,0,731521,0
44273,3971486,2296,978,6740477,0
44273,3983468,265,105,1703954,0
44275,3973992,753,306,2554282,19283
44276,3967356,0,0,388275,0
44276,3974566,457,190,2528647,0
44278,3901000,4,3,219421,0
44278,3953312,36,16,1190643,60706
44278,3976106,17405,7328,35227036,60211
44281,3957260,34,10,980910,0
44281,3980304,21567,9320,27509226,0
44286,3966530,3648,1471,24053734,7219
44287,3915008,1243,555,4190707,581836
44287,3918308,185,72,410031,0
44287,3984196,1464,620,2818019,8731
44288,3985946,2209,1045,5326895,6412
44301,3901000,15340,7269,9153301,144924
44302,3901000,5524,3135,2431494,0
44303,3901000,7700,4183,5978407,0
44304,3901000,5916,1903,3902624,0
44305,3901000,22294,10504,16730098,60041
44306,3901000,21442,10163,18207320,0
44307,3901000,7643,4159,4975726,17870
44308,3901000,1392,460,1274415,0
44310,3901000,22662,11102,15547053,55805
44310,3976106,124,80,14416,0
44311,3901000,8782,3847,4944792,0
44312,3901000,15152,7133,8963985,0
44312,3931860,3517,1666,8747728,0
44312,3941454,1815,821,2693887,94993
44312,3970618,1540,738,1926296,716528
44313,3901000,24377,12977,29448006,0
44313,3919778,510,217,6383293,23392
44313,3926166,48,47,23582,0
44314,3901000,18812,8876,11230737,390392
44314,3903828,13,6,64872,0
44319,3901000,1057,475,5194157,184417
44319,3931860,4798,2039,9727913,657105
44319,3954562,7033,3177,16773743,1713993
44319,3964136,6968,3588,10218102,2574487
44320,3901000,18181,8967,16005529,10261
44320,3957260,154,63,1199503,0
44321,3926166,0,0,34731,0
44321,3951816,138,56,639912,0
44321,3957260,321,116,596433,0
44321,3962578,882,332,2317284,0
44333,3901000,1687,619,2106406,0
44333,3919778,28,16,1566730,0
44333,3926166,7389,3408,11534214,27782
44333,3951816,4991,2161,23643403,235923
44403,3909200,1207,581,7251989,0
44403,3948272,248,126,776107,0
44403,3986856,79,39,1314635,0
44404,3958674,197,85,1988479,833116
44405,3911066,8210,3960,8979209,81982
44406,3903184,1756,754,1475338,3107
44406,3911360,7515,3306,11860058,70996
44408,3917036,6384,3181,15539737,371155
44410,3918812,7104,3211,11002762,0
44413,3923940,4721,2125,8163808,0
44420,3914324,1157,549,3470521,0
44420,3930198,9936,4738,13259587,527474
44420,3946144,311,123,501846,659
44420,3988000,0,0,757652,0
44423,3933306,408,175,1799694,0
44425,3936582,7874,3701,10105090,16703
44425,3947445,280,139,2040823,0
44425,3948272,161,69,2224066,31424
44427,3975574,11,4,101825,0
44428,3940507,616,303,5662122,21769
44428,3958674,0,0,177097,0
44429,3919106,1180,597,2031516,2031879
44430,3942308,1971,806,4482926,159654
44430,3980892,1718,145,2861647,0
44431,3942560,1959,838,5861322,19356
44431,3981732,16,7,20811,0
44432,3944030,2821,1287,4370334,0
44436,3911066,17,10,389641,0
44436,3945178,1155,536,3524581,211145
44436,3975126,3,4,210791,17238
44436,3988000,21,10,73807,0
44437,3935613,532,223,1478097,0
44437,3945934,3263,1370,4370708,0
44438,3948272,1655,830,5863665,72524
44438,3983541,2273,1082,4083931,0
44440,3944912,56,26,2815046,3850
44440,3950778,3614,1456,6722638,41025
44440,3955916,82,30,1103915,1400
44441,3941597,485,255,2146688,511048
44441,3953802,281,139,2308622,0
44442,3955118,1621,741,2261433,4433
44444,3955650,4795,2395,5975193,212339
44444,3973118,1100,478,4415892,92983
44445,3955790,1238,558,2298457,0
44446,3930198,22,8,1953788,730116
44446,3946144,749,433,1755037,0
44446,3950778,28,14,73226,0
44446,3955916,19029,9310,20948130,46616
44455,3968084,237,93,588976,0
44460,3920030,378,173,1931551,18040
44460,3969834,12303,5763,16639418,8077
44460,3981732,0,0,39076,1145
44471,3975126,10710,4882,9222402,230630
44473,3980066,650,300,2477932,0
44481,3913484,777,320,8135212,0
44481,3942308,0,0,1042,0
44481,3944912,3361,1470,57110670,0
44481,3980892,656,333,1690802,0
44483,3913484,5721,2468,13534162,0
44483,3952178,1224,626,6882909,0
44483,3980892,16829,8564,16040242,24366
44484,3907583,2089,980,2573280,0
44484,3936557,6351,2875,10451922,0
44484,3955916,155,77,250661,0
44484,3980892,7128,3725,8006517,22764
44485,3942308,2,1,9468,0
44485,3980892,15226,7617,13170227,25676
44490,3981732,785,351,1671342,58
44491,3983384,499,201,2274968,0
44502,3988000,10204,4902,14510198,328961
44503,3988000,1021,438,1164199,89530
44504,3988000,5085,2426,3170649,5435
44505,3911066,8,4,245735,0
44505,3914324,992,440,3160851,0
44505,3930198,0,0,4089,0
44505,3988000,12285,5457,27558277,610824
44506,3988000,2707,1374,4665485,150256
44507,3988000,5863,3119,4512206,0
44509,3903184,325,258,995799,0
44509,3988000,11650,5688,13143299,136755
44510,3988000,2499,1375,4939910,93495
44511,3903184,4548,2018,3830111,52796
44511,3907454,3378,1518,4255993,128935
44511,3988000,11746,6353,11155275,229698
44512,3907454,28598,13885,30900361,305213
44512,3988000,1828,911,1029703,0
44514,3907454,3400,1650,4007671,11422
44514,3963954,2555,1135,4233072,56868
44514,3988000,2073,1070,1262811,0
44515,3903184,23048,11450,23819619,31013
44515,3950778,250,107,1654292,2394
44601,3901420,22322,10022,23113173,114212
44601,3943596,0,0,97416,531
44601,3947362,415,163,3581367,138239
44601,3971220,11,4,342427,0
44606,3902232,1173,485,1504239,9648
44606,3940096,309,100,4110467,0
44606,3952682,22,10,48162,0
44608,3904458,1033,457,1185056,0
44608,3985806,0,0,1963,0
44609,3905410,978,468,2525581,21584
44609,3920030,65,24,138105,0
44609,3971220,3,1,24832,3222
44610,3905816,263,132,457832,0
44611,3953634,21,7,18959,0
44612,3907594,994,396,1798041,16468
44612,3988168,9,5,306437,51920
44613,3908504,2011,829,5048691,20611
44614,3911304,5479,2362,8437431,147978
44614,3916182,36,14,290232,0
44614,3954562,151,66,2900964,0
44615,3912280,3241,1502,6337184,0
44615,3941443,0,0,10103,0
44618,3919974,1830,788,3898509,0
44618,3940096,606,229,3300602,2559
44618,3948244,0,0,41382,0
44618,3952682,14,9,50625,0
44620,3921560,356,148,465662,83513
44621,3921714,2637,1185,3390189,0
44621,3949966,87,39,401762,0
44622,3922456,12795,5562,14585986,267000
44622,3955216,0,0,37206,13681
44622,3961056,218,106,466379,0
44622,3974958,0,0,1425,0
44624,3922848,297,120,2017183,0
44624,3986072,186,68,844162,4566
44625,3924024,231,95,1103423,0
44626,3924052,802,338,3959991,0
44626,3970464,7,6,29075,0
44627,3928616,423,192,875430,0
44628,3930506,272,123,695357,0
44629,3930702,1288,553,2501429,423
44629,3977924,258,120,756802,25581
44632,3934328,2940,1275,6668235,2974
44633,3935994,372,153,585041,19028
44634,3936176,481,187,3208405,38220
44637,3940180,817,376,925202,0
44638,3953634,5,4,15788,0
44640,3943596,151,65,608424,18201
44641,3912000,0,0,60269,0
44641,3945094,9186,3995,14225415,0
44643,3924052,17,11,395038,0
44643,3946844,978,418,2247684,0
44644,3941443,1652,984,9494573,2084719
44644,3946998,1189,573,1729894,0
44645,3948048,756,311,1481903,0
44646,3948244,20411,9317,25864894,188970
44646,3962134,8105,3493,6727392,105589
44646,3966922,444,187,1309505,0
44647,3948244,11704,5165,18643500,163049
44653,3949966,593,226,968911,0
44654,3905816,635,275,3197351,2375
44654,3941349,601,366,4550550,659405
44654,3950372,3025,1360,5742122,23173
44654,3980612,292,95,2977950,3115
44656,3950764,727,322,2118951,0
44657,3950834,3720,1762,5776146,0
44659,3952682,163,69,314097,0
44661,3953634,171,80,158365,0
44662,3908504,101,33,733389,0
44662,3948244,28,14,3138722,116316
44662,3952682,42,15,47282,0
44662,3953690,1957,935,5321112,11350
44662,3966922,704,303,3383506,27821
44663,3903940,396,157,937817,0
44663,3922456,31,16,137628,0
44663,3949966,74,26,595660,0
44663,3955216,17288,7909,21241908,426053
44663,3968742,219,98,678529,0
44663,3977924,17,6,17640,0
44666,3948244,6,1,243372,0
44666,3956756,268,111,876978,27394
44667,3940096,29,10,168675,0
44667,3958828,8380,3690,14867571,34583
44669,3967664,24,8,66439,0
44670,3967664,235,99,435754,0
44671,3970464,361,160,1597071,0
44672,3947362,346,163,1184202,9175
44672,3971220,4406,2286,6096364,39163
44675,3972242,304,122,817324,0
44676,3972396,1514,688,2200033,0
44677,3972788,1252,573,3205355,14300
44680,3974958,2608,1187,3593458,0
44681,3975210,2220,967,9816177,0
44681,3980612,337,137,2612173,1352
44682,3977924,777,348,818931,0
44683,3921714,18,9,103647,0
44683,3977924,4,1,248891,39804
44683,3978176,5413,2426,7279458,8833
44685,3931860,12220,5054,30328564,17418
44685,3932298,964,378,2370392,0
44685,3934328,4,1,3739,0
44685,3978736,3309,1348,6454998,64389
44687,3980612,249,25,168429,0
44688,3982376,923,408,1337905,0
44689,3985806,304,136,359139,0
44690,3986072,166,80,780454,1967
44691,3955244,388,121,3532285,20776
44691,3986548,26119,11822,42243138,132368
44693,3921294,79,59,892350,0
44695,3907916,398,179,1311536,0
44695,3942518,158,78,664991,0
44697,3988168,160,80,1202924,179973
44699,3976890,121,61,1391198,0
44702,3912000,1053,592,1391166,0
44703,3912000,8895,4750,2838344,0
44704,3912000,3530,1888,5135888,0
44705,3912000,12801,5435,12191149,4313
44706,3912000,7111,3130,9161895,0
44706,3948244,0,0,186045,0
44706,3966922,2176,881,3409389,0
44707,3912000,4937,2503,8098834,0
44708,3912000,7013,3194,4359462,0
44708,3935532,221,113,835744,0
44708,3949294,569,373,580733,544504
44708,3962134,23,9,27861,0
44709,3912000,14871,7041,10661203,0
44709,3956294,2046,1044,2643982,0
44710,3912000,6409,2956,2641493,0
44710,3962134,313,207,658795,0
44714,3912000,6344,3055,4681268,36191
44718,3912000,15,8,574200,0
44720,3912000,2,1,25901,0
44720,3931860,3486,1440,25232872,330660
44720,3932298,2840,1020,4727735,0
44720,3956294,14639,7034,13660875,0
44721,3912000,7,2,48100,0
44721,3956294,803,0,271174,0
44730,3912000,19,16,4078059,0
44730,3923324,1591,705,3410127,0
44730,3967664,72,35,299371,0
44804,3902316,590,239,1493488,0
44805,3902568,20362,8914,28926611,161037
44805,3903562,371,168,1005234,193223
44805,3934636,182,81,1099619,5106
44805,3950036,137,61,473308,0
44805,3970576,19,7,255675,0
44807,3902820,899,428,1717680,22095
44809,3904094,293,127,826900,0
44811,3905228,8202,3662,15892070,306548
44811,3927356,70,16,191966,0
44813,3905284,1918,882,6608712,32682
44814,3905900,714,282,4150552,2659
44815,3906194,540,266,1204056,0
44817,3903646,2,1,61228,0
44817,3907062,678,270,1722135,11124
44817,3983888,70,30,425305,0
44818,3907286,956,382,1562877,0
44818,3913694,131,62,674774,0
44820,3910030,12362,5983,19222621,37107
44820,3957876,52,26,379914,0
44820,3975392,124,62,519920,0
44822,3910632,933,393,2952143,17308
44824,3912476,852,378,2704058,22109
44825,3913694,58,25,102850,0
44826,3916784,626,251,11453646,13258
44827,3919330,4625,2167,6722002,13768
44827,3929162,3,2,44742,0
44827,3956994,77,32,122074,0
44828,3927356,163,71,349759,0
44830,3904094,61,22,1730065,0
44830,3928014,13441,6225,19541203,564949
44833,3919330,5,2,1477700,0
44833,3929162,10509,5190,19656778,46942
44833,3937142,452,181,9981729,32899
44836,3932256,1368,520,3126561,7073
44837,3932368,1476,632,3503461,40781
44838,3934636,266,111,791693,1729
44839,3937016,7149,3710,12526796,7486683
44839,3970380,0,0,151413,0
44840,3934636,0,0,19960,0
44840,3939060,562,234,939825,2102
44841,3939578,179,78,1137463,0
44842,3945066,2641,1174,6730984,62712
44843,3945276,615,269,1782982,1441
44844,3945892,400,164,7200634,38925
44846,3950134,1360,546,3008554,49686
44847,3951618,1400,577,3625058,78355
44849,3953942,760,334,2656927,0
44849,3957876,138,47,918575,0
44850,3954698,148,64,980862,0
44851,3954908,2461,1103,5711360,856968
44853,3955398,249,116,518738,0
44854,3955776,967,425,3557160,0
44855,3956420,560,202,1196172,5768
44856,3956994,128,58,130078,0
44857,3916784,5,2,506739,0
44857,3950134,7,5,60043,0
44857,3957302,17012,7446,22973467,731595
44859,3970576,0,0,1061,0
44861,3958156,64,25,69895,0
44864,3962190,735,372,2039552,0
44865,3954698,206,86,1805450,8335
44865,3963800,1857,794,6384685,82688
44866,3963996,336,136,2621518,61496
44867,3966320,549,245,2234014,0
44870,3904402,632,342,715103,4377
44870,3919615,176,113,275697,0
44870,3970380,25793,13386,25037939,31532777
44874,3970576,394,145,1224807,22221
44875,3972102,9317,4354,16440476,368099
44878,3972298,649,265,2344267,9254
44881,3975392,70,26,103251,0
44882,3975980,861,404,1648917,0
44883,3904094,36,10,1364353,0
44883,3906194,121,52,145086,0
44883,3927930,254,108,1620028,0
44883,3948972,153,73,1536194,0
44883,3958156,122,51,1425788,0
44883,3976778,17963,8007,17517932,352636
44887,3976932,280,106,1065591,0
44889,3980458,1047,441,2135682,59162
44890,3912854,210,97,1337504,0
44890,3935866,749,429,4489532,906609
44890,3954698,45,20,414733,0
44890,3985232,6236,2687,9192874,46066
44901,3947138,2501,0,303091,0
44902,3947138,5432,2818,4839811,0
44903,3947138,9910,5181,30250582,72041
44903,3958520,1700,665,10223001,43983
44904,3905284,0,0,475648,0
44904,3942994,4822,2092,9874252,9621
44904,3947138,3503,1846,5136591,5142
44905,3947138,4411,879,4802021,8977
44906,3947138,8718,4329,20424253,24117
44906,3958520,4525,2143,18484917,15788
44907,3947138,13346,6969,14202895,26282
45001,3900436,606,283,1568650,5923
45002,3900436,256,132,411668,60688
45002,3907377,959,377,11270606,88676
45002,3916028,3229,1188,3510706,0
45002,3921742,393,126,1296515,0
45002,3931262,1466,561,11262604,799340
45002,3936232,258,101,6513962,202931
45002,3949420,3515,1288,7015990,0
45002,3949462,1060,601,3000213,41410
45002,3956182,4,2,235969,0
45002,3976197,244,103,724542,0
45003,3916700,407,209,647791,33033
45005,3912168,4909,2063,7954540,513236
45005,3928476,11771,5026,23674147,439370
45005,3936806,2100,873,4212338,0
45005,3949840,1336,764,8897526,0
45005,3974076,0,0,187512,369
45011,3925970,637,247,3674612,0
45011,3933012,20264,8699,12016896,457607
45011,3951310,0,0,37445,0
45011,3955104,1397,544,1656814,94035
45011,3971444,83,35,1054864,0
45011,3985344,581,242,451158,0
45013,3933012,31869,14606,29312160,475404
45013,3950540,708,298,1510792,0
45013,3955104,852,333,686807,0
45013,3968602,1453,506,5787709,27503
45014,3925970,41870,18554,50357186,312116
45014,3933012,7,4,95560,0
45014,3968602,1964,787,2284742,41614
45015,3933012,10337,4569,14509267,307077
45030,3907377,0,0,55472,2019
45030,3933838,9897,4054,12745945,97958
45030,3954082,661,299,3551242,44157
45030,3954684,583,257,3352226,12085
45032,3934384,348,154,644317,61249
45033,3936232,276,110,132936,0
45034,3940348,1184,435,2347247,125837
45036,3942364,20031,7919,33239115,22828
45036,3948188,245,72,1925448,0
45036,3951310,7,2,6260118,0
45036,3973446,4,2,1746934,0
45039,3941755,5926,2468,4497209,236688
45039,3945122,138,66,421172,0
45039,3946872,941,411,995299,0
45039,3948188,99,63,3506779,51222
45039,3973446,51,20,20540,0
45040,3940348,135,62,1133767,0
45040,3941755,856,311,755957,0
45040,3942364,2,1,336025,0
45040,3948188,30368,11336,42815980,42173
45041,3949462,199,77,478721,19638
45042,3938192,26,10,20681,0
45042,3949840,17348,8338,21829289,469291
45042,3977322,0,0,558574,0
45044,3928058,2706,1074,5379417,7115
45044,3949840,30010,14194,37091677,138222
45044,3951310,3893,1461,16524531,59984
45050,3951310,8542,3433,18287527,0
45052,3900436,0,0,156081,78108
45052,3916028,5,2,590181,7405
45052,3924850,350,144,2304992,36463
45052,3946088,1260,449,2947319,0
45052,3949420,522,186,662388,0
45052,3956182,853,410,2536506,194846
45052,3971958,724,313,16623706,1373198
45056,3920268,516,224,6101659,0
45056,3959234,21371,6622,17291892,5426
45062,3971444,668,282,817958,0
45064,3972998,281,106,653833,0
45064,3983216,5,3,468205,0
45065,3973446,4060,1619,5081091,87876
45066,3927303,1824,659,5331945,0
45066,3928476,0,0,83489,0
45066,3974076,17340,6234,22479118,1674
45067,3938192,37,12,30960,0
45067,3977322,11869,4454,11260434,0
45068,3918840,421,190,892993,0
45068,3934384,198,83,1925039,0
45068,3982418,2834,1196,6155929,15527
45069,3904840,9187,3709,12438032,0
45069,3928058,213,109,304129,0
45069,3958149,240,100,925097,0
45069,3984528,1302,588,2346364,0
45070,3983216,192,83,1042876,0
45101,3900142,1638,882,3488850,736689
45102,3901742,4801,1974,4638797,0
45103,3904150,1509,713,4118320,77507
45103,3955664,22,9,109544,0
45103,3959220,95,40,215370,0
45103,3985288,4,3,127245,0
45106,3906068,2711,1182,3614168,11668
45106,3952906,4,2,189162,0
45107,3906908,4243,1854,10744106,252517
45107,3949896,5,2,155426,0
45111,3911150,375,171,1038027,0
45112,3914226,56,48,351529,111142
45113,3915406,548,238,1197964,77572
45118,3926796,330,157,1348665,0
45118,3941419,1170,646,5701573,645076
45118,3969666,21,7,256629,0
45120,3914226,7,8,172738,495
45120,3926880,818,374,703552,0
45120,3953956,2,1,20375,0
45121,3929778,4331,1939,10474525,0
45121,3935168,13,9,97777,0
45121,3969316,0,0,8438,0
45123,3930828,35,19,491615,0
45123,3932088,4639,2141,5338218,0
45130,3932984,546,206,1016841,0
45131,3935168,238,129,551849,112324
45132,3935210,254,105,440059,0
45133,3935256,550,313,1564936,1277104
45133,3935560,6605,3181,14060651,0
45133,3968004,639,425,1844916,1325811
45133,3972578,2,2,67055,0
45135,3942476,1314,579,3025803,0
45140,3945108,11674,4618,12645126,190753
45140,3945122,1385,558,2545447,134504
45140,3946872,26,7,1435483,0
45140,3949504,104,47,343573,13303
45140,3951716,15,8,5593,0
45140,3966180,41,16,116201,5247
45142,3945542,1499,654,2433441,18725
45142,3969666,108,43,2574202,0
45144,3905676,100,47,1538526,0
45144,3947012,2023,1032,3322811,30693
45146,3948118,463,166,1137885,4051
45147,3949504,138,60,532122,63368
45148,3949896,310,126,757272,0
45150,3920366,2620,1029,3051447,0
45150,3950176,6688,3281,9394308,300737
45150,3953032,4672,1771,5266548,1829
45150,3953270,3323,1642,4118350,0
45150,3976582,5,4,14526,0
45152,3946872,8,4,1114034,0
45152,3952374,1188,522,4984459,96520
45152,3973446,0,0,6206,0
45153,3952416,185,96,950063,56601
45154,3910156,59,20,629246,0
45154,3952906,3599,1429,21652593,0
45155,3953186,348,148,1172660,19044
45156,3953956,98,46,1001647,164483
45157,3955384,2582,1133,8840428,799122
45158,3955664,370,135,547627,0
45159,3955748,1224,557,2208810,50160
45160,3959220,699,389,898900,0
45162,3910674,163,60,282727,0
45162,3963576,154,61,419506,0
45164,3964360,254,113,301082,8294
45167,3967272,1750,931,5147772,789413
45168,3969316,561,236,1880647,0
45169,3957918,0,0,10128,0
45169,3969400,2564,1160,3320896,20607
45171,3910156,293,109,3212159,0
45171,3941657,1173,702,11088371,1349295
45171,3952906,0,0,538390,0
45171,3953186,12,4,76204,0
45171,3970534,980,416,3207763,0
45172,3972578,131,60,1142617,0
45174,3950176,7,6,146397,20996
45174,3976428,2251,806,3039636,140683
45176,3952906,61,42,637813,0
45176,3985288,2486,1099,4914284,52832
45177,3985792,12520,5827,28201947,106531
45202,3915000,15483,10586,7015784,458774
45203,3915000,2236,1313,3288293,139947
45204,3915000,6732,3446,7716521,696640
45205,3915000,19243,9269,7370836,0
45206,3915000,10745,7467,5217974,0
45207,3915000,7974,3188,3045985,0
45208,3915000,17614,9565,10995054,0
45209,3915000,9586,6175,5731491,0
45209,3957386,19,18,410435,0
45211,3908602,2482,1053,1961052,0
45211,3914128,8375,4303,3024426,1439
45211,3915000,21588,11063,12918978,0
45211,3951212,3666,1584,5520659,863
45212,3915000,3065,1694,1912058,0
45212,3957386,19188,9497,7740867,0
45213,3901672,375,150,678107,0
45213,3915000,9726,5086,5693263,0
45213,3972522,543,268,498065,0
45214,3915000,8738,5088,5891635,11415
45215,3902428,745,382,693558,0
45215,3915000,1838,1373,1352598,0
45215,3922008,0,0,31563,0
45215,3925802,31,15,2122279,0
45215,3927104,18,9,135928,0
45215,3943722,3286,1564,1959398,0
45215,3944366,3449,1738,3188591,0
45215,3965732,8599,4046,6263357,0
45215,3986366,3045,1482,6601508,0
45215,3986730,8384,3248,7407034,0
45216,3915000,6003,2959,5640983,0
45216,3925186,2188,1099,826921,0
45216,3927104,76,33,342887,0
45216,3986730,40,23,19074,0
45217,3915000,2203,1208,1361804,0
45217,3969470,4363,2124,3996821,31671
45218,3932158,3615,1645,3036590,0
45219,3915000,16526,7917,4544822,0
45220,3915000,15313,7838,7418507,58937
45223,3915000,12360,6886,15065382,15385
45224,3915000,13652,7025,10607829,0
45224,3927104,4332,1841,4858936,0
45224,3956322,951,450,696917,0
45225,3915000,9040,4850,8062139,31276
45226,3915000,5476,2987,13322978,1176309
45226,3947600,0,0,317508,75713
45227,3915000,9146,5272,6120702,649
45227,3925942,1699,778,1975058,0
45227,3946312,390,149,563746,0
45227,3947600,3403,1597,1920064,0
45227,3963072,43,29,172616,0
45227,3972522,42,21,436793,0
45229,3915000,13015,8066,7062712,0
45229,3969470,5,4,7200,0
45230,3915000,12180,6652,13530751,672986
